5|idee e concetti astratti
73F3443|Mattia sepolto a Gerusalemme
73F345|soggetti narrativi ~ Mattia dopo la morte
73F3451|traslazione delle reliquie di Mattia
73F35|vita e atti di Stefano (At. 6, 8 - 8, 2)
73F351|primo periodo della vita di Stefano
73F3511|nascita di Stefano: il diavolo porta via il neonato e lo scambia con un altro
73F3512|Stefano è allevato da una cerva e scoperto dal vescovo Giuliano
73F3513|il giovane Stefano è benedetto dal vescovo Giuliano
73F3514|Stefano tornato nella casa dei suoi genitori, manda via colui che lo aveva sostituito
73F352|Stefano distribuisce elemosine
73F353|Stefano predica (e battezza
73F354|miracoli di Stefano
73F355|leggenda del Natale: Stefano, il re Erode e la stella di Betlemme
73F356|martirio e morte di Stefano
73F3561|Stefano davanti al Sinedrio
73F3562|Stefano viene espulso dalla città
73F3563|la lapidazione di Stefano; i testimoni depositano le loro vesti ai piedi di Saulo
73F35631|Stefano ha la visione di Cristo in cielo
73F3564|degli angeli portano l'anima di Stefano in cielo
73F3565|bestie feroci custodiscono il corpo di Stefano
73F3566|sepoltura di Stefano
73F357|soggetti narrativi ~ Stefano dopo la morte
73F3571|al sacerdote Luciano viene rivelato in sogno o in visione da Gamaliele dove trovare la tomba di Stefano; il sacerdote informa il vescovo di Gerusalemme
73F3572|rinvenimento e traslazione delle reliquie di Stefano
73F35721|esorcismo di Eudossia: il demone dice che le reliquie devono essere portate a Roma da Costantinopoli
73F3573|nuova sepoltura delle reliquie nella tomba di San Lorenzo
73F4|lettere degli apostoli
73F41|lettere di Paolo alle comunità
73F411|lettera di Paolo ai Romani
73F411(...)|lettera di Paolo ai Romani (con lettera, capitolo e versi)
73F412|lettera di Paolo ai Corinzi
73F412(...)|lettera di Paolo ai Corinzi (con lettera, capitolo e versi)
73F413|lettera di Paolo ai Galati
73F414|lettera di Paolo agli Efesini
73F415|lettera di Paolo ai Filippesi
73F416|lettera di Paolo ai Colossesi
73F417|lettera di Paolo ai Tessalonicesi
73F42|lettere di Paolo a singole persone
73F421|lettera di Paolo a Timoteo
73F421(...)|lettera di Paolo a Timoteo (con lettera, capitolo e versi)
73F422|lettera di Paolo a Tito
73F423|lettera di Paolo a Filemone
73F43|lettera (di Paolo) agli Ebrei
73F44|lettera di Giacomo
73F45|lettere di Pietro
73F46|lettere di Giovanni
73F47|lettera di Giuda
73G|la Rivelazione di Giovanni, l'Apocalisse
73G1|Apocalisse 1 - 3
73G11|Giovanni (in atto di scrivere) sull'isola di Patmos; in qualche caso compare l'aquila accanto a lui
73G111|un angelo inviato da Cristo appare a Giovanni a Patmos
73G112|il diavolo ruba il calamaio ~ Giovanni a Patmos
73G12|Cristo tra sette candelabri appare a Giovanni, che cade al suolo; dalla bocca di Cristo fuoriesce una spada, e regge sette stelle nelle mani
73G13|lettere di Giovanni alle sette chiese
73G131|lettera di Giovanni a Efeso
73G132|lettera di Giovanni a Smirne
73G133|lettera di Giovanni a Pergamo
73G134|lettera di Giovanni a Tiatira
73G135|lettera di Giovanni a Sardi
73G136|lettera di Giovanni a Filadelfia
73G137|lettera di Giovanni a Laodicea
73G14|le sette chiese ~ Apocalisse di Giovanni
73G141|i sette 'angeli' delle chiese
73G2|Apocalisse 4 - 5
73G21|il trono di Dio ~ Apocalisse
73G211|Dio sul trono, circondato da ventiquattro vegliardi (con la corona sul capo e in atto di suonare l'arpa) e dai quattro Esseri viventi
73G2111|Cristo in trono, circondato dai ventiquattro vegliardi e dai quattro Esseri viventi
73G2112|Dio e Maria in trono, circondati dai ventiquattro vegliardi e dai quattro Esseri viventi
73G212|il libro con i sette sigilli sul trono ~ Apocalisse di Giovanni
73G22|la visione dell'Agnello e del libro con i sette sigilli
73G221|l'Agnello con sette corna e sette occhi
73G2211|l'Agnello prende il libro da colui che siede sul trono
73G222|adorazione dell'Agnello (da parte di una moltitudine in veste bianca)
73G23|l'Agnello immolato
73G3|Apocalisse 6 - 11
73G31|l'apertura dei sette sigilli ~ Apocalisse di Giovanni
73G311|i quattro cavalieri dell'Apocalisse
73G3111|apertura del primo sigillo: l'uomo su un cavallo bianco con la corona, l'arco e le frecce (la Vittoria, il Conquistatore)
73G3112|apertura del secondo sigillo: l'uomo su un cavallo rosso con una spada in mano (la Guerra)
73G3113|apertura del terzo sigillo: l'uomo su un cavallo nero con una bilancia (la Fame)
73G3114|apertura del quarto sigillo: l'uomo su un cavallo verdastro con una falce (la Morte)
73G312|apertura del quinto sigillo: vengono date vesti bianche ai martiri (alle anime dei martiri) che compaiono sotto l'altare
73G313|apertura del sesto sigillo: un violento terremoto, il sole diventa nero, la luna rossa come sangue, e le stelle cadono sulla terra; l'umanità si nasconde nelle caverne
73G314|apertura del settimo sigillo: silenzio nel cielo
73G3141|l'angelo con un turibolo d'oro: il fumo dell'incenso sale insieme alle preghiere dei santi ~ apertura del settimo sigillo
73G32|i sette angeli con le trombe ~ Apocalisse di Giovanni
73G321|il primo dei sette angeli suona la tromba: grandine, fuoco e sangue scrosciano sulla terra
73G322|il secondo dei sette angeli suona la tromba: una grande montagna di fuoco è scagliata nel mare
73G323|il terzo dei sette angeli suona la tromba: una grande stella ardente (Assenzio) avvelena i fiumi e le fonti
73G324|il quarto dei sette angeli suona la tromba: una parte del sole, della luna e delle stelle si oscura
73G3241|un angelo (o un'aquila) grida a gran voce le ultime tre sventure ~ i sette angeli con le trombe
73G325|il quinto dei sette angeli suona la tromba: la stella cadente apre il pozzo dell'abisso: ne fuoriescono delle locuste
73G3251|la piaga delle mostruose locuste con le corone, guidate da Apollyon (Sterminatore)
73G326|il sesto dei sette angeli suona la tromba: i quattro angeli della morte vengono sciolti e liberati
73G3261|l'esercito dei cavalieri ~ i sette angeli con le trombe
73G327|il settimo dei sette angeli suona la tromba: adorazione in cielo
73G3271|il santuario di Dio nel cielo ~ i sette angeli con le trombe
73G33|i quattro venti sono trattenuti da quattro angeli
73G331|le tribù d'Israele sono segnate, i centoquarantaquattromila
73G34|un angelo possente con un piccolo libro aperto in mano: è avvolto da una nuvola; le sue gambe sono colonne di fuoco, che poggiano una sulla terra e l'altra in mare ~ Apocalisse
73G341|Giovanni prende il piccolo libro dalle mani dell'angelo e lo divora
73G35|Giovanni misura il santuario
73G36|i due testimoni di Dio (Enoch e Elia) ~ Apocalisse
73G361|i due testimoni di Dio profetizzano
73G362|i due testimoni di Dio uccidono i loro nemici con il fuoco
73G363|i due testimoni di Dio sono uccisi dalla bestia e il popolo gioisce della loro morte
73G364|resurrezione e ascensione dei due testimoni di Dio
73G4|Apocalisse 12-18
73G41|la donna incinta e il drago ~ Apocalisse di Giovanni
73G411|appare una donna incinta, rivestita di sole e in piedi sulla luna; davanti a lei si pone un drago rosso con una lunga coda e sette teste
73G412|Michele e i suoi angeli combattono contro il drago e i suoi seguaci; il drago (diavolo, Satana) è cacciato dal cielo
73G413|il drago perseguita la donna incinta ~ Apocalisse di Giovanni
73G42|la bestia fuori dal mare (Anticristo; 666) ~ Apocalisse di Giovanni
73G421|la bestia simile a una pantera, con sette teste, viene fuori dal mare e viene adorata insieme al drago
73G422|la bestia uscita dal mare fa guerra ai santi
73G423|
73G43|la bestia fuori dalla terra ~ Apocalisse di Giovanni
73G431|la bestia con due corna venuta fuori dalla terra e la bestia venuta fuori dal mare vengono venerate
73G432|le persone ricevono un marchio sulle mani o sulla fronte ~ bestia uscita dalla terra
73G44|adorazione dell'Agnello sul monte Sion da parte dei centoquarantaquattromila ~ Apocalisse
73G45|i tre angeli annunziano l'ora del Giudizio
73G46|il Figlio dell'uomo (Cristo) con la falce
73G461|Cristo getta la sua falce sulla terra
73G462|un angelo getta la sua falce sulla terra e vendemmia l'uva
73G463|l'uva della terra è gettata nel tino (o torchio) dell'ira di Dio; dal tino esce sangue
73G47|i vincitori della bestia, che tengono arpe, in piedi sul mare di cristallo
73G48|i sette angeli con le sette coppe, portano disastri e distruzione sulla terra e all'umanità
73G481|Giovanni vede uscire dalla bocca del drago, della bestia e del falso profeta tre spiriti immondi simili a rane
73G49|la donna scarlatta (ammantata di scarlatto) e il castigo di Babilonia
73G491|la donna scarlatta, la meretrice di Babilonia, è generalmente seduta su una bestia scarlatta con sette teste e dieci corna
73G492|dieci re combattono l'Agnello: l'Agnello risulta vittorioso sui re
73G493|la caduta di Babilonia
73G4931|un angelo annuncia la caduta di Babilonia
73G4932|lamento sulla caduta di Babilonia
73G4933|un angelo possente getta una pietra (macina) nel mare
73G5|Apocalisse 19-22
73G51|lode al giudizio di Dio in cielo
73G52|le nozze dell'Agnello
73G53|la bestia e il falso profeta sconfitti
73G531|il cavaliere il cui nome era Fedele e Verace (Cristo) con i suoi eserciti del cielo
73G532|battaglia tra la bestia (Anticristo), il falso profeta, e il cavaliere con il suo esercito
73G54|il regno dei mille anni ~ Apocalisse di Giovanni
73G541|un angelo con una chiave e una catena lega il dragone (Satana) e lo getta nell'abisso
73G542|prima resurrezione dalla morte
73G55|giudizio di Satana (Anticristo)
73G551|dopo mille anni, Satana è liberato dalla prigione, e con Gog e Magog assedierà la città santa
73G552|il fuoco dal cielo divorerà Satana, Gog e Magog, e Satana sarà gettato in uno stagno di fuoco
73G56|il Giudice sul grande trono bianco
73G561|la morte e gli inferi sono gettati nello stagno di fuoco
73G57|un nuovo cielo e una nuova terra ~ Apocalisse di Giovanni
73G571|un angelo mostra a Giovanni la nuova Gerusalemme (celeste) che scende dal cielo; talvolta è rappresentato Cristo che conduce le sue pecore verso la città
73G5711|la nuova Gerusalemme
73G572|la nuova Gerusalemme viene misurata
73G573|l'albero della vita con i suoi dodici tipi di frutti ~ Apocalisse
73G6|Giovanni adora l'angelo dopo la Rivelazione
73GG411|appare una donna incinta, rivestita di sole e in piedi sulla luna; davanti a lei si pone un drago rosso con una lunga coda e sette teste - GG - Maria come donna incinta dell'Apocalisse
8|Letteratura
81|personaggi e scene tratti da cicli letterari
81(...)|personaggi e scene tratti da cicli letterari (col NOME del CICLO)
81(ARTHURIAN LEGEND)|ciclo arturiano
81(KALEVALA)|'Kalevala'
81(NIBELUNGENLIED)|'Nibelungenlied', 'Cantare dei Nibelunghi'
81A|ciclo arturiano : Usare 81 (ARTHURIAN LEGEND
81A(...)|personaggi maschili del ciclo arturiano : Usare 82A(...)
81B|'Nibelungenlied', 'Cantare dei Nibelunghi' : Usare 81(NIBELUNGENLIED)
81B(...)|personaggi maschili del 'Nibelungenlied' : Usare 82A(...)
81C|Dante, 'Divina Commedia' : Usare 83(DANTE, Divina Commedia)
81C(...)|personaggi maschili della 'Divina Commedia' : Usare 82A(...)
81D|Boccaccio, 'Decamerone' : Usare 83(BOCCACCIO, Decamerone)
81D(...)|personaggi maschili del 'Decamerone' : Usare 82A(...)
81E|Ariosto, 'Orlando Furioso' : Usare 83(ARIOSTO, Orlando Furioso)
81E(...)|personaggi maschili dell''Orlando Furioso' : Usare 82A(...)
81F|Tasso, 'Gerusalemme Liberata' : Usare 83(TASSO, Gerusalemme Liberata)
81F(...)|personaggi maschili della 'Gerusalemme Liberata' : Usare 82A(...
81G|'Canti di Ossian' : Usare 83(MACPHERSON, Poems of Ossian)
81G(...)|personaggi maschili dei 'Canti di Ossian' : Usare 82A(...)
81H|altri cicli : Usare 81(...)
81H(...)|altri cicli (col NOME del CICLO, Personaggio) : Usare 81(...)
81H(KALEVALA)|'Kalevala' : Usare 81(KALEVALA)
81H(KALEVALA, Lemminkäinen)|Lemminkäinen : Usare 82A(...)
82|personaggi letterari, e scene di cui sono protagonisti
82A|personaggi letterari
82A(...)|personaggi letterari maschili (col NOME)
82A(AHASVERUS)|Asvero (Assuero), l'Ebreo errante
82A(ALBOIN)|Re Alboino
82A(AMADIS DE GAULA)|Amadigi di Gaula
82A(AMINTA)|Aminta
82A(ARTHUR)|Re Artù
82A(ATLANTE)|Atlante
82A(BAJAZET)|Sultano Bâjazîd
82A(BANQUO)|Banquo (Banco)
82A(BARON MÜNCHAUSEN)|Barone di Münchhausen
82A(BELISARIUS)|Belisario
82A(CARLO)|Carlo
82A(CIMON)|Cimone
82A(DANTE)|Dante
82A(DAPHNIS)|Dafni (nella mitologia greca un pastore che ha inventato la poesia pastorale
82A(DIETRICH VON BERN)|Teodorico di Verona (personaggio basato su Teodorico il Grande (c.454-c.526), re degli Ostrogoti)
82A(DON JUAN)|Don Giovanni
82A(DON QUIXOTE)|Don Chisciotte
82A(ENYAS)|Enyas
82A(EULENSPIEGEL)|Eulenspiegel
82A(EUSTAZIO)|Eustazio
82A(FALSTAFF)|Falstaff
82A(FAUST)|Faust
82A(FERRAU)|Ferraù (noto anche come Ferragù, Ferragut, Ferracute e Ferragus)
82A(FILIPPO'S SON)|Figlio di Filippo
82A(FINGAL)|Fingal, re di Morven, padre di Ossian
82A(GALAHAD)|Galahad
82A(GARETH)|Gareth
82A(GAWAIN)|Galvano
82A(GODFREY OF BOUILLON)|Goffredo di Buglione
82A(GOMBAUT)|Gombaut
82A(GUALTERI)|Gualtieri
82A(GUISCARDO)|Guiscardo
82A(GULLIVER)|Gulliver
82A(HAGEN)|Hagen
82A(HAMLET)|Amleto, principe di Danimarca
82A(HEINRICH DER LÖWE)|Enrico il Leone
82A(HELYAS)|Elyas
82A(HUON DE BORDEAUX)|Huon de Bordeaux
82A(ISMENO)|Ismeno
82A(IWAIN)|Ivano
82A(KNIGHTS OF THE ROUND TABLE)|Cavalieri della Tavola Rotonda
82A(LANCELOT)|Lancillotto
82A(LEAR)|Re Lear
82A(LEMMINKÄINEN)|Lemminkäinen
82A(LOHENGRIN)|Lohengrin o il Cavaliere del cigno, nella leggenda germanica figlio di Percival o Parsifal
82A(MACBETH)|Macbeth
82A(MANDRICARDO)|Mandricardo, re dei tartari, figlio di Agricane
82A(MAXIMILIAN)|Massimiliano, Imperatore
82A(MAZEPPA)|Mazeppa
82A(MEDORO)|Medoro
82A(MEPHISTOPHELES)|Mefistofele, nome del tentatore infernale nelle versioni letterarie delle leggende di Faust
82A(MERCIA, KING OF)|Re di Mercia
82A(MERLIN)|Merlino
82A(NASTAGIO DEGLI ONESTI)|Nastagio degli Onesti
82A(NORANDINO)|Norandino, re di Damasco
82A(OLINDO)|Olindo
82A(ORLANDO)|Orlando
82A(OSCAR)|Oscar
82A(OSSIAN)|Ossian
82A(PAOLO)|Paolo
82A(PERCEVAL)|Parsifal
82A(RINALDO)|Rinaldo
82A(RODOMONTE)|Rodomonte
82A(ROLAND)|Orlando
82A(ROMEO)|Romeo
82A(RUGGIERO)|Ruggiero
82A(SALADIN)|Saladino
82A(SANCHO PANZA)|Sancho Panza
82A(SHYLOCK)|Shylock
82A(SIEGFRIED)|Sigfrido
82A(SILVIO)|Silvio
82A(SOLIMANO)|Solimano
82A(SORDELLO)|Sordello
82A(SWAN KNIGHT)|Cavaliere del cigno
82A(TAMBURLAINE)|Tamerlano
82A(TANCRED)|Tancredi
82A(TEUERDANK)|Teuerdank
82A(THEODOSIUS)|Teodosio, imperatore
82A(TORELLO)|Torello
82A(TRENMOR)|Trenmor
82A(TRISTRAM)|Tristano
82A(UBALDO)|Ubaldo
82A(UGOLINO)|Ugolino
82A(VALENTIN)|Valentino
82A(VIRGIL)|Virgilio
82A(WAYLAND)|Wayland
82A(WEISSKUNIG)|Weisskunig
82A(WIGALOIS)|Wigalois
82A(WILLEHALM)|Willehalm
82A(WILLIAM TELL)|Guglielmo Tell
82AA|personaggi letterari femminili
82AA(...)|personaggi letterari femminili (col NOME)
82AA(ALATIEL)|Alatiel
82AA(ALCINA)|Alcina, maga
82AA(ANGELICA)|Angelica
82AA(ARMIDA)|Armida
82AA(BEATRICE)|Beatrice
82AA(BRADAMANTE)|Bradamante
82AA(BRUNHILD)|Brunilde
82AA(CHLOE)|Cloe
82AA(CLORINDA)|Clorinda
82AA(COSTANZA)|Costanza
82AA(ELAINE)|Elaine, la Bella Damigella di Astolat
82AA(ERMINIA)|Erminia
82AA(FRANCESCA)|Francesca
82AA(GENOVEVA)|Genoveffa
82AA(GHISMONDA)|Ghismonda
82AA(GINEVRA)|Ginevra
82AA(GODIVA)|Lady Godiva
82AA(GRETCHEN)|Margherita
82AA(GRISELDA)|Griselda
82AA(GUINEVERE)|Ginevra
82AA(INIBACA)|Inibaca
82AA(IPHIGENIA)|Ifigenia
82AA(ISABELLA)|Isabella
82AA(ISEULT)|Isotta
82AA(JULIET)|Giulietta
82AA(KRIEMHILD)|Crimilde
82AA(LADY MACBETH)|Lady Macbeth
82AA(LADY OF VERGI)|Castellana di Vergi
82AA(LUCINA)|Lucina
82AA(MACEE)|Macée
82AA(MALVINA)|Malvina
82AA(MATTABRUNA)|Mattabruna
82AA(MELISSA)|Melissa
82AA(OLIMPIA)|Olimpia
82AA(OPHELIA)|Ofelia
82AA(PRECIOSA)|Preziosa
82AA(ROSAMUND)|Rosamunda
82AA(SOFRONIA)|Sofronia
82B|nomi di animali, piante, oggetti, ecc. tratti da opere letterarie
82B(...)|nomi di animali, piante, oggetti, ecc. tratti da opere letterarie (col NOME)
82B(BAIARDO)|Baiardo, il cavallo di Rinaldo
82B(BALISARDA)|Balisarda, la spada di Ruggiero
82B(BRIGLIADORO)|Brigliadoro, il cavallo di Orlando; noto anche come Vegliantino
