5|abstrakte Ideen und Konzeptionen
73DD6261|die letzten Worte Christi: Mein Gott, mein Gott, warum hast du mich verlassen? - DD - nur Christus am Kreuz
73DD6262|die Umstehenden verspotten Christus am Kreuz - DD - nur Christus am Kreuz
73DD627|die letzten Worte Christi: Mich dürstet! - DD - nur Christus am Kreuz
73DD6271|einer der Soldaten (Stephaton) gibt Christus einen Schwamm mit Essig, der auf eine Stange oder Lanze gesteckt ist - DD - nur Christus am Kreuz
73DD62711|Longinus sticht in die Seite Christi; Stephaton gibt Christus den Schwamm mit Essig - DD - nur Christus am Kreuz
73DD628|die letzten Worte Christi: Es ist vollbracht! - DD - nur Christus am Kreuz
73DD629|die letzten Worte Christi: Vater, in deine Hände empfehle ich meinen Geist! - DD - nur Christus am Kreuz
73DD6291|Christus schreit laut und stirbt - DD - nur Christus am Kreuz
73DD63|Darstellungen des Kreuzestodes Christi, bei denen ein bestimmtes Ereignis hervorgehoben wird (kurz nach dem Tod Christi) - DD - nur Christus am Kreuz
73DD631|der Hauptmann bekennt seinen Glauben an Christus; manchmal schließen sich auch die umstehenden Soldaten an - DD - nur Christus am Kreuz
73DD632|die Jünger Christi und die Frauen verlassen Golgatha - DD - nur Christus am Kreuz
73DD633|Longinus sticht mit einer Lanze in die Seite Christi - DD - nur Christus am Kreuz
73DD634|die Soldaten zerbrechen mit Knüppeln die Gliedmaßen der Schächer - DD - nur Christus am Kreuz
73DD64|der gekreuzigte Christus mit verschiedenen Personen unter dem Kreuz - DD - die drei Kreuze
73DD641|der gekreuzigte Christus mit Maria und Johannes zu beiden Seiten des Kreuzes - DD - die drei Kreuze
73DD6411|der gekreuzigte Christus mit Maria und Johannes, die dicht beieinander stehen; Maria kann während einer Ohnmacht dargestellt sein - DD - die drei Kreuze
73DD642|der gekreuzigte Christus mit Maria Magdalena, die in der Regel weint und das Kreuz umklammert - DD - die drei Kreuze
73DD643|der gekreuzigte Christus mit Maria, Johannes Evangelista und Maria Magdalena - DD - die drei Kreuze
73DD644|der gekreuzigte Christus mit Stephaton und/oder Longinus - DD - die drei Kreuze
73DD645|der gekreuzigte Christus mit Maria, Johannes, Stephaton und Longinus - DD - die drei Kreuze
73DD646|der gekreuzigte Christus mit anderen Personen - DD - die drei Kreuze
73DD65|Kombinationen der Kreuzigung Christi mit anderen Szenen der Passion - DD - die drei Kreuze
73DD651|die Kreuzigung Christi; ergänzt durch Szenen, die der Kreuzigung vorangehen - DD - die drei Kreuze
73DD652|die Kreuzigung Christi; ergänzt durch Szenen, die der Kreuzigung folgen - DD - die drei Kreuze
73E|Ereignisse von der Auferstehung bis nach Pfingsten (Matthäus 28; Markus 16; Lukas 24; Johannes 20-21; Apostelgeschichte 1:3-11); der Tod Marias; der Tod Josephs
73E1|die Auferstehung Christi
73E11|Ereignisse direkt vor der Auferstehung
73E111|die Hand Gottes weckt Christus
73E112|(ein) Engel öffnen (öffnet) das Grab Christi, z.B. durch das Wegrollen des Steins
73E113|David am Grab Christi
73E12|Christus, der in der Regel eine Fahne hält, steigt aus dem Grab (zusätzlich sind häufig schlafende und/oder erschrockene Soldaten dargestellt)
73E121|Christus schiebt den Sargdeckel beiseite
73E1211|der Sarkophag wird von einem Engel geöffnet
73E122|Christus, der nur teilweise sichtbar ist, steht im offenen Sarkophag
73E123|Christus schreitet aus dem Grab heraus
73E1231|Christus schreitet durch die geschlossene Tür des Tempels
73E13|Ereignisse direkt nach der Auferstehung
73E131|Auferstehung: Christus steht auf oder neben dem Grab
73E132|Christus sitzt (thront) auf dem Grab
73E133|Auferstehung: Christus schwebt über oder neben dem Grab
73E14|symbolische Darstellungen der Auferstehung
73E15|der auferstandene Christus (mit Wunden, aber ohne Dornenkrone), der manchmal ein Kreuz hält
73E16|erschrockene und/oder schlafende Soldaten am Grab Christi
73E161|die Ältesten bestechen die Soldaten mit Geld (Auferstehung)
73E162|die schlafenden Soldaten am Grab Christi
73E2|das leere Grab (Auferstehung)
73E21|(ein) Engel im oder am leeren Grab Christi
73E22|die drei Marien, die den Leichnam Christi einbalsamieren wollen, auf ihrem Weg zum Grab bzw.am Grab
73E23|ein Engel verkündet (mehrere Engel verkünden) den drei Marien die Botschaft von der Auferstehung Christi
73E231|ein Engel spricht (mehrere Engel sprechen) Maria Magdalena an
73E232|Maria Magdalena ist in das Leichentuch Christi gekleidet
73E24|die drei Marien erzählen den Aposteln vom leeren Grab
73E25|Johannes, Petrus und Maria Magdalena erreichen das offene Grab Christi
73E251|Petrus und/oder Johannes vergewissern sich, ob das Grab Christi wirklich leer ist
73E3|Erscheinungen Christi nach der Auferstehung
73E31|Maria Magdalena kniet vor Christus, der in der Regel als Gärtner mit einer Hacke und/oder einem Spaten dargestellt ist: Noli me tangere
73E32|der auferstandene Christus, eventuell als Pilger gekleidet, erscheint Maria, die in der Regel betend dargestellt ist
73E321|Christus und Maria umarmen sich (nach der Auferstehung)
73E33|Christus erscheint den drei Marien
73E34|der Emmausgang: zwei Jünger (Kleopas und Petrus) unterwegs
73E341|der Emmausgang: Kleopas und Petrus, eventuell in Pilgerkleidung, begegnen Christus
73E342|Kleopas und Petrus erreichen das Stadttor von Emmaus oder das dortige Gasthaus; sie fragen Christus, ob er mit ihnen einkehren will
73E3421|die Jünger Kleopas und Petrus hindern Christus daran, weiterzugehen, indem sie ihn am Gewand festhalten
73E343|das Emmausmahl: Christus wird erkannt, als er das Brot segnet oder bricht
73E344|Christus verschwindet (nach dem Emmausmahl)
73E3441|die beiden Jünger Kleopas und Petrus ohne Christus am Tisch (Emmausmahl)
73E345|Kleopas und Petrus kehren nach Jerusalem zurück
73E3451|Kleopas und Petrus informieren die Apostel
73E35|Christus erscheint den Aposteln, die hinter verschlossenen Türen versammelt sind
73E351|Christus sitzt mit den Aposteln am Tisch (nach der Auferstehung)
73E3511|die Apostel bringen Christus Speisen
73E352|Christus zeigt den Aposteln seine Wunden
73E353|Christus segnet die Apostel (nach der Auferstehung)
73E354|Christus bläst seinen Atem auf die Apostel (manchmal entweicht eine Taube aus dem Mund Christi)
73E355|Christus ermahnt die Apostel, in Jerusalem zu bleiben
73E36|der ungläubige Thomas
73E361|die Apostel erzählen Thomas, daß sie den Herrn gesehen haben; Thomas zweifelt
73E362|Christus erscheint abermals den Aposteln (Thomas ist anwesend)
73E363|Christus zeigt Thomas seine Wunden
73E364|Thomas berührt die Seitenwunde Christi (oder streckt seine Hände aus, um sie zu berühren); manchmal führt Christus die Hand des Thomas
73E3641|Christus mit ausgestreckten Armen (der ungläubige Thomas)
73E3642|Christus umarmt Thomas
73E36421|Thomas legt seine Hände auf die Schultern Christi
73E365|Thomas streckt seine Hände aus, um die Wunden an den Händen Christi zu berühren
73E366|Christus ermahnt Thomas und die Apostel
73E37|die Erscheinung Christi am See Genezareth (See von Galiläa): der wunderbare Fischzug (nach der Auferstehung)
73E371|Christus am Ufer; er befiehlt den Aposteln ihre Netze nach der rechten Seite des Bootes auszuwerfen
73E372|als das Netz voller Fische ist, erkennt Johannes den Herrn
73E373|Petrus springt in den See und schwimmt oder watet zu Christus
73E3731|Petrus wandelt auf dem Wasser zu Christus, der am Ufer steht
73E374|der Fang wird zum Ufer gebracht; Petrus trägt das schwere, mit Fischen gefüllte Netz
73E375|Christus gibt den Aposteln Fisch und Brot
73E376|die Mission des Petrus (Pasce oves meas): Christus zeigt auf ein Lamm; Petrus hält eventuell Schlüssel in der Hand
73E3761|Christus führt Petrus an der Hand zu einer Kathedrale
73E38|andere Erscheinungen des auferstandenen Christus vor der Himmelfahrt
73E381|Christus erscheint dem reuigen Petrus in einer Höhle
73E4|Christus und seine Apostel auf dem Ölberg
73E41|Szenen vor der Himmelfahrt
73E411|die Mission der Apostel nach der Auferstehung
73E412|Christus spricht zu den Aposteln
73E413|Christus segnet die Apostel auf dem Ölberg
73E42|Christi Himmelfahrt (Christus ist von strahlendem Licht umgeben oder erscheint in einer Mandorla)
73E421|Christus schreitet in den Himmel; er hält dabei die Hand Gottes oder wird von Engeln begleitet
73E422|Christus hoch oben im Himmel
73E4221|Christus wird von Engeln emporgetragen (Himmelfahrt)
73E423|Christus schwebt auf einer Wolke empor (Himmelfahrt)
73E424|Christus fährt in einem Triumphwagen empor
73E425|Christi Himmelfahrt: Christus ist fast verschwunden, nur die Füße sind noch sichtbar
73E426|Christus fährt in den Himmel auf, während die Apostel an einem Tisch sitzen (Markus 16:14-19)
73E427|Christus fährt in den Himmel auf; die Apostel (und Maria) stehen unten
73E43|Engel sprechen zu den Aposteln und eventuell zu anderen Zeugen der Himmelfahrt Christi
73E44|Christi Himmelfahrt: die Fußabdrücke Christi auf dem Ölberg
73E5|Pfingsten: der Heilige Geist senkt sich auf die Apostel (und Maria) herab; manchmal sind zusätzlich Paulus und/oder Vertreter verschiedener Nationen dargestellt
73E51|der Heilige Geist wird von Gottvater ausgesandt (oder Gottvater ist anwesend)
73E52|der Heilige Geist wird von Christus ausgesandt
73E53|der Heilige Geist wird vom leeren Thron Christi ausgesandt
73E54|der Heilige Geist wird von Gottvater und Christus ausgesandt
73E6|die Apostel, die vom Heiligen Geist inspiriert worden sind, sprechen zu den Vertretern der Nationen (Apostelgeschichte 2:5-41)
73E61|Petrus hält eine Predigt
73E62|Petrus und die anderen Apostel taufen
73E63|die Apostel nehmen Abschied voneinander und reisen in verschiedene Richtungen ab
73E7|Marias Tod, Himmelfahrt und Krönung (manchmal sind zusätzlich einige Töchter der Hebräer dargestellt)
73E71|die Verkündigung des Todes an Maria durch einen Engel (Gabriel) mit einem Palmzweig
73E711|Marias Gebet (meist in einem Garten) (Verkündigung des Todes an Maria)
73E712|Maria unterhält sich mit ihren (Dienst-)Mädchen (Verkündigung des Todes an Maria)
73E72|die wunderbare Versammlung der Apostel: jeder von ihnen wird auf einer Wolke zum Sterbebett Marias gebracht
73E73|Maria empfängt ihre letzte Kommunion von Johannes dem Evangelisten oder von Christus
73E74|Marientod (Dormitio); Maria auf ihrem Sterbebett; die Apostel haben sich um sie herum versammelt (Johannes Evangelista kann schlafend oder träumend dargestellt sein)
73E741|Marientod: Christus erscheint und holt Marias Seele ab (assumptio animae)
73E7411|Gespräch zwischen Maria und Christus (Dormitio)
73E742|andere Darstellungen des Marientods, z.B.: Maria kniet vor ihrem Bett
73E75|die Grablegung Marias
73E751|die Trauerprozession (Marientod)
73E7511|der Hohepriester Jojachin wird bestraft, als er Marias Bahre umstürzen will: seine Hand bleibt an der Bahre kleben
73E752|Totenwache der Apostel an Marias Grab
73E76|Christus erweckt Maria von den Toten
73E77|Mariä Himmelfahrt (assumptio corporis): sie wird von Engeln zum Himmel emporgetragen
73E771|Marias Grab wird mit Blumen gefüllt
73E772|Maria übergibt Thomas ihren Gürtel (Mariae Himmelfahrt)
73E78|kombinierte Darstellungen der Himmelfahrt und der Krönung Marias
73E79|die Marienkrönung im Himmel (in der Regel im Beisein der Hl. Dreifaltigkeit)
73E791|Maria wird von Gottvater gekrönt
73E792|Maria wird von Christus gekrönt
73E793|Maria wird von Gottvater und Christus gekrönt
73E794|Maria wird von Christus und dem Hl. Geist gekrönt
73E795|Maria wird von einem Engel oder mehreren Engeln gekrönt
73E8|der Tod und die Krönung Josephs
73E81|Joseph auf seinem Sterbebett
73E82|die Krönung Josephs im Himmel
73EE1|die Auferstehung Christi - EE - das geschlossene und versiegelte Grab
73EE11|Ereignisse direkt vor der Auferstehung - EE - das geschlossene und versiegelte Grab
73EE111|die Hand Gottes weckt Christus - EE - das geschlossene und versiegelte Grab
73EE112|(ein) Engel öffnen (öffnet) das Grab Christi, z.B. durch das Wegrollen des Steins - EE - das geschlossene und versiegelte Grab
73EE113|David am Grab Christi - EE - das geschlossene und versiegelte Grab
73EE12|Christus, der in der Regel eine Fahne hält, steigt aus dem Grab (zusätzlich sind häufig schlafende und/oder erschrockene Soldaten dargestellt) - EE - das geschlossene und versiegelte Grab
73EE121|Christus schiebt den Sargdeckel beiseite - EE - das geschlossene und versiegelte Grab
73EE1211|der Sarkophag wird von einem Engel geöffnet - EE - das geschlossene und versiegelte Grab
73EE122|Christus, der nur teilweise sichtbar ist, steht im offenen Sarkophag - EE - das geschlossene und versiegelte Grab
73EE123|Christus schreitet aus dem Grab heraus - EE - das geschlossene und versiegelte Grab
73EE1231|Christus schreitet durch die geschlossene Tür des Tempels - EE - das geschlossene und versiegelte Grab
73EE13|Ereignisse direkt nach der Auferstehung - EE - das geschlossene und versiegelte Grab
73EE131|Auferstehung: Christus steht auf oder neben dem Grab - EE - das geschlossene und versiegelte Grab
73EE132|Christus sitzt (thront) auf dem Grab - EE - das geschlossene und versiegelte Grab
73EE133|Auferstehung: Christus schwebt über oder neben dem Grab - EE - das geschlossene und versiegelte Grab
73EE14|symbolische Darstellungen der Auferstehung - EE - das geschlossene und versiegelte Grab
73EE15|der auferstandene Christus (mit Wunden, aber ohne Dornenkrone), der manchmal ein Kreuz hält - EE - das geschlossene und versiegelte Grab
73EE16|erschrockene und/oder schlafende Soldaten am Grab Christi - EE - das geschlossene und versiegelte Grab
73EE161|die Ältesten bestechen die Soldaten mit Geld (Auferstehung) - EE - das geschlossene und versiegelte Grab
73EE162|die schlafenden Soldaten am Grab Christi - EE - das geschlossene und versiegelte Grab
73EE35|Christus erscheint den Aposteln, die hinter verschlossenen Türen versammelt sind - EE - Thomas ist nicht anwesend
73EE351|Christus sitzt mit den Aposteln am Tisch (nach der Auferstehung) - EE - Thomas ist nicht anwesend
73EE3511|die Apostel bringen Christus Speisen - EE - Thomas ist nicht anwesend
73EE352|Christus zeigt den Aposteln seine Wunden - EE - Thomas ist nicht anwesend
73EE353|Christus segnet die Apostel (nach der Auferstehung) - EE - Thomas ist nicht anwesend
73EE354|Christus bläst seinen Atem auf die Apostel (manchmal entweicht eine Taube aus dem Mund Christi) - EE - Thomas ist nicht anwesend
73EE355|Christus ermahnt die Apostel, in Jerusalem zu bleiben - EE - Thomas ist nicht anwesend
73F|Apostelgeschichte; Briefe
73F1|die Geminschaft der Jünger (predigt, heilt etc.) (Apostelgeschichte 2:42-47, 4:32 - 5:11)
73F11|die Jünger erwarten die Rückkehr Christi
73F12|die Jünger predigen und taufen (generell)
73F13|die Jünger heilen Kranke (generell)
73F14|die Jünger werden verfolgt
73F141|die Jünger werden von Saulus (Paulus) verfolgt
73F1411|die Kongregation der Apostel wird bei der Verfolgung durch Saulus zerschlagen und zerstreut
73F142|die Jünger werden verspottet (oder geschlagen)
73F143|die Jünger werden gefangengenommen
73F15|die Jünger teilen ihr Hab und Gut gleichmäßig unter sich auf
73F151|die Jünger verkaufen Land, Häuser etc.
73F1511|Joseph (Barnabas) verkauft Land und gibt das Geld den Aposteln
73F152|die Jünger erhalten Geschenke
73F153|die Jünger verteilen Geschenke an viele Menschen, entsprechend ihren Bedürfnissen
73F154|die Geschichte von Ananias und Sapphira
73F1541|Ananias verkauft ein Stück Land und übergibt den Aposteln einen Teil des Ertrags
73F1542|Ananias, der von Petrus getadelt worden ist, fällt nieder und stirbt inmitten seiner Geschenke
73F1543|Ananias wird von jungen Männern fortgetragen und begraben
73F1544|Petrus verhört Sapphira, die daraufhin ebenfalls stirbt
73F1545|Sapphira wird von jungen Männern fortgetragen und begraben
73F16|sieben Diakone werden berufen, unter ihnen Stephanus, der (eventuell) vor Petrus niederkniet (Apostelgeschichte 6:1-6)
73F17|nachdem Agabus eine große Hungersnot prophezeit hat, bringen Saulus (Paulus) und Barnabas der Apostelkongregation in Jerusalem Geschenke, die in Antiochia gesammelt worden sind (Apostelgeschichte 11:27-30)
73F2|Apostelgeschichte (Teil I)
73F21|Leben und Taten des Petrus
73F211|Petrus, der inmitten der anderen Apostel steht, schlägt vor, einen Apostel zu wählen, der den Platz des Judas einnimmt (Apostelgeschichte 1:15-26)
73F2111|zwei Jünger werden vorgeschlagen: Joseph, genannt Barnabas (Barsabas, Justus), und Matthias
73F2112|die Jünger beten um eine gerechte Entscheidung
73F2113|das Los fällt auf Matthias
73F2114|Matthias wird durch die Inspiration des Hl. Geistes erwählt
73F212|die Wunder des Petrus (manchmal im Zusammenwirken mit anderen Aposteln)
73F2121|Petrus und Johannes heilen an der Schönen Pforte des Tempels einen lahmen Bettler (Apostelgeschichte 3 - 4:31)
73F21211|Petrus, Johannes und der Geheilte gehen in den Tempel, wo Petrus eine Predigt hält
73F21212|Petrus und Johannes werden gefangengenommen
73F21213|Petrus und Johannes werden vom Hohepriester und dem Sanhedrin verhört
73F21214|nachdem Petrus und Johannes freigelassen worden sind, erzählen sie den Jüngern die Geschehnisse
73F21215|die Jünger preisen den Herrn; der Ort der Versammlung erbebt
73F2122|eine Gruppe kranker Menschen wird von Petrus und anderen Jüngern geheilt (Apostelgeschichte 5:12-16)
73F21221|kranke Menschen werden auf die Straße gebracht, damit der Schatten des Petrus auf sie fällt
