5|抽象的な考えと概念
83(OVID, Metamorphoses VII:159-178)|ジェイソンはメディアにエイソンの寿命を延ばしてくれるよう頼む
83(OVID, Metamorphoses VII:179-233)|メディアは力を召喚し、薬草を集めます
83(OVID, Metamorphoses VII:234-293)|メディアがエイソンを若返らせる
83(OVID, Metamorphoses VII:294-349)|メディアによるペリアスの破壊
83(OVID, Metamorphoses VII:350-403)|メディアは逃亡してアテネに到着
83(OVID, Metamorphoses VII:404-424)|メディアはテセウスの命を狙い、その後消滅する
83(OVID, Metamorphoses VII:425-452)|テセウスへの賛美
83(OVID, Metamorphoses VII:453-500)|ミノスは戦争を脅かす
83(OVID, Metamorphoses VII:501-613)|アイアコスはアイギナ島の疫病について語る
83(OVID, Metamorphoses VII:614-660)|ミルミドンの創造
83(OVID, Metamorphoses VII:661-758)|ケファルスとプロクリスの不倫
83(OVID, Metamorphoses VII:759-795)|ケファロスの犬ラエラプスの変身
83(OVID, Metamorphoses VII:796-865)|プロクリスの死
83(OVID, Metamorphoses VIII)|スキュラ、ダイダロス、イカロス、メレアグロス、フィレモン、バウシス
83(OVID, Metamorphoses VIII:1-80)|スキュラはメガラの街を裏切ることを決意する
83(OVID, Metamorphoses VIII:81-151)|捨てられたスキュラは鳥に変えられる
83(OVID, Metamorphoses VIII:152-182)|ミノタウロス、テセウス、アリアドネ
83(OVID, Metamorphoses VIII:183-235)|ダイダロスとイカロス
83(OVID, Metamorphoses VIII:236-259)|タロスの死
83(OVID, Metamorphoses VIII:260-328)|カリュドニアのイノシシ狩り – その原因
83(OVID, Metamorphoses VIII:329-375)|カリュドニアのイノシシ狩り – イノシシが目覚める
83(OVID, Metamorphoses VIII:376-424)|カリュドニアのイノシシ狩り – 殺害
83(OVID, Metamorphoses VIII:425-450)|カリュドニアの猪狩り – 戦利品
83(OVID, Metamorphoses VIII:451-514)|アルテアと燃えるブランド
83(OVID, Metamorphoses VIII:515-546)|メレアグロスの死
83(OVID, Metamorphoses VIII:547-610)|アケロウスはテセウスと彼の友人たちにペリメレのことを話す
83(OVID, Metamorphoses VIII:611-678)|レレックスはフィレモンとバウシスについて語る
83(OVID, Metamorphoses VIII:679-724)|フィレモンとバウシスの変身。
83(OVID, Metamorphoses VIII:725-776)|エリュシクトン、ケレスの神聖な樫の木を伐採
83(OVID, Metamorphoses VIII:777-842)|ケレスは飢餓をエリシクトンに送る
83(OVID, Metamorphoses VIII:843-884)|エリュシクトンとその娘メストラの運命
83(OVID, Metamorphoses IX)|ヘラクレス、アルクメネ、イオレ、ガランティス、ドライオペ、ビブリス、イフィス
83(OVID, Metamorphoses IX:1-88)|アケロウスはヘラクレスと格闘する
83(OVID, Metamorphoses IX:89-158)|ネッソスのシャツ
83(OVID, Metamorphoses IX:159-210)|ヘラクレスの苦しみ
83(OVID, Metamorphoses IX:211-272)|ヘラクレスの死と変容
83(OVID, Metamorphoses IX:273-323)|アルクメナはヘラクレスの誕生とガランティスについて語る
83(OVID, Metamorphoses IX:324-393)|イオレは異母妹のドリオペの物語を語る
83(OVID, Metamorphoses IX:394-417)|テミスの予言
83(OVID, Metamorphoses IX:418-438)|ジュピターは運命の力を認める
83(OVID, Metamorphoses IX:439-516)|ビブリスは双子の弟カウヌスと恋に落ちる
83(OVID, Metamorphoses IX:517-594)|致命的な手紙
83(OVID, Metamorphoses IX:595-665)|ビブリスの変容
83(OVID, Metamorphoses IX:666-713)|イフィスの誕生
83(OVID, Metamorphoses IX:714-763)|イフィスとイアンセ
83(OVID, Metamorphoses IX:764-797)|イシスがイフィスを変える
83(OVID, Metamorphoses X)|オルフェウス、ピグマリオン、ミルラ、ヴィーナスとアドニス、アタランタ
83(OVID, Metamorphoses X:1-85)|オルフェウスとエウリュディケ
83(OVID, Metamorphoses X:86-105)|木々の集まり
83(OVID, Metamorphoses X:106-142)|キュパリッソスの死
83(OVID, Metamorphoses X:143-219)|オルフェウスは歌う：ガニメデ。 ヒヤシンス
83(OVID, Metamorphoses X:220-242)|オルフェウスは歌う：プロポエティデス
83(OVID, Metamorphoses X:243-297)|オルフェウスは歌う：ピグマリオンと彫像
83(OVID, Metamorphoses X:298-355)|オルフェウスは歌う：ミルラのキヌラスへの近親相姦の愛
83(OVID, Metamorphoses X:356-430)|オルフェウスが歌う：ミルラと乳母
83(OVID, Metamorphoses X:431-502)|オルフェウスは歌う：ミルラの罪と罰
83(OVID, Metamorphoses X:503-559)|オルフェウスが歌う：ヴィーナスとアドニス
83(OVID, Metamorphoses X:560-637)|ヴィーナスが語る：アタランタとヒッポメネス
83(OVID, Metamorphoses X:638-680)|ヴィーナスが彼女の物語を語る：徒競走
83(OVID, Metamorphoses X:681-707)|ヴィーナスが語る彼女の物語: 変革
83(OVID, Metamorphoses X:708-739)|オルフェウスは歌う：アドニスの死
83(OVID, Metamorphoses XI)|オルフェウス、ミダス、ペレウス、ケイクス、アルシオーネ、アイサクスの死
83(OVID, Metamorphoses XI:1-66)|オルフェウスの死
83(OVID, Metamorphoses XI:67-84)|メナド家の変容
83(OVID, Metamorphoses XI:85-145)|ミダスと黄金のタッチ
83(OVID, Metamorphoses XI:146-171)|パンとアポロがトモルスの前で競う
83(OVID, Metamorphoses XI:172-193)|ミダスとロバの耳
83(OVID, Metamorphoses XI:194-220)|ラオメドンとトロイの城壁
83(OVID, Metamorphoses XI:221-265)|ペレウスとテティス
83(OVID, Metamorphoses XI:266-345)|ケイクスがダイダリオンの物語を語る
83(OVID, Metamorphoses XI:346-409)|ペレウスと狼
83(OVID, Metamorphoses XI:410-473)|ケイクスとアルシオーネの分離
83(OVID, Metamorphoses XI:474-572)|テンペスト
83(OVID, Metamorphoses XI:573-649)|眠りの家
83(OVID, Metamorphoses XI:650-709)|モーフィアスはケイクスの姿でアルシオーネのもとへ向かう
83(OVID, Metamorphoses XI:710-748)|彼らは鳥に変えられてしまう
83(OVID, Metamorphoses XI:749-795)|アイサコスの変容
83(OVID, Metamorphoses XII)|噂、キクナス、カイネウス、ラピスとケンタウロス、アキレス
83(OVID, Metamorphoses XII:1-38)|アウリスのイピゲニア
83(OVID, Metamorphoses XII:39-63)|噂の家
83(OVID, Metamorphoses XII:64-145)|キクナスの死と変容
83(OVID, Metamorphoses XII:146-209)|ネストルはカイネウス＝カイニスの物語を語る
83(OVID, Metamorphoses XII:210-244)|ネストルはラピスとケンタウロスの戦いについて語る
83(OVID, Metamorphoses XII:245-289)|アミカス、グリネウス、コメテスの死
83(OVID, Metamorphoses XII:290-326)|コリュトス、アフィダスらの死
83(OVID, Metamorphoses XII:327-392)|ピリトウス、テセウス、ペレウスが戦いに加わる
83(OVID, Metamorphoses XII:393-428)|キュララスとハイロノーム
83(OVID, Metamorphoses XII:429-535)|カイネウスの変身
83(OVID, Metamorphoses XII:536-579)|ネストルはペリクリメヌスの死について語る
83(OVID, Metamorphoses XII:579-628)|アキレスの死
83(OVID, Metamorphoses XIII)|アヤックス、ユリシーズ、ポリクセナ、ヘキューバ、メムノン、ガラテア、グラウカス
83(OVID, Metamorphoses XIII:1-122)|武器を巡る議論：アヤックスが語る
83(OVID, Metamorphoses XIII:123-381)|武器をめぐる議論: ユリシーズは語る
83(OVID, Metamorphoses XIII:382-398)|アヤックスの死
83(OVID, Metamorphoses XIII:399-428)|トロイの陥落
83(OVID, Metamorphoses XIII:429-480)|ポリュドロスとポリクセナの死
83(OVID, Metamorphoses XIII:481-575)|ヘキュバの嘆きと変容
83(OVID, Metamorphoses XIII:576-622)|オーロラとメムノニデス山脈
83(OVID, Metamorphoses XIII:623-639)|アエネアスは放浪を始める
83(OVID, Metamorphoses XIII:640-674)|アニウスの娘たちの変身。
83(OVID, Metamorphoses XIII:675-704)|アルコンのカップ
83(OVID, Metamorphoses XIII:705-737)|アエネアスのシチリア島への旅
83(OVID, Metamorphoses XIII:738-788)|アシスとガラテア
83(OVID, Metamorphoses XIII:789-869)|ポリュペモスの歌
83(OVID, Metamorphoses XIII:870-897)|アシスは川の神に変えられる
83(OVID, Metamorphoses XIII:898-968)|グラウカスはスキュラに自分の変化を語る
83(OVID, Metamorphoses XIV)|スキュラ、シビュラ、ポリフェムス、キルケ、ピカス、ポモナ、ロムルス
83(OVID, Metamorphoses XIV:1-74)|スキュラの変身
83(OVID, Metamorphoses XIV:75-100)|アエネアス、クマエへの旅
83(OVID, Metamorphoses XIV:101-153)|アエネアスとクマエのシビル
83(OVID, Metamorphoses XIV:154-222)|マカレウスはアケメニデスと再会
83(OVID, Metamorphoses XIV:223-319)|ユリシーズとキルケー
83(OVID, Metamorphoses XIV:320-396)|ピカスの変身
83(OVID, Metamorphoses XIV:397-434)|カナンスの運命
83(OVID, Metamorphoses XIV:435-444)|カエタの碑文
83(OVID, Metamorphoses XIV:445-482)|ラティウムの戦争: トゥルヌスはディオメーデースに助けを求める
83(OVID, Metamorphoses XIV:483-511)|アクモン達は鳥に姿を変えられる
83(OVID, Metamorphoses XIV:512-526)|野生のオリーブの誕生
83(OVID, Metamorphoses XIV:527-565)|アエネアスの船の変遷
83(OVID, Metamorphoses XIV:566-580)|アルデアの遺跡からサギが生まれる
83(OVID, Metamorphoses XIV:581-608)|アエネアスの神格化
83(OVID, Metamorphoses XIV:609-622)|アルバ王の系譜
83(OVID, Metamorphoses XIV:623-697)|ヴァータムヌスがポモナに求婚
83(OVID, Metamorphoses XIV:698-771)|アナクサレテとイフィス
83(OVID, Metamorphoses XIV:772-804)|サビニ人との戦争と和解
83(OVID, Metamorphoses XIV:805-828)|ロムルスの神格化
83(OVID, Metamorphoses XIV:829-851)|妻ヘルシリアの神格化
83(OVID, Metamorphoses XV)|ピタゴラス、ヒッポリトス、キポス、アスクレピオス、シーザーズ
83(OVID, Metamorphoses XV:1-59)|ミスケロス: クロトーナの創設
83(OVID, Metamorphoses XV:60-142)|ピタゴラスの教え: 菜食主義
83(OVID, Metamorphoses XV:143-175)|ピタゴラスの教え: メテムサイコシス
83(OVID, Metamorphoses XV:176-198)|ピタゴラスの教え: 永遠の流れ
83(OVID, Metamorphoses XV:199-236)|ピタゴラスの教え: 人間の 4 つの時代
83(OVID, Metamorphoses XV:237-258)|ピタゴラスの教え: 要素
83(OVID, Metamorphoses XV:259-306)|ピタゴラスの教え: 地質学的変化
83(OVID, Metamorphoses XV:307-360)|ピタゴラスの教え: 身体の変化
83(OVID, Metamorphoses XV:361-390)|ピタゴラスの教え: 自己生成
83(OVID, Metamorphoses XV:391-417)|ピタゴラスの教え: フェニックス
83(OVID, Metamorphoses XV:418-452)|ピタゴラスの教え: 権力の伝達
83(OVID, Metamorphoses XV:453-478)|ピタゴラスの教え: 生命の神聖さ
83(OVID, Metamorphoses XV:479-546)|ヒッポリュトスの変容
83(OVID, Metamorphoses XV:552-621)|シプスは角を獲得する
83(OVID, Metamorphoses XV:622-745)|神アスクレピオスがローマを疫病から救う
83(OVID, Metamorphoses XV:745-842)|ジュリアス・シーザーの神格化
83(OVID, Metamorphoses XV:843-870)|オウィディウスによるアウグストゥス祭
83(OVID, Metamorphoses XV:871-879)|オウィディウスの特使
83(PETRARCA, Trionfi)|特定の文学作品 (からの場面): ペトラルカ, 凱旋
83(POPE, Rape of the lock)|特定の文学作品 (からの場面): ポープ, 髪盗人
83(SCARRON, Roman Comique)|特定の文学作品 (からの場面): スカロン, ロマン・コミック
83(SCHILLER, Mädchen aus der Fremde)|特定の文学作品 (からの場面): シラー, 異国から来た少女
83(SHAKESPEARE, All's Well That Ends Well)|特定の文学作品 (からの場面): 終わりよければ全てよし
83(SHAKESPEARE, Anthony and Cleopatra)|特定の文学作品 (からの場面): アントニーとクレオパトラ
83(SHAKESPEARE, As You Like It)|特定の文学作品 (からの場面): お気に召すまま
83(SHAKESPEARE, A Comedy of Errors)|特定の文学作品 (からの場面): 間違いの喜劇
83(SHAKESPEARE, Coriolanus)|特定の文学作品 (からの場面): コリオレイナス
83(SHAKESPEARE, Cymbeline)|特定の文学作品 (からの場面): シンベリン
83(SHAKESPEARE, Hamlet)|特定の文学作品 (からの場面): ハムレット
83(SHAKESPEARE, Henry IV, Part 1)|特定の文学作品 (からの場面): ヘンリー四世 第1部
83(SHAKESPEARE, Henry IV, Part 2)|特定の文学作品 (からの場面): ヘンリー四世 第2部
83(SHAKESPEARE, Henry V)|特定の文学作品 (からの場面): ヘンリー五世
83(SHAKESPEARE, Henry VI, Part 1)|特定の文学作品 (からの場面): ヘンリー六世 第1部
83(SHAKESPEARE, Henry VI, Part 2)|特定の文学作品 (からの場面): ヘンリー六世 第2部
83(SHAKESPEARE, Henry VI, Part 3)|特定の文学作品 (からの場面): ヘンリー六世 第3部
83(SHAKESPEARE, Henry VIII)|特定の文学作品 (からの場面): ヘンリー八世
83(SHAKESPEARE, Julius Caesar)|特定の文学作品 (からの場面): ジュリアス・シーザー
83(SHAKESPEARE, King John)|特定の文学作品 (からの場面): ジョン王
83(SHAKESPEARE, King Lear)|特定の文学作品 (からの場面): リア王
83(SHAKESPEARE, Love's Labour's Lost)|特定の文学作品 (からの場面): 恋の骨折り損
83(SHAKESPEARE, Macbeth)|特定の文学作品 (からの場面): マクベス
83(SHAKESPEARE, Measure for Measure)|特定の文学作品 (からの場面): 尺には尺を
83(SHAKESPEARE, Midsummernight's Dream)|特定の文学作品 (からの場面): 夏の夜の夢
83(SHAKESPEARE, Much Ado about Nothing)|特定の文学作品 (からの場面): 空騒ぎ
83(SHAKESPEARE, Othello)|特定の文学作品 (からの場面): オセロー
83(SHAKESPEARE, Pericles)|特定の文学作品 (からの場面): ペリクリーズ
83(SHAKESPEARE, Richard II)|特定の文学作品 (からの場面): リチャード二世
83(SHAKESPEARE, Richard III)|特定の文学作品 (からの場面): リチャード三世 
83(SHAKESPEARE, Romeo and Juliet)|特定の文学作品 (からの場面): ロミオとジュリエット
83(SHAKESPEARE, Tempest)|特定の文学作品 (からの場面): テンペスト
83(SHAKESPEARE, The Merchant of Venice)|特定の文学作品 (からの場面): ヴェニスの商人
83(SHAKESPEARE, The Merry Wives of Windsor)|特定の文学作品 (からの場面): ウィンザーの陽気な女房たち
83(SHAKESPEARE, The Taming of the Shrew)|特定の文学作品 (からの場面): じゃじゃ馬ならし
83(SHAKESPEARE, The Winter's Tale)|特定の文学作品 (からの場面): 冬物語
83(SHAKESPEARE, Timon of Athens)|特定の文学作品 (からの場面): アテネのタイモン
83(SHAKESPEARE, Titus Andronicus)|特定の文学作品 (からの場面): タイタス・アンドロニカス
83(SHAKESPEARE, Troilus and Cressida)|特定の文学作品 (からの場面): トロイラスとクレシダ
83(SHAKESPEARE, Twelfth Night)|特定の文学作品 (からの場面): 十二夜
83(SHAKESPEARE, Two Gentlemen of Verona)|特定の文学作品 (からの場面): ヴェローナの二紳士
