0|抽象，非具象芸術
12E13|描写 〜 神, 半神, 英雄, etc. (ギリシア宗教)
12E13(...)|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教)
12E13(...)1|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の若年期, 青春期
12E13(...)11|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の誕生
12E13(...)12|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の幼少期, 養育
12E13(...)2|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の情事
12E13(...)3|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神による最重要な偉業
12E13(...)4|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の攻撃的な, 敵意に満ちた活動・関係
12E13(...)5|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の攻撃的でない, 友好的な, あるいは中立的な活動・関係
12E13(...)6|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の苦難, 災難
12E13(...)68|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の死
12E13(...)69|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の賛美, 神格化
12E13(...)7|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の特定の／寓意的風貌
12E13(...)78|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の勝利
12E13(...)79|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の崇敬, 崇拝
12E13(...)8|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神のアトリビュート
12E13(...)9|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の後裔, 仲間, 随員, etc.
12E14|描写 〜 自然現象 (ギリシア宗教)
12E15|描写 〜 人間とその気質 (ギリシア宗教)
12E151|原始時代における、人類文化の開始に関する観念 〜 ギリシア宗教
12E16|動物・植物・鉱物界に関する観念 〜 ギリシア宗教
12E17|象徴的な描写 〜 ギリシア宗教
12E18|冥府 〜 ギリシア宗教 : Use 93 E
12E181|冥府降下 〜 ギリシア宗教
12E19|悪霊 〜 ギリシア宗教
12E2|儀式的実践 〜 ギリシア宗教
12E21|崇拝・敬虔 (全般) 〜 ギリシア宗教
12E212|供儀 〜 ギリシア宗教
12E2121|動物の供儀 〜 ギリシア宗教
12E2122|人身供儀 〜 ギリシア宗教
12E2123|犠牲祭 〜 ギリシア宗教
12E2123(...)|犠牲祭 (名を伴う) 〜 ギリシア宗教
12E213|「parthenia (パーセニア)」, 乙女たちの合唱団によって演奏されるギリシア宗教曲
12E217|儀礼食 〜 ギリシア宗教
12E218|奉献 〜 ギリシア宗教
12E2181|献堂, e.g. 神殿の 〜 ギリシア宗教
12E25|神託 〜 ギリシア宗教
12E4|儀式的実践 〜 人生の段階 (ギリシア宗教)
12E44|儀式的実践 〜 死と埋葬 (ギリシア宗教)
12E441|葬送儀礼, 祖先崇拝 〜 ギリシア宗教
12E5|宗教関係の職員 〜 ギリシア宗教
12E51|聖職者 〜 ギリシア宗教
12E512|「metragyrti」, 施しを求める、遍歴の聖職者 〜 ギリシア宗教
12E52|占い師, 預言者 〜 ギリシア宗教
12E52(...)|占い師, 預言者 (名を伴う) 〜 ギリシア宗教
12E6|崇拝の場所・物品 〜 ギリシア宗教
12E61|神殿, 聖堂 〜 ギリシア宗教
12E62|祭壇 〜 ギリシア宗教
12E621|家庭用祭壇 〜 ギリシア宗教
12E63|彫像, 絵画, etc. 〜 ギリシア宗教の崇拝に使用される物品
12E64|その他の聖地 〜 ギリシア宗教
12E64(...)|その他の聖地 (名を伴う) 〜 ギリシア宗教
12E64(DODONA)|ドドナ, ゼウス神託所 〜 ギリシア宗教
12E7|儀式に関する物品と方法 〜 ギリシア宗教
12E75|儀式に関するその他の物品または方法 〜 ギリシア宗教
12E8|ギリシア宗教団体
12E84|密儀宗教 〜 ギリシア宗教
12E84(...)|密儀宗教 (名を伴う) 〜 ギリシア宗教
12E84(DIONYSUS)|ディオニュソスの秘儀
12E84(ELEUSIS)|エレウシスの秘儀; デメテルに敬意を表する
12E84(ORPHEUS)|オルフェウスの秘儀
12E84(SAMOTHRACE)|サモトラケの秘儀; カビリに敬意を表する
12E9|その他の社会的活動 〜 ギリシア宗教
12E91|ギリシアの神々に敬意を表する祝祭・祭典
12E91(...)|ギリシアの神々に敬意を表する祝祭・祭典 (名を伴う)
12E91(ANTHESTERIA)|「Anthesteria (アンテステリア祭)」, ディオニュソス祭
12E91(PANATHENAEA)|「Panathenaea (パナテナイア祭)」, アテナをたたえる祝祭
12E92|ギリシアの神々に敬意を表する遊び・競技
12E92(...)|ギリシアの神々に敬意を表する遊び・競技 (名を伴う)
12E92(ISTHMIAN GAMES)|イストミア大祭; ポセイドンに敬意を表する
12E92(NEMEAN GAMES)|ネメア祭; ゼウスに敬意を表する
12E92(OLYMPIAN GAMES)|オリンピック; ゼウスに敬意を表する : Use 12 E 92 (OLYMPIC GAMES)
12E92(OLYMPIC GAMES)|オリンピック; ゼウスに敬意を表する
12E92(PYTHIAN GAMES)|ピューティア大祭; アポロンに敬意を表する
12EE13|描写 〜 女神, 半女神, 女傑, etc. (ギリシア宗教)
12EE13(...)|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教)
12EE13(...)1|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の若年期, 青春期
12EE13(...)11|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の誕生
12EE13(...)12|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の幼少期, 養育
12EE13(...)2|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の情事
12EE13(...)3|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神による最重要な偉業
12EE13(...)4|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の攻撃的な, 敵意に満ちた活動・関係
12EE13(...)5|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の攻撃的でない, 友好的な, あるいは中立的な活動・関係
12EE13(...)6|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の苦難, 災難
12EE13(...)68|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の死
12EE13(...)69|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の賛美, 神格化
12EE13(...)7|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の特定の／寓意的風貌
12EE13(...)78|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の勝利
12EE13(...)79|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の崇敬, 崇拝
12EE13(...)8|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神のアトリビュート
12EE13(...)9|描写 〜 女神, 半女神, 女傑, etc. (名を伴う) (ギリシア宗教) - 非キリスト教の神または女神の後裔, 仲間, 随員, etc.
12EE51|聖職者 〜 ギリシア宗教 - EE - 女聖職者
12EE512|「metragyrti」, 施しを求める、遍歴の聖職者 〜 ギリシア宗教 - EE - 女聖職者
12EE52|占い師, 預言者 〜 ギリシア宗教 - EE - 女占い師, 女預言者
12EE52(...)|占い師, 預言者 (名を伴う) 〜 ギリシア宗教 - EE - 女占い師, 女預言者
12EE62|祭壇 〜 ギリシア宗教 - EE - 屋外
12EE621|家庭用祭壇 〜 ギリシア宗教 - EE - 屋外
12EE63|彫像, 絵画, etc. 〜 ギリシア宗教の崇拝に使用される物品 - EE - 屋外
12EE84|密儀宗教 〜 ギリシア宗教 (女のみ)
12EE84(...)|密儀宗教 (名を伴う) 〜 ギリシア宗教 (女のみ)
12EE84(DIONYSUS)|ディオニュソスの秘儀- EE - 女のみ
12EE84(ELEUSIS)|エレウシスの秘儀; デメテルに敬意を表する - EE - 女のみ
12EE84(ORPHEUS)|オルフェウスの秘儀 - EE - 女のみ
12EE84(SAMOTHRACE)|サモトラケの秘儀; カビリに敬意を表する - EE - 女のみ
12EE84(THESMOPHORIA)|「Thesmophoria (テスモポリア祭)」, デメテルに敬意を表する秘儀
12EE91|ギリシアの神々に敬意を表する祝祭・祭典 - EE - 女のみ
12EE91(...)|ギリシアの神々に敬意を表する祝祭・祭典 (名を伴う) - EE - 女のみ
12EE91(ANTHESTERIA)|「Anthesteria (アンテステリア祭)」, ディオニュソス祭 - EE - 女のみ
12EE91(PANATHENAEA)|「Panathenaea (パナテナイア祭)」, アテナをたたえる祝祭 - EE - 女のみ
12F|ローマ宗教 (エトルリア宗教を含む)
12F1|視覚化された概念・観念 〜 ローマ宗教
12F13|描写 〜 神, 半神, 英雄, etc. (ローマ宗教)
12F13(...)|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教)
12F13(...)1|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教) - 非キリスト教の神または女神の若年期, 青春期
12F13(...)11|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教) - 非キリスト教の神または女神の誕生
12F13(...)12|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教) - 非キリスト教の神または女神の幼少期, 養育
12F13(...)2|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教) - 非キリスト教の神または女神の情事
12F13(...)3|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教) - 非キリスト教の神または女神による最重要な偉業
12F13(...)4|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教) - 非キリスト教の神または女神の攻撃的な, 敵意に満ちた活動・関係
12F13(...)5|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教) - 非キリスト教の神または女神の攻撃的でない, 友好的な, あるいは中立的な活動・関係
12F13(...)6|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教) - 非キリスト教の神または女神の苦難, 災難
12F13(...)68|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教) - 非キリスト教の神または女神の死
12F13(...)69|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教) - 非キリスト教の神または女神の賛美, 神格化
12F13(...)7|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教) - 非キリスト教の神または女神の特定の／寓意的風貌
12F13(...)78|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教) - 非キリスト教の神または女神の勝利
12F13(...)79|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教) - 非キリスト教の神または女神の崇敬, 崇拝
12F13(...)8|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教) - 非キリスト教の神または女神のアトリビュート
12F13(...)9|描写 〜 神, 半神, 英雄, etc. (名を伴う) (ローマ宗教) - 非キリスト教の神または女神の後裔, 仲間, 随員, etc.
12F14|描写 〜 自然現象 (ローマ宗教)
12F15|描写 〜 人間とその気質 (ローマ宗教)
12F151|原始時代における、人類文化の開始に関する観念 〜 ローマ宗教
12F16|動物・植物・鉱物界に関する観念 〜 ローマ宗教
12F17|象徴的描写 〜 ローマ宗教
12F18|冥府 〜 ローマ宗教
12F181|冥府降下 〜 ローマ宗教
12F19|悪霊 〜 ローマ宗教
12F2|儀式的実践 〜 ローマ宗教
12F21|崇拝・敬虔 (全般) 〜 ローマ宗教
12F211|祈り 〜 ローマ宗教
12F212|供儀 〜 ローマ宗教
12F2121|動物の供儀 〜 ローマ宗教
12F2122|人身供儀 〜 ローマ宗教
12F2123|犠牲祭 〜 ローマ宗教
12F2123(...)|犠牲祭 (名を伴う) 〜 ローマ宗教
12F2123(SUOVETAURILIA)|「Suovetaurilia」, 牡豚, 牡羊, 牡牛の供儀 〜 ローマ宗教
