4|社会, 文明, 文化
49B4211|就任演説 ~ 大学
49B4212|magister cum discipulis' ~ 大学
49B4213|Accipies'-木版画, 'accipies tanti doctoris dogmata sacra'
49B4214|実習 ~ 大学
49B422|試験 ~ 大学
49B423|博士号の受理
49B4231|博士論文
49B4232|学位証明書
49B4233|名誉学位
49B43|教授
49B431|教授陣
49B44|生徒
49B441|勉強する ~ 大学
49B4411|夜に勉強する
49B442|学生生活
49B4421|学生服
49B4422|学生部屋
49B4423|学生の愛
49B4424|新入生 ~ 大学
49B44241|入学
49B4425|学生休暇
49B4426|停学を命じられた生徒
49B4427|生徒の' 暴動
49B4428|生徒の' 組織
49B44281|クラブ (生徒)
49B44282|男子学生の社交クラブ (生徒)
49B44283|加入 (生徒)
49B44284|パーティー (生徒)
49B44285|生徒の' 行列
49B4429|放浪学生, '乞食学生 (Bettelstudent)'
49BB43|教授 - BB - 女性 教授
49BB431|教授陣 - BB - 女性 教授
49BB44|生徒 - BB - 女生徒
49BB441|勉強する ~ 大学 - BB - 女生徒
49BB4411|夜に勉強する - BB - 女生徒
49BB442|学生生活 - BB - 女生徒
49BB4421|学生服 - BB - 女生徒
49BB4422|学生部屋 - BB - 女生徒
49BB4423|学生の愛 - BB - 女生徒
49BB4424|新入生 ~ 大学 - BB - 女生徒
49BB44241|入学 - BB - 女生徒
49BB4425|学生休暇 - BB - 女生徒
49BB4426|停学を命じられた生徒 - BB - 女生徒
49BB4427|生徒の (生徒)' 暴動 - BB - 女生徒
49BB4428|生徒の(生徒)' 組織 - BB - 女生徒
49BB44281|クラブ (生徒) - BB - 女生徒
49BB44282|男子学生の社交クラブ (生徒) - BB - 女生徒
49BB44283|加入 (生徒) - BB - 女生徒
49BB44284|パーティー (生徒) - BB - 女生徒
49BB44285|生徒の' 行列 - BB - 女生徒
49BB4429|放浪学生, 'Bettelstudent' - BB - 女生徒
49C|一般的な科学の側面
49C0|象徴的表現,寓意とエンブレム ~ 科学, 'Scientia'; 'Scienza', 'スタジオ' (リーパ)
49C01|科学対世俗的な誘惑
49C011|遁世の科学者, '象牙の塔'
49C1|自由七科, 'Artes Liberales'
49C11|三学科 (文法、論理、修辞学の擬人化)
49C111|文法 (Grammatica)' (~ 三学科); 'Grammatica' (リーパ)
49C112|論理 (Dialectica)' (~ 三学科); 'Dialettica' (リーパ)
49C113|修辞学 (Rhetorica)', 'Eloquentia' (~ 三学科); 'Rettorica' (リーパ)
49C12|四学科 (算術、幾何、天文、音楽の擬人化)
49C121|算術 (算術a)' (~ 四学科); 'Aritmetica' (リーパ)
49C122|幾何 (Geometria)' (~ 四学科); 'Geometria' (リーパ)
49C123|天文 (Astronomia)' (~ 四学科); 'Astronomia' (リーパ)
49C124|音楽 (musica)' (~ 四学科); 'musica' (リーパ)
49C13|自由七科 together with other 規律s
49C131|哲学と知恵を伴う自由七科
49C14|他の方法で表される自由七科 例: エンブレム、象徴によって
49C15|Artes Liberales' 対 'Artes Vulgares'
49C151|Artes Vulgares'
49C16|４つの学部 (擬人化)
49C161|神学 (学部のひとつとして)
49C162|法学 (学部のひとつとして)
49C163|医学 (学部のひとつとして)
49C164|哲学 (学部のひとつとして)
49C17|人文科学
49C2|哲学
49C20|Philosophia'; 'Filosofia' (リーパ)
49C201|Philosophia' 哲学者との議論
49C21|哲理
49C211|形而上学, 'Metaphysica'; 'Metafisica' (リーパ)
49C212|論理学, 'logica'; 'logica' (リーパ)
49C213|知の理論
49C2131|プラトンの洞窟, 'antrum Platonicum'
49C214|美学
49C3|学者, 哲学者
49C31|学者または哲学者のグループ
49C32|自身の書斎にいる学者
49C33|学会, 科学アカデミー
49C34|放浪の学者
49C4|論議, 対話, 論争 ~ 学者, 哲学者
49C41|騒乱, 哲学的論議の中断
49D|数学
49D0|Mathematica'; 'Mathematica' (リーパ)
49D1|算術
49D11|数字
49D11(...)|数字 (数字を伴う)
49D11(10)|数字: 10
49D11(1095)|数字: 1095
49D11(11)|数字: 11
49D11(12)|数字: 12
49D11(13)|数字: 13
49D11(16)|数字: 16
49D11(2)|数字: 2
49D11(3)|数字: 3
49D11(4)|数字: 4
49D11(5)|数字: 5
49D11(6)|数字: 6
49D11(666)|数字: 666
49D11(7)|数字: 7
49D11(8)|数字: 8
49D11(9)|数字: 9
49D110|数の象徴
49D12|四則演算
49D121|足し算
49D1211|フィボナッチ数列(1, 2, 3, 5, 8, 13, 21, ...)
49D122|引き算
49D123|増殖
49D124|割り算
49D13|記法の尺度 (算術)
49D131|１０進法
49D132|２進法
49D133|他の記法の尺度
49D2|代数と統計
49D21|代数公式, 方程式等
49D22|統計図表, グラフ; 図表等
49D3|面積測定, 幾何学
49D30|Planimetria', 'Ichonografia' (リーパ)
49D31|点 (~ 面積測定, 幾何学)
49D32|線 (~ 面積測定, 幾何学)
49D321|直線
49D3211|交線
49D3212|角度
49D3213|平行線
49D3214|黄金分割, 'sectio aurea'
49D322|曲線
49D3221|不規則な曲線
49D3222|規則的な曲線, 美の線
49D3223|螺旋 (~ 面積測定, 幾何学)
49D33|三角形 (~ 面積測定, 幾何学)
49D331|二等辺三角形
49D332|正三角形
49D333|直角三角形
49D34|四角形 (~ 面積測定, 幾何学)
49D341|不等辺四角形
49D342|正四角形
49D342(...)|正四角形 (名称を伴う)
49D342(RHOMBUS)|正四角形: ひし形
49D342(SQUARE)|正四角形: 正方形
49D35|多角形 (~ 面積測定, 幾何学)
49D351|不等辺多角形
49D352|正多角形
49D352(...)|正多角形 (面の数字を伴う)
49D352(6)|正多角形: 六角形
49D352(8)|正多角形: 八角形
49D36|円 (~ 面積測定, 幾何学)
49D361|弓形
49D362|円積
49D363|円周
49D364|円の半径
49D365|円の中心
49D366|円の直径
49D37|円錐すい曲線 (~ 面積測定, 幾何学)
49D371|楕円
49D372|放物線
49D373|双曲線
49D38|上記に示されていないまたは言及されていない他の平面図系
49D4|体積測定, 固形 幾何学
49D40|Sterometria'; 'Sterometria' (リーパ)
49D41|５つの正多面体 (一方が他方の内部に)
49D42|角 ~ 体積測定
49D421|縁 ~ 体積測定
49D43|プリズム ~ 体積測定
49D431|三角柱
49D432|四角柱
49D433|平行六面体
49D44|ピラミッド ~ 体積測定
49D441|三角錐
49D442|四角錐
49D45|正多面体
49D451|四面体
49D452|六面体, 立方体
49D453|八面体
49D454|十二面体
49D455|二十面体
49D456|他の多面体
49D46|円柱 ~ 体積測定
49D461|螺旋, 三次元螺旋
49D47|円錐 ~ 体積測定
49D471|円錐台
49D48|球, 球体 ~ 体積測定
49D481|回転楕円体
49D5|素描, 測定する, 計算する
49D51|素描 (数学)
49D511|製図器具
49D511(...)|製図器具 (名称を伴う)
49D511(PROTRACTOR)|製図器具: 分度器
49D511(RULER)|製図器具: 定規
49D5111|コンパス
49D5112|正方形 (製図器具)
49D52|測定する
49D521|測定器
49D521(...)|測定器 (名称を伴う)
49D53|数える, 計算する
49D531|計測器
49D531(...)|計測器 (名称を伴う)
49D5311|そろばん, 計算器
49D5312|算盤, カウンター, カウンターテーブル
49D5313|籌算, 布算
49D5314|チップ, ジェトン, 計算貨幣
49D54|コンピューター, 方程式解法機
49D541|ラップトップ, ノート
49D542|タブレットパソコン
49D6|数学の他の数分野
49D61|集合論
49D62|非ユークリッド幾何
49D63|多次元幾何
49D64|三角法, 多角法
49D65|図法幾何学
49D7|数学的観点
49D70|Perspective' (寓意); 'Prospetiva' (リーパ)
49D71|歪像
49E|科学と科学技術
49E1|天文学 (および宇宙地理学)
49E10|Astronomia', 'Cosmografia'; 'Cosmografia' (リーパ)
49E11|天文機器
49E111|観測所 (~ 天文学)
49E112|電波望遠鏡 (~ 天文学)
49E12|星図, 星座表
49E121|天球儀
49E122|天球儀, スケルトン天球儀
49E123|太陽系儀, プラネタリウム
49E13|宇宙論的理論
49E131|天動説 (宇宙論)
49E132|地動説 (宇宙論)
49E133|膨張宇宙論 (宇宙論)
49E1331|ビッグバン宇宙論 (宇宙論)
49E2|物理学と力学
49E21|物理学
49E210|Fisica' (リーパ)
49E211|将軍 principles of 物理学
49E2111|相対性理論
49E212|量子論
49E22|力学
49E220|Mecanica' (リーパ)
49E221|動力学, 速度論
49E2211|仕事, 摩擦 ~ 力学
49E222|重力
49E2221|振り子 (理論)
49E2222|弾道学, 放物運動
49E223|流体力学, 水力学
49E224|気体力学, 空気力学
49E2241|真空物理学
49E23|熱力学
49E24|音響学
49E25|光学
49E251|光学機器
49E2511|レンズ
49E25111|サングラス, 天日採りレンズ
49E2512|顕微鏡
49E2513|双眼鏡, 小型望遠鏡等
49E2514|望遠鏡
49E2515|立体鏡
49E252|屈折 (光学)
49E253|プリズム (光学機器)
49E2531|スペクトルの７色
49E254|凹面鏡, 集熱鏡
49E255|拡大
49E26|電磁気学, 電気力学
49E27|原子核、原子および分子物理学
49E271|素粒子 ~ 原子核、原子および分子物理学
49E2711|モデル ~ 分子構造等
49E272|放射能
49E2721|放射能に対する防護
49E273|核反応
49E3|化学
49E31|化学記号
49E32|無機化学
49E33|有機化学
49E39|錬金術
49E391|作業中の錬金術師
49E3911|金を生成しようとする錬金術師
49E3912|賢者の石を探す錬金術師
49E3913|作業に失敗する錬金術師
49E392|錬金術の象徴
49E393|錬金術装置
49E3931|錬金術器
49E39311|瓶 (管足瓶嚢)
49E39311(...)|瓶 (管足瓶嚢) (名称を伴う)
49E39311(OVUM PHILOSOPHICUM)|瓶: 哲学の卵 (ovum philosophicum)
49E39311(PELICAN)|瓶: ペリカン
49E39311(PHIAL)|瓶: 薬瓶
49E39311(RECEPTACULUM)|瓶: 容器 (receptaculum)
49E39312|フラスコ (cucurbitae)
49E39312(...)|フラスコ (cucurbitae) (名称を伴う)
49E39312(ALEMBIC)|フラスコ: 蒸留器
49E39312(MOOR'S HEAD)|フラスコ: ムーア人の頭
49E39312(OPERCULUM)|フラスコ: 蓋
49E39312(RETORT)|フラスコ: レトルト
49E39312(ROSENHUT)|フラスコ: フィアスコ
49E39313|鍋, 壺 (鍋)
49E39313(...)|鍋, 壺 (鍋) (名称を伴う)
49E39313(ALUDEL)|鍋, 壺: 昇華受器
49E39313(CHALICE)|鍋, 壺: 杯
49E39313(CRUCIBLE)|鍋, 壺: 坩堝
49E39313(CUPEL)|鍋, 壺: 灰吹皿
49E39313(...)|鍋 (名称を伴う)
49E3932|錬金術炉
49E3932(...)|錬金術炉 (名称を伴う)
49E3932(ASSAY FURNACE)|錬金術炉: 試金炉
49E3932(ATHANOR)|錬金術炉: アタノール
49E3932(CARBURIZING FURNACE)|錬金術炉: 浸炭炉
49E3932(PIGER HENRICUS)|錬金術炉: piger henricus, 'のろまのヘンリー (slow Henry)'
49E3932(REVERBATORY FURNACE)|錬金術炉:反射炉
49E3932(SMELTING FURNACE)|錬金術炉: 溶錬炉
49E3933|錬金術師の風呂 (浴槽)
49E3933(...)|錬金術師の風呂 (浴槽) (名称を伴う)
49E3933(BALNEUM ARENAE)|錬金術師の風呂: 砂浴
49E3933(BALNEUM MARIAE)|錬金術師の風呂: メアリーの風呂
49E3939|他の錬金術装置
49E3939(...)|他の錬金術装置 (名称を伴う)
49E394|錬金術師の物質
49E3941|硫黄 ~ 錬金術師の物質
49E3942|水銀 ~ 錬金術師の物質
49E39421|哲学者の水銀 ~ 錬金術師の物質
49E394211|ヘルメスの鳥
49E3943|塩 ~ 錬金術師の物質
49E3944|第一質料
49E3945|賢者の石 (Lapis philosophorum)
49E39451|第5元素
49E39452|白石
49E39453|紅石
49E3946|不老不死の薬
49E39461|パナケア ~ 錬金術師の物質
49E3949|他の物質
49E3949(...)|他の物質 (名称を伴う)
49E3949(ANTIMONY)|他の物質: アンチモン
49E3949(SAL AMMONIAC)|他の物質: 塩化アンモン石
49E3949(VITRIOL)|他の物質: 硫酸塩
49E395|錬金術のプロセス
49E3951|最高傑作: 核変換の４つの元段階
49E39511|ニグレド (黒変)
49E39512|アルベド (白変)
49E39513|キトリニタス (黄変)
49E39514|ルベド (赤変)
49E3952|最高傑作: 核変換の追加段階
49E3952(...)|最高傑作: 核変換の追加段階 (名称を伴う)
49E3952(CALCINATION)|追加段階: 煆焼
49E3952(CIBATION)|追加段階: 滋養供給
49E3952(COAGULATION)|追加段階: 凝固 (凝結)
49E3952(CONJUNCTION)|追加段階: 結合 (化学の結婚)
49E3952(DISTILLATION)|追加段階: 蒸留 (destillatio)
49E3952(EXALTATION)|追加段階: 高揚
49E3952(MULTIPLICATION)|追加段階: 増殖
49E3952(PROJECTION)|追加段階: 投入
49E3952(PUTREFACTION)|追加段階: 腐敗 (発酵)
49E3952(SEPARATION)|追加段階: 分離または分割
49E3952(SOLUTION)|追加段階: 溶解 (または融解)
49E3952(SUBLIMATION)|追加段階: 昇華
49E3953|組み合わされた複数のプロセス
49E3954|錬金術師の物質の相互作用または反応
49E39541|化学的性質の交換(例: 液体から気体)
49E39542|溶剤の蒸発
49E39543|正反対のもの(のペア)間の相互作用
49E395431|水銀および硫黄 ~ 月と太陽
49E4|結晶学
49E5|地質学
49E51|鉱物学
49E6|気象学
49E61|気象台
49E7|科学技術
49E71|工学
49E8|実験室
49E81|実験装置および器具
49E811|普及している実験装置, 実演のために使用される
49E9|実験, 試験 ~ 科学と科学技術
49E91|発明, 発見 ~ 科学と科学技術
49F|生物学
49F1|植物学
49F11|植物園 'hortus botanicus'
49F12|植物標本
49F2|動物学
49F21|実験動物学
49F22|古生物学
49F3|形質人類学
49F31|頭蓋学
49G|医学
49G0|Medicina', 寓話的な表現 ~ 薬; 'Medicina' (リーパ)
49G01|表象, エンブレム, サイン ~ 薬
49G011|薬師ヘビのサイン
49G012|五芒星 (医療のシンボル)
49G1|医師
49G11|理髪師; 外科医
49G12|(理髪師としての) 歯科医
49G13|眼科医
49G2|患者, 病人
49G21|病床
49G211|病人を訪ねる; 他の人と一緒にいる病人
49G22|看護、病人の世話
49G23|病人の癒し
49G231|奇跡の癒し
49G232|按手 (による癒し）
49G233|霊的な癒し
49G24|投与、薬の服用
49G25|回復、患者の回復
49G251|患者の悪化
49G26|病気を装う人
49G29|心気症
49G3|健康診断, 医療
49G31|検査, 診断; 患者と話をする医師
49G311|検尿
49G3111|小便用便器 (および籠)
49G312|患者の体温を測る
49G3121|体温表
49G313|患者の舌を調べる
49G314|聴診器で患者を診察する
49G315|身体を打診する ~ 健康診断
49G3151|膝反射 ~ 健康診断
49G316|脈拍や心拍を感じる
49G317|医師の診断書 (処方箋)
49G32|消毒薬
49G321|包帯または絆創膏をあてる
49G3211|包帯, 絆創膏
49G322|固定による治療, 吊り包帯, 副木, ギプス等
49G33|瀉下の
49G331|浣腸, 注射器
49G34|出血, 瀉血 例: カッピンググラスを使って
49G341|吸血動物を用いての出血, 瀉血
49G342|瀉血を行う人 (~  出血, 瀉血)
49G35|手術, 外科手術
49G350|Chirurgia'
49G351|手術室
49G352|昏睡
49G353|切断
49G3531|プロテーゼ
49G354|移植 ~ 外科手術
49G359|医療機器
49G359(...)|医療機器 (名称を伴う)
49G36|水流
49G361|温泉場, 温泉
49G37|注射 ~ 薬
49G371|ワクチン接種
49G372|注入 ~ 薬
49G373|輸血
49G38|電気療法, 放射線療法
49G381|X線検査
49G39|マッサージ ~ 医療
49G4|病院
49G41|病棟; 部屋 (病院の)
49G42|病院に病人を訪ねる
49G43|看護師 ~ 病院
49G431|男性看護師 ~ 病院
49G44|病人の輸送
49G441|救急車
49G5|専門機関
49G51|伝染病の施設
49G511|検疫
49G512|療養所
49G52|精神病院, 精神科病院
49G6|医学研究, 医学の分野
49G61|生理学と解剖学
49G611|生理学と解剖学 ~ 循環系
49G612|生理学と解剖学 ~ 呼吸器系
49G613|生理学と解剖学 ~ 消化管(消化器官)
49G6131|歯科医術
49G614|生理学と解剖学 ~ 皮膚
49G615|生理学と解剖学 ~ 内分泌系
49G616|生理学と解剖学 ~ 泌尿生殖器系
49G6161|婦人科, 産科
49G617|生理学と解剖学 ~ 運動系
49G618|生理学と解剖学 ~ 感覚器
49G6181|眼科
49G619|生理学と解剖学 ~ 神経系, 神経学
49G62|特に解剖学の諸側面
49G621|解剖
49G6211|解剖室, 'theatrum anatomicum'
49G6212|解剖学講義
49G6213|解剖標本
49G622|解剖模型 (通常、５つの数字のシリーズ)
49G6221|骨格系の解剖学的モデル
49G6222|筋肉の解剖学的モデル, 筋骨たくましい人体, 'écorché'
49G6223|静脈の解剖学的モデル, 静脈の人体
49G6224|動脈の解剖学的モデル
49G6225|神経の解剖学的モデル
