5|Idées et Concepts Abstraits
73D581|Pilate rédigeant l'inscription ~ la crucifixion de Jésus-Christ
73D582|l'écriteau est mis en place ~ la crucifixion de Jésus-Christ
73D583|les prêtres se plaignent de l'inscription, mais Pilate refuse de la changer
73D6|la crucifixion de Jésus-Christ : mort de Jésus-Christ sur la croix; Golgotha (Matthieu 27:45-58; Marc 15:33-45; Luc 23:44-52; Jean 19:25-38)
73D61|représentations d'ensemble de l'agonie de Jésus-Christ sur la croix au Golgotha, avec aucun événement particulier mis en évidence
73D611|la (ou les) croix au centre de la représentation
73D612|la (ou les) croix à l'arrière plan
73D62|représentations de l'agonie de Jésus-Christ sur la croix (avant sa mort), dans lesquelles l'accent est mis sur un évènement particulier, ou sur une parole du Christ
73D621|'Père, pardonne-leur ...' ~ paroles de Jésus-Christ sur la croix
73D622|les soldats tirent au sort la tunique sans couture de Jésus-Christ ~ Jésus-Christ agonisant sur la croix
73D623|des spectateurs, parmi lesquels des prêtres et des scribes, insultent Jésus-Christ ~ Jésus-Christ agonisant sur la croix
73D624|un larron (ou les deux) insulte(nt) Jésus-Christ
73D6241|'aujourd'hui tu seras avec moi au paradis' ~ paroles de Jésus-Christ sur la croix
73D625|des témoins se tiennent au bas de la croix, parmi lesquels : Marie, Marie Madeleine et Jean l'Évangéliste; il se peut que Marie s'évanouisse
73D6251|'femme, voici ton fils ...' ~ paroles de Jésus-Christ sur la croix
73D626|de la sixième à la neuvième heure il y eut des ténèbres (représentés par une éclipse du soleil) ~ Jésus-Christ agonisant sur la croix
73D6261|'mon Dieu, mon Dieu, pourquoi m'as-tu abandonné' ~ paroles de Jésus-Christ sur la croix
73D6262|des témoins tournent Jésus-Christ en dérision ~ paroles de Jésus-Christ sur la croix
73D627|'J'ai soif' ~ paroles de Jésus-Christ sur la croix
73D6271|un des soldats (Stéphaton) présente à Jésus-Christ une éponge, imbibée de vinaigre, au bout d'un bâton ou d'une lance
73D62711|scènes combinées de Stephaton présentant l'éponge imbibée de vinaigre et de Longin perçant le flanc de Jésus
73D628|'Tout est achevé' ~ paroles de Jésus-Christ sur la croix
73D629|'Père, entre tes mains je remets mon esprit' ~ paroles de Jésus-Christ sur la croix
73D6291|Jésus pousse un grand cri et expire
73D63|Jésus-Christ sur la croix (tout juste après sa mort) avec l'accent mis sur un événement particulier
73D631|le centurion déclare sa foi en Jésus-Christ; il se peut que ses soldats fassent de même
73D632|les disciples de Jésus-Christ et les femmes quittent le Calvaire
73D633|Longin perce le flanc de Jésus-Christ avec sa lance
73D634|les soldats cassent à coups de bâtons les membres des deux larrons
73D64|le Christ en croix au pied duquel se tiennent seulement quelques personnes bien précises
73D641|le Christ en croix avec Marie et Jean de chaque côté de la croix; la Sainte Croix
73D6411|Marie et Jean se tenant tout près l'un de l'autre; il se peut que Marie tombe en défaillance ~ le Christ en croix
73D642|le Christ en croix avec Marie Madeleine, qui généralement est représentée pleurant et embrassant la croix
73D643|le Christ en croix avec Marie, Jean et Marie Madeleine
73D644|le Christ en croix avec Stéphaton et/ou Longin
73D645|le Christ en croix avec Marie, Jean, Stéphaton et Longin
73D646|le Christ en croix avec d'autres personnes
73D65|figure du Christ en croix combinée avec d'autres scènes de la Passion
73D651|le Christ en croix combiné avec seulement des événements précédant la crucifixion
73D652|le Christ en croix combiné avec seulement des événements suivant la crucifixion
73D66|le Christ en croix sur le Calvaire (seul, sans témoins)
73D661|les trois croix avec le Christ et les deux larrons, sans témoins
73D662|un larron, ou les deux, sur leur croix
73D67|particularités iconographiques des scènes de la crucifixion (à utiliser seulement comme notation(s) complémentaire(s))
73D671|particularités iconographiques des scènes de la crucifixion ~ le Christ lui-même (notation(s) complémentaire(s))
73D6711|robe longue, 'colobium' ~ particularités iconographiques des scènes de la crucifixion
73D6712|pagne ~ particularités iconographiques des scènes de la crucifixion
73D6713|le Christ nu ~ particularités iconographiques des scènes de la crucifixion
73D6714|le sang jaillissant des plaies du Christ
73D67141|un, ou des, ange(s) recueillant le sang de Jésus-Christ dans des coupes
73D6715|(les pieds reposant sur) le 'suppedaneum' ~ particularités iconographiques des scènes de la crucifixion
73D6716|les trois clous : deux pour les mains et un pour les pieds ~ particularités iconographiques des scènes de la crucifixion
73D6717|le Christ toujours en vie ~ particularités iconographiques des scènes de la crucifixion
73D6718|le Christ mort ~ particularités iconographiques des scènes de la crucifixion
73D672|(le crâne ou le squelette d') Adam à la base de la croix du Christ ~ particularité iconographique à utiliser seulement comme notation complémentaire
73D6721|autres personnes ou objets 'inusuels' aux pieds du Christ en croix, p.ex. : Hadès (Pluton)
73D673|le diable ou des êtres diaboliques attaquant la croix de Jésus-Christ ~ particularités iconographiques à utiliser seulement comme notation complémentaire
73D674|le soleil et la lune dans le ciel, de part et d'autre de la croix de Jésus-Christ
73D675|les soldats quittent le Golgotha
73D68|événements dans et autour de Jérusalem à la mort de Jésus-Christ
73D681|le voile du temple se déchire ~ mort de Jésus-Christ
73D682|la terre tremble, les tombes s'ouvrent et les morts ressuscitent ~ mort de Jésus-Christ
73D6821|les ressuscités apparaissent à leur parenté ~ mort de Jésus-Christ
73D69|Joseph d'Arimathie demande le corps de Jésus-Christ à Pilate
73D691|Joseph d'Arimathie (en compagnie d'autres) en route vers le Calvaire
73D7|de la descente de croix jusqu'à l'ensevelissement de Jésus-Christ (Matthieu 27:58-66; Marc 15:46-47; Luc 23:53-56; Jean 19:39-42)
73D71|la descente de croix : Jésus-Christ est enlevé de la croix, généralement par Nicodème et Joseph d'Arimathie, montés sur des échelles (les deux bras du Christ sont détachés de la croix)
73D711|Jésus-Christ est enlevé de la croix (un bras du Christ est encore fixé à la croix)
73D712|la déposition de Jésus-Christ ~ la descente de croix
73D713|les larrons sont enlevés de leur croix
73D714|la, ou les, croix vide(s)
73D72|lamentations sur le Christ mort
73D721|lamentations sur le Christ mort par sa famille et ses amis (Jésus-Christ ne porte généralement pas sa couronne d'épines)
73D7211|le corps du Christ couché par terre
73D7212|le corps du Christ soutenu
73D72121|le corps du Christ soutenu par Marie en compagnie d'autres
73D7213|le corps du Christ sur, ou dans la tombe
73D722|'Pietà', 'Vesperbild', 'Marienklage' : Jésus-Christ, avec ou sans couronne d'épines, pleuré par Marie (avec aucune autre personne présente)
73D7221|le corps du Christ sur les genoux de Marie
73D7222|le corps du Christ aux pieds de Marie
73D7223|uniquement les têtes du Christ et de Marie ~ lamentations de Marie sur le Christ mort
73D723|des anges pleurent le Christ mort
73D724|'Epitaphios' ~ lamentations sur le Christ mort
73D73|l'Homme de Douleurs, 'Imago Pietatis', 'Erbärmdebild', 'Schmerzensmann'; Jésus-Christ, montrant ses plaies, portant généralement la couronne d'épines, et entouré des instruments de la Passion, est debout sur, ou bien assis dans sa tombe
73D731|l'Homme de Douleurs, vu à mi-corps ou aux trois quarts
73D732|l'Homme de Douleurs en pied, assis ou bien debout
73D733|l'Homme de Douleurs en compagnie d'autres
73D7331|l'Homme de Douleurs avec Marie
73D73311|l'Homme de Douleurs avec Marie et Jean
73D7332|'Homme de Douleurs soutenu, ou accompagné d'anges se lamentant, 'Engelpietà'
73D74|le corps de Jésus-Christ est porté vers la tombe
73D75|préparations de la mise au tombeau de Jésus-Christ
73D751|le Christ couché sur la pierre à onction
73D752|l'achat de baume, d'aromates et de lin ~ la mise au tombeau du Christ
73D753|les plaies sont lavées ~ la mise au tombeau du Christ
73D754|les Saintes Femmes oignent le corps du Christ
73D755|le corps du Christ est enveloppé d'un linceul et de bandelettes
73D756|la tombe est ouverte ~ la mise au tombeau du Christ
73D76|la mise au tombeau du Christ (éventuellement par des anges)
73D761|Jésus-Christ couché dans son sarcophage
73D77|événements suivant la mise au tombeau du Christ
73D771|le retour des funérailles du Christ
73D772|veillée de mort des Saintes Femmes
73D773|personnes se lamentant à la tombe fermée du Christ
73D774|les Juifs demandent à Pilate de placer une garde au tombeau
73D7741|la tombe de Jésus-Christ est scellée
73D7742|les soldats gardant le tombeau du Christ
73D78|structures (architecturales) représentant ou symbolisant le Saint Sépulcre
73D8|les instruments de la Passion et les cinq plaies
73D81|'Arma Christi'
73D811|'Arma Christi' ~ Christ
73D82|un seul instrument de la Passion
73D82(...)|un seul instrument de la Passion (avec NOM)
73D82(COCK ON COLUMN)|le coq sur la colonne ~ instrument de la Passion
73D82(COLUMN)|la colonne (de la flagellation) ~ instrument de la Passion
73D82(CROSS)|la croix ~ instrument de la Passion
73D82(CROWN OF THORNS)|la couronne d'épines ~ instrument de la Passion
73D82(FOOTPRINTS OF CHRIST)|empreintes des pieds du Christ ~ instrument de la Passion
73D82(HEAD OF JUDAS)|tête de Judas ~ instrument de la Passion
73D82(LANCE)|lance ~ instrument de la Passion
73D82(NAILS)|clous ~ instrument de la Passion
73D82(REED)|le roseau ~ instrument de la Passion
73D82(SHROUD)|linceul ~ instrument de la Passion
73D83|les cinq plaies du Christ : le coeur (la plaie au flanc), les mains et les pieds
73D831|la plaie à l'épaule du Christ
73D9|Jésus-Christ descend aux enfers, le Christ dans les limbes, 'descensus ad inferos', 'Anastasis'
73D91|Jésus-Christ arrive à l'entrée de l'enfer et force la (les) porte(s)
73D92|Jésus-Christ entre dans l'enfer
73D93|Jésus-Christ vainc les puissances diaboliques
73D931|Jésus-Christ prêchant en enfer
73D932|Jésus-Christ frappe Satan de sa lance ou de sa croix
73D933|Jésus-Christ écrase du pied un, ou des diable(s)
73D934|Satan enchaîné ~ le Christ aux enfers
73D94|Jésus-Christ quitte l'enfer : il libère les patriarches, des prophètes, des rois et d'autres personnes, parmi lesquelles Adam, Eve, Moïse, David et Jean Baptiste
73D95|entrée triomphale de Jésus-Christ au paradis avec tous ceux qu'il a libérés; ils sont accueillis par Marie, Hénoch, Élie et le Bon Larron
73D951|le Bon Larron portant sa croix dans le paradis
73DD55|élévation de la croix : Jésus-Christ est cloué à la croix, qui est couchée par terre - DD - three crosses
73DD551|élévation de la croix sur laquelle Jésus-Christ est déjà fixé - DD - three crosses
73DD56|élévation de la croix (sur laquelle Jésus-Christ n'est pas encore fixé) - DD - three crosses
73DD561|Jésus-Christ montant sur la croix (à l'aide d'une échelle) - DD - three crosses
73DD562|Jésus-Christ cloué à la croix déjà érigée - DD - three crosses
73DD61|représentations d'ensemble de l'agonie de Jésus-Christ sur la croix au Golgotha, avec aucun événement particulier mis en évidence - DD - le Christ en croix (seul et avant sa mort)
73DD611|la (ou les) croix au centre de la représentation - DD - le Christ en croix (seul et avant sa mort)
73DD612|la (ou les) croix à l'arrière plan - DD - le Christ en croix (seul et avant sa mort)
73DD62|représentations de l'agonie de Jésus-Christ sur la croix (avant sa mort), dans lesquelles l'accent est mis sur un évènement particulier, ou sur une parole du Christ - DD - le Christ en croix (seul et avant sa mort)
73DD621|'Père, pardonne-leur ...' ~ paroles de Jésus-Christ sur la croix - DD - le Christ en croix (seul et avant sa mort)
73DD622|les soldats tirent au sort la tunique sans couture de Jésus-Christ ~ Jésus-Christ agonisant sur la croix - DD - le Christ en croix (seul et avant sa mort)
73DD623|des spectateurs, parmi lesquels des prêtres et des scribes, insultent Jésus-Christ ~ Jésus-Christ agonisant sur la croix - DD - le Christ en croix (seul et avant sa mort)
73DD624|un larron (ou les deux) insulte(nt) Jésus-Christ - DD - le Christ en croix (seul et avant sa mort)
73DD6241|'aujourd'hui tu seras avec moi au paradis' ~ paroles de Jésus-Christ sur la croix - DD - le Christ en croix (seul et avant sa mort)
73DD625|des témoins se tiennent au bas de la croix, parmi lesquels : Marie, Marie Madeleine et Jean l'Évangéliste; il se peut que Marie s'évanouisse - DD - le Christ en croix (seul et avant sa mort)
73DD6251|'femme, voici ton fils ...' ~ paroles de Jésus-Christ sur la croix - DD - le Christ en croix (seul et avant sa mort)
73DD626|de la sixième à la neuvième heure il y eut des ténèbres (représentés par une éclipse du soleil) ~ Jésus-Christ agonisant sur la croix - DD - le Christ en croix (seul et avant sa mort)
73DD6261|'mon Dieu, mon Dieu, pourquoi m'as-tu abandonné' ~ paroles de Jésus-Christ sur la croix - DD - le Christ en croix (seul et avant sa mort)
73DD6262|des témoins tournent Jésus-Christ en dérision ~ paroles de Jésus-Christ sur la croix - DD - le Christ en croix (seul et avant sa mort)
73DD627|'J'ai soif' ~ paroles de Jésus-Christ sur la croix - DD - le Christ en croix (seul et avant sa mort)
73DD6271|un des soldats (Stéphaton) présente à Jésus-Christ une éponge, imbibée de vinaigre, au bout d'un bâton ou d'une lance - DD - le Christ en croix (seul et avant sa mort)
73DD62711|scènes combinées de Stephaton présentant l'éponge imbibée de vinaigre et de Longin perçant le flanc de Jésus - DD - le Christ en croix (seul et avant sa mort)
73DD628|'Tout est achevé' ~ paroles de Jésus-Christ sur la croix - DD - le Christ en croix (seul et avant sa mort)
73DD629|'Père, entre tes mains je remets mon esprit' ~ paroles de Jésus-Christ sur la croix - DD - le Christ en croix (seul et avant sa mort)
73DD6291|Jésus pousse un grand cri et expire - DD - le Christ en croix (seul et avant sa mort)
73DD63|Jésus-Christ sur la croix (tout juste après sa mort) avec l'accent mis sur un événement particulier - DD - le Christ en croix (seul et avant sa mort)
73DD631|le centurion déclare sa foi en Jésus-Christ; il se peut que ses soldats fassent de même - DD - le Christ en croix (seul et avant sa mort)
73DD632|les disciples de Jésus-Christ et les femmes quittent le Calvaire - DD - le Christ en croix (seul et avant sa mort)
73DD633|Longin perce le flanc de Jésus-Christ avec sa lance - DD - le Christ en croix (seul et avant sa mort)
73DD634|les soldats cassent à coups de bâtons les membres des deux larrons - DD - le Christ en croix (seul et avant sa mort)
73DD64|le Christ en croix au pied duquel se tiennent seulement quelques personnes bien précises - DD - les trois croix
73DD641|le Christ en croix avec Marie et Jean de chaque côté de la croix; la Sainte Croix - DD - les trois croix
73DD6411|Marie et Jean se tenant tout près l'un de l'autre; il se peut que Marie tombe en défaillance ~ le Christ en croix - DD - les trois croix
73DD642|le Christ en croix avec Marie Madeleine, qui généralement est représentée pleurant et embrassant la croix - DD - les trois croix
73DD643|le Christ en croix avec Marie, Jean et Marie Madeleine - DD - les trois croix
73DD644|le Christ en croix avec Stéphaton et/ou Longin - DD - les trois croix
73DD645|le Christ en croix avec Marie, Jean, Stéphaton et Longin - DD - les trois croix
73DD646|le Christ en croix avec d'autres personnes - DD - les trois croix
73DD65|figure du Christ en croix combinée avec d'autres scènes de la Passion - DD - les trois croix
73DD651|le Christ en croix combiné avec seulement des événements précédant la crucifixion - DD - les trois croix
73DD652|le Christ en croix combiné avec seulement des événements suivant la crucifixion - DD - les trois croix
