5|Ideas abstractas y conceptos
73F2163|Pedro en prisión ~ martirio y muerte de Pedro
73F21631|se le cortan los cabellos a Pedro
73F21632|Pedro en la cárcel golpea una roca de la que sale agua; y bautiza a Processus y a Martino, los guardias
73F2164|Pedro es llevado a ejecutar por cuatro soldados; su última plegaria
73F2165|Pedro es crucificado cabeza abajo
73F2166|Marcelo baja de la cruz el cuerpo de Pedro
73F2167|el cuerpo de Pedro es ungido
73F2168|Pedro es enterrado en la tumba de Marcelo
73F217|narraciones ~ tras la muerte de Pedro
73F2171|traslado de las reliquias de Pedro
73F22|vida y hechos de Pablo (Saulo)
73F221|historia de la conversión de Pablo (Hechos 9:1-18)
73F2211|Saulo pide al Sumo Sacerdote poderes para perseguir a los discípulos del Señor en Damasco
73F2212|en camino hacia Damasco Jesucristo se aparece a Saulo, que se cae de su caballo y es cegado por la luz
73F2213|Saulo, ciego, es llevado a Damasco
73F2214|la visión de Ananías
73F2215|Ananías devuelve a Saulo la visión imponiendole las manos
73F2216|Saulo es bautizado por Ananías
73F222|primeras actividades de Pablo tras su conversión (Hechos 9:19-30)
73F2221|Pablo predica en la sinagoga de Damasco
73F2222|los judíos intentan matar a Pablo
73F2223|los discípulos bajan a Pablo por la muralla de la ciudad en una cesta
73F2224|en Jerusalén Bernabé lleva a Pablo ante los apóstoles
73F2225|Pablo y Pedro discutiendo en Jerusalén (Gálatas 1:18)
73F2226|Pablo se dirige de Jerusalén a Tarso
73F223|viajes apostólicos de Pablo
73F2231|primer viaje apostólico de Pablo (Hechos 13-14)
73F22311|Pablo y Bernabé son enviados en viaje apostólico
73F22312|Pablo y Bernabé predican en la sinagoga de Salamina
73F22313|en Pafos, Pablo y Bernabé son llevados ante Sergio Paulo, el gobernador romano
73F223131|el mago Elimas (Bar-Jesús), que quiere impedir que Pablo y Bernabé hablen, es cegado por Pablo
73F22314|Pablo y Bernabé predican en la sinagoga de Psidia
73F22315|Pablo y Bernabé en Listra
73F223151|Pablo y Bernabé sanan a un cojo; la gente de Listra cree que son Mercurio y Jupiter
73F223152|preparación del sacrificio en el templo de Jupiter, con bueyes y guirnaldas ~ Pablo y Bernabé  en Listra
73F223153|Pablo y Bernabé  se rasgan las vestiduras, e intentan evitar el sacrificio
73F223154|los judios convencen al pueblo ~ Pablo y Bernabé  en Listra
73F223155|Pablo es lapidado y sacado de la ciudad
73F2232|discusión entre los apóstoles ~ viajes apóstolicos de Pablo (Hechos 15)
73F22321|Pablo y Pedro discutiendo en Antioquía (Gálatas 23:11-14)
73F22322|una asamblea de apóstoles en Antioquía envía a Pablo y Bernabé a Jerusalén
73F22323|la convención de Jerusalén ~ viajes apostólicos de Pablo
73F2233|el segundo viaje apostólico de Pablo (Hechos 16 - 18:21)
73F22331|la marcha de Pablo y Silas ~ segundo viaje de Pablo
73F22332|la conversión y la circuncisión de Timoteo
73F22333|visión de Pablo de un Macedonio
73F22334|Pablo y Silas en Filipos
73F223341|cerca de un río, Pablo y Silas predican a las mujeres de Filipos
73F223342|la conversión y el bautizo de Lidia, una purpuraria
73F2233421|Pablo y Silas se alojan en casa de Lidia
73F223343|la curación de la sirvienta poseída por un espíritu pitónico ~ Pablo y Silas en Filipos
73F2233431|Pablo y Silas son llevados ante los magistrados por los amos de la sirvienta sanada
73F2233432|Pablo y Silas son azotados
73F223344|Pablo y Silas son encarcelados
73F2233441|Pablo y Silas son sometidos al cepo
73F2233442|Pablo y Silas cantan y oran durante la noche
73F2233443|las puertas de la prisión se abren debido a un terremoto ~ Pablo y Silas en prisión
73F2233444|Pablo y Silas impiden que el carcelero se suicide (historia de la conversión del carcelero)
73F2233445|Pablo y Silas anuncian la palabra de Dios al carcelero, arrodillado ante ellos
73F2233446|el carcelero lava las heridas de Pablo y Silas
73F2233447|el carcelero y su familia son bautizados por Pablo y Silas
73F22335|Pablo en Atenas discutiendo con los filósofos en el Areópago (frente al templo de Marte)
73F223351|Pablo ante el altar del dios desconocido
73F223352|la conversión de Dionisio el Areopagita
73F22336|Pablo en Corinto
73F223361|Pablo en el taller de Aquila y Priscila, que pueden aparecer representados tejiendo e hilando
73F223362|los judíos llevan a Pablo ante Galión, el procónsul
73F223363|Sóstenes es llevado ante Galión y golpeado por los griegos
73F2234|tercer viaje apostólico de Pablo: la estancia en Efeso (Hechos 19)
73F22341|Pablo bautizando a los antiguos discípulos de Apolo; el Espíritu Santo desciende sobre ellos
73F22342|Pablo predicando en Efeso
73F223421|Pablo predicando en la sinagoga de Efeso
73F223422|Pablo predicando en la escuela de Tirano
73F22343|los pañuelos y delantales de Pablo curan a los enfermos y poseídos
73F22344|siete exorcistas, hijos de Esceva, son golpeados por un hombre con un espíritu maligno, que huye
73F223441|los habitantes de Efeso queman en público los libros de artes mágicas de los exorcistas
73F22345|el motín de Efeso
73F223451|reunión de los plateros, dirigidos por Demetrio
73F223452|la multitud, gritando: "Grande es la Artemisa de los Efesios", es apaciguada por el secretario municipal ~ San Pablo y los plateros
73F2235|tercer viaje apostólico de Pablo: la vuelta (Hechos 20 - 21:16)
73F22351|Eutico, somnoliento, se cae desde una ventana mientras Pablo predica en Tróade
73F223511|Eutico es devuelto a la vida por Pablo
73F22352|discurso de despedida de Pablo a los ancianos de Efeso
73F22353|Pablo en Tiro, oración y despedida en la playa
73F22354|Pablo visita a Felipe y a sus cuatro hijas en Cesárea
73F223541|el arresto de Pablo en Jerusalén es predicho por Agabo, que se ata las manos y los pies con el cinto de Pablo
73F2236|la oposición (proceso) a Pablo en Jerusalén (Hechos 21:17 - 26)
73F22361|Pablo narra su viaje a la congregación
73F223611|Pablo se purifica junto con otros cuatro hombres
73F22362|Pablo es arrastrado fuera del templo por los judíos; es rescatado por soldados, que le prenden y se lo llevan
73F223621|Pablo se dirige a la multitud desde las escaleras
73F223622|cuando va a ser azotado, Pablo dice que es un ciudadano romano
73F22363|Pablo ante el sumo sacerdote Ananías y el Sanedrín
73F223631|desacuerdo entre Fariseos y Saduceos
73F22364|Pablo en prisión
73F223641|Dios (o un ángel) se dirige a Pablo durante la noche
73F223642|el sobrino de Pablo le advierte acerca de los judíos
73F22365|Pablo es llevado a Cesárea por soldados con una carta para Félix, el gobernador
73F22366|Pablo es acusado ante Félix por Tértulo
73F22367|Pablo ante Félix y Drusila
73F22368|Pablo es acusado por los judíos ante Festo
73F22369|Pablo ante Festo, el rey Agripa y la reina Berenice
73F223691|Festo exclama: "estás loco, Pablo..."
73F2237|el viaje de Pablo a Roma (Hechos 27-28)
73F22371|la partida desde el puerto de Cesárea ~ el viaje de Pablo a Roma
73F22372|la tempestad ~ el viaje de Pablo a Roma
73F223721|Pablo se dirige a los hombres de la embarcación, y parte el pan
73F223722|el naufragio en las costas de Malta ~ historia de Pablo
73F223723|tras el naufragio, Pablo y sus hombres son recibidos amablemente por los habitantes de Malta, que encienden un fuego
73F2237231|Pablo es mordido por una víbora (cuando arrojaba leña al fuego)
73F22373|Pablo sana al padre de Publio
73F223731|Pablo sanando a otras gentes de Malta
73F22374|Pablo en Roma
73F223741|Pablo predica y cuenta su historia a los judíos, vigilado por soldados
73F223742|Pablo en prisión ~ viaje a Roma
73F2237421|Pablo en prisión, leyendo y escribiéndo
73F2237422|Pablo en prisión recibe la visita de Lucas
73F2238|otras escenas ~ hechos y viajes de Pablo
73F22381|Pablo sanando enfermos o resucitando muertos
73F223811|Pablo cura a un hidrópico en Mira
73F223812|Pablo curando la oreja de Jerónimo
73F223813|Hermippus, que conspiraba contra Pablo, es sanado de su ceguera
73F223814|en Mira, Dion es resucitado por Pablo
73F223815|Pablo resucita a Phrontina
73F223816|el hijo de Teófilo, rey de Siria, es resucitado por Pedro y Pablo
73F22382|Pablo predicando y discutiendo
73F22383|Pablo bautizando
73F223831|Pablo bautiza a un león
73F2238311|Pablo, arrojado entre un león y otras bestias salvajes, permanece indemne
73F22384|Pablo viajando
73F22385|Visión extática de Pablo: es arrebatado hacia el cielo por (tres) angeles (2 Corintios 12:1-3)
73F224|martirio y muerte de Pablo
73F2241|Jesucristo y Pablo en un barco : "Quo vadis?"
73F2242|Pedro y Pablo se encuentran (y se abrazan) justo antes de la ejecución
73F2243|la decapitación de Pablo; puede haber tres fuentes surgiendo de su cabeza
73F22431|Pablo orando antes de ser decapitado
73F22432|Plautila da a Pablo su velo como venda para los ojos
73F2244|la cabeza de Pablo, con los ojos vendados, en una bandeja
73F225|narraciones ~ Pablo tras su muerte
73F2251|Pablo se aparece después de su muerte a Nerón
73F2252|Pablo se aparece a Plautila, y le devuelve el velo
73F2253|Longus y Cestus son convertidos sobre la tumba de Pablo
73F2254|la cabeza de Pablo, encontrada por pastores, es reunida con el cuerpo
73F22541|la cabeza de Pablo, colocada sobre la verja de un aprisco, produce luz
73F2255|los huesos de Pablo son recuperados
73F22551|traslado de las reliquias de Pablo
73F2256|apoteosis de Pablo
73F23|vida y hechos de Juan Evangelista
73F231|un retrato de Juan es pintado sin su consentimiento
73F232|Juan predicando
73F2321|Juan convierte al pueblo
73F233|Juan amonesta a un sacerdote, tomando una perdíz como ejemplo
73F234|milagros de Juan
73F2341|Juan sana a una anciana en el teatro de Efeso
73F2342|Juan, alojado en un albergue, ordena que no se le moleste
73F2343|imágenes de dioses y parte del templo de Diana en Efeso son destruídos cuando Juan ora
73F2344|Juan devolviendo la vida a gente
73F23441|Juan resucita a Cleopatra; tras lo cual ésta devuelve a la vida a su esposo Licomedes
73F23442|Juan resucita a un sacerdote de Diana
73F23443|Juan resucita a un hombre que había sido asesinado por su hijo
73F23444|Juan detiene el cortejo fúnebre de Drusiana, y la despierta; ésta recibe a Juan en su casa
#73F23445|John raises Callimachus from the dead, near the tomb of Drusiana
#73F23446|John raises Stacteus from the dead
73F2345|Juan transforma en oro y joyas piedras y palos, para dos jóvenes filósofos
73F23451|la conversión y el bautismo del filósofo Cratón
73F2346|Juan bebe del cáliz envenenado, que le ofrece el sacerdote de Diana de Efeso; Juan resucita a dos mujeres que habían muerto a consecuencia del veneno
73F235|martirio y muerte de Juan
73F2351|martirio de Juan frente a la Puerta Latina: es arrojado a un caldero de aceite hirviendo, pero sale indemne
73F2352|Juan cava una tumba (cruciforme), se introduce en ella y desaparece, para sorpresa de los discípulos
73F23521|los discípulos de Juan encuentran maná en la tumba vacía (la lluvia de maná)
73F236|narraciones ~ Juan tras su muerte
73F24|vida y hechos de Santiago el Mayor
73F241|Santiago predicando
73F2411|Santiago predicando a los indios
73F2412|María se aparece a Juan sobre una columna (misión de Santiago)
73F242|historia de la conversión de Hermógenes, el mago
73F2421|Hermógenes envía a Philetus para disuadir a Santiago de su fé
73F2422|Philetus es convertido por Santiago
73F2423|Hermógenes envía demonios a Santiago
73F2424|los demonios enviados por Hermógenes obedecen a Santiago y encadenan al mago
73F2425|encuentro de Santiago y Hermógenes
73F2426|Hermógenes es convertido
73F2427|Hermógenes arroja sus libros de magia al mar
73F243|martirio y muerte de Santiago
73F2431|Santiago es arrestado y llevado ante Herodes
73F2432|de camino a la ejecución, Santiago convierte a Josías, un escriba
73F2433|Santiago en camino hacia la ejecución sana a un paralítico
73F2434|decapitación de Santiago
73F244|traslado de las reliquias de Santiago
73F2441|el cuerpo de Santiago es depositado sobre una piedra
73F2442|toros salvajes llevan el cuerpo de Santiago al castillo de la reina Lupa
73F2443|entierro de Santiago
73F245|narraciones ~ Santiago el Mayor tras su muerte
73F2451|Santiago se aparece a Carlomagno
73F2452|Santiago Matamoros: en la batalla de Clavijo aparece montado en un caballo blanco
73F2453|Santiago y la familia de peregrinos
73F24531|la hija del dueño del albergue mete una copa de plata en el equipaje de un jóven peregrino ~ Santiago el Mayor
73F24532|el jóven peregrino es acusado de robo y es colgado ~ Santiago y la familia de peregrinos
73F24533|Santiago sujeta los pies del jóven peregrino; que sigue con vida cuando sus compañeros regresan de Santiago
73F24534|los padres del jóven peregrino cuentan la historia al juez; como éste no los cree, los pollos asados que estaban sobre la mesa toman vida y se vuelan
73F25|vida y hechos de Andrés
73F251|misión de Andrés
73F2511|Andrés predicando
73F2512|Andrés orando por Nicolás, un viejo pecador
73F2513|Andrés bautizando
73F252|milagros de Andrés
73F2521|curaciones de Andrés
73F25211|Andrés sana al ciego Mateo (o Matías)
73F252111|viaje milagroso de Andrés y sus discípulos al país de los caníbales
73F252112|Andrés impide sacrificios humanos
73F252113|Andrés en prisión y maltratado por los caníbales
73F252114|la ciudad de los caníbales es inundada y quemada ~ Andrés
73F252115|algunos caníbales se convierten, los demás mueren ~ Andrés
73F252116|Andrés funda una iglesia en la ciudad
73F252117|Andrés rescata a Matías de manos de los caníbales
73F25212|Andrés expulsa a un demonio de dentro de un jóven, que entonces se convierte
73F25213|Andrés cura a Maximilla, y la convierte
73F25214|Andrés expulsa fuera de Nicea a siete demonios en forma de perro
73F252141|un jóven, muerto por los demonios, es devuelto a la vida por Andrés
73F2522|Andrés y Pedro en Oresiphoros hacen pasar un camello por el ojo de una aguja
