4|Sociedade, Civilização, Cultura
49B4411|estudar à noite
49B442|vida de estudante
49B4421|traje académico
49B4422|quarto de estudante
49B4423|amor de estudante
49B4424|caloiro ~ universidade
49B44241|matrícula
49B4425|férias estudantis
49B4426|aluno expulso
49B4427|revolta estudantil
49B4428|organização estudantil
49B44281|círculo, grupo (estudantes)
49B44282|repúblicas (estudantes)
49B44283|iniciação (estudantes)
49B44284|festa (estudantes)
49B44285|cortejo estudantil
49B4429|estudante itinerante, "Bettelstudent"
49BB43|professor - BB - professora
49BB431|grupo de professores - BB - professora
49BB44|estudante - BB - estudante (feminina)
49BB441|estudar ~ universidade - BB - estudante (feminina)
49BB4411|estudar à noite - BB - estudante (feminina)
49BB442|vida de estudante - BB - estudante (feminina)
49BB4421|traje académico - BB - estudante (feminina)
49BB4422|quarto de estudante - BB - estudante (feminina)
49BB4423|amor de estudante - BB - estudante (feminina)
49BB4424|caloiro ~ universidade - BB - estudante (feminina)
49BB44241|matrícula - BB - estudante (feminina)
49BB4425|férias estudantis - BB - estudante (feminina)
49BB4426|aluno expulso - BB - estudante (feminina)
49BB4427|revolta estudantil - BB - estudante (feminina)
49BB4428|organização estudantil - BB - estudante (feminina)
49BB44281|círculo, grupo (estudantes) - BB - estudante (feminina)
49BB44282|repúblicas (estudantes) - BB - estudante (feminina)
49BB44283|iniciação (estudantes) - BB - estudante (feminina)
49BB44284|festa (estudantes) - BB - estudante (feminina)
49BB44285|cortejo estudantil - BB - estudante (feminina)
49BB4429|estudante itinerante, "Bettelstudent" - BB - estudante
49C|aspectos da ciência em geral
49C0|representações simbólicas, alegorias e emblemas ~ ciência "Scientia","Scienza"', "Studio" (Ripa)
49C01|sapiência versus tentação mundana
49C011|sapiente que renuncia ao mundo, "torre de marfim"
49C1|as artes liberais, "Artes Liberales"
49C11|trivium (personificação da Gramática, Dialéctica e Retórica)
49C111|"Grammatica" (~ trivium); "Grammatica" (Ripa)
49C112|"Dialectica" (~ trivium); "Dialettica" (Ripa)
49C113|"Rhetorica", "Eloquentia" (~ trivium); "Rettorica" ​​(Ripa)
49C12|quadrivium (personificação da Aritmética, Geometria, Astronomia e Música)
49C121|"Arithmetica" (~ quadrivium); "Aritmetica" (Ripa)
49C122|"Geometria" (~ quadrivium); "Geometria" (Ripa)
49C123|"Astronomia" (~ quadrivium); "Astronomia" (Ripa)
49C124|"Musica" (~ quadrivium); "Musica" (Ripa)
49C13|as artes liberais juntamente com outras disciplinas
49C131|as artes liberais juntamente com a Filosofia ou a Sabedoria
49C14|as artes liberais representadas de outra forma, e.g., através de emblemas, símbolos
49C15|"Artes Liberales" versus "Artes Vulgares"
49C151|"Artes Vulgares"
49C16|as Quatro Faculdades (personificação)
49C161|Teologia (uma das faculdades)
49C162|Jurisprudência (uma das faculdades)
49C163|Medicina (uma das faculdades)
49C164|Filosofia (uma das faculdades)
49C17|as humanidades
49C2|filosofia
49C20|"Philosophia"; "Filosofia" (Ripa)
49C201|"Philosophia" que discute com um filósofo
49C21|disciplinas filosóficas
49C211|metafísica, "Metaphysica"; "Metafisica" (Ripa)
49C212|lógica, "Logica"; "Logica" (Ripa)
49C213|teoria do conhecimento
49C2131|caverna de Platão, "antrum Platonicum"
49C214|estética
49C3|académico, filósofo
49C31|grupo de académicos e filósofos
49C32|académico no seu estudo
49C33|sociedade erudita, academia das ciências
49C34|académico itinerante
49C4|debate, diálogo, disputa ~ académico, filósofo
49C41|desordem, interrupção da discussão filosófica
49D|matemática
49D0|"Mathematica"; "Mathematica" (Ripa)
49D1|aritmética
49D11|numerais
49D11(...)|numerais (com NÚMERO)
49D11(10)|numerais: dez
49D11(1095)|numerais: mil e noventa e cinco
49D11(11)|numerais: onze
49D11(12)|numerais: doze
49D11(13)|numerais: treze
49D11(16)|numerais: dezasseis
49D11(2)|numerais: dois
49D11(3)|numerais: três
49D11(4)|numerais: quatro
49D11(5)|numerais: cinco
49D11(6)|numerais: seis
49D11(7)|numerais: sete
49D11(8)|numerais: oito
49D11(9)|numerais: nove
49D110|simbolismo dos números
49D12|operações aritméticas fundamentais
49D121|adição
49D1211|série de Fibonacci (1, 2, 3, 5, 8, 13, 21, ...)
49D122|subtração
49D123|multiplicação
49D124|divisão
49D13|escalas de notação (aritmética)
49D131|escala decimal
49D132|escala binária
49D133|outras escalas de notação
49D2|álgebra e estatística
49D21|fórmula algébrica, equação, etc.
49D22|diagrama estatístico, gráfico; gráfico de barras, circulares, etc.
49D3|planimetria, geometria
49D30|"Planimetria", "Ichonografia" (Ripa)
49D31|ponto (~ planimetria, geometria)
49D32|linha (~ planimetria, geometria)
49D321|linha recta (~ planimetria, geometria)
49D3211|linhas que se intersectam
49D3212|ângulo 
49D3213|linhas paralelas
49D3214|seção áurea, "sectio aurea"
49D322|curvas
49D3221|curvas irregulares
49D3222|curvas regulares, linha da beleza ("line of Beauty")
49D3223|espiral (~ planimetria, geometria)
49D33|triângulo (~ planimetria, geometria)
49D331|triângulo isósceles
49D332|triângulo equilátero
49D333|triângulo rectângulo
49D34|quadrilatero (~ planimetria, geometria)
49D341|quadrilátero irregular
49D342|quadrilátero regular
49D342(...)|quadrilátero regular (com NOME)
49D342(SQUARE)|quadrilátero regular: quadrado
49D35|polígono (~ planimetria, geometria)
49D351|polígono irregular
49D352|polígono regular
49D352(...)|polígono regular (com o NÚMERO de lados)
49D352(6)|polígono regular: hexágono
49D352(8)|polígono regular: octágono
49D36|círculo (~ planimetria, geometria)
49D361|segmento de círculo
49D362|quadratura do círculo
49D37|secção cónica (~ planimetria, geometria)
49D371|elipse
49D372|parábola
49D373|hipérbole
49D38|outras figuras planas
49D4|estereometria, geometria dos sólidos
49D40|"Sterometria"; "Sterometria" (Ripa)
49D41|os cinco sólidos platónicos (um dentro do outro)
49D42|canto ~ estereometria 
49D421|aresta ~ estereometria 
49D43|prisma ~ estereometria 
49D431|prisma triangular
49D432|prisma quadrangular
49D433|paralelepípedo
49D44|pirâmide ~ estereometria
49D441|pirâmide triangular
49D442|pirâmide quadrangular
49D45|poliedro regular
49D451|tetraedro
49D452|hexaedro, cubo
49D453|octaedro
49D454|dodecaedro
49D455|icosaedro
49D456|outros poliedros
49D46|cilindro ~ estereometria 
49D461|hélice, espiral tridimensional
49D47|cone ~ estereometria 
49D471|cone truncado
49D48|esfera, globo ~ estereometria 
49D481|elipsóide revolução
49D5|desenho, medição, cálculo
49D51|desenho (matemática)
49D511|instrumentos de desenho
49D511(...)|instrumentos de desenho (com NOME)
49D511(PROTRACTOR)|instrumentos de desenho: transferidor
49D511(RULER)|instrumentos de desenho: régua
49D5111|compasso
49D5112|esquadro (instrumentos de desenho)
49D52|medição
49D521|instrumentos de medição
49D521(...)|instrumentos de medição (com NOME)
49D53|contar, calcular
49D531|instrumentos de cálculo
49D531(...)|instrumentos de cálculo (com NOME)
49D5311|ábaco
49D5312|tabela para contagem, contador, mesa para contagem
49D5313|pano de cálculo, tapete para cálculo
49D5314|moeda (usada em substituição das moedas verdadeiras, e.g. fichas de casino, para máquina de café, etc.)
49D54|computador, máquina para resolução de equações
49D6|outros ramos da matemática
49D61|teoria de conjuntos
49D62|geometria não-euclidiana
49D63|geometria multi-dimensional
49D64|trigonometria, poligonometria
49D65|geometria descritiva
49D7|perspectiva matemática
49D70|"Perspective" (aleg.); "Prospetiva" (Ripa)
49D71|anamorfose
49E|ciência e tecnologia
49E1|astronomia (e cosmografia)
49E10|"Astronomia", "Cosmografia"; "Cosmografia" (Ripa)
49E11|instrumentos astronómicos
49E111|observatório (~ astronomia)
49E112|rádio telescópio (~ astronomia)
49E12|mapa do sistema sideral, mapa de estrelas, mapa celeste
49E121|globo celeste
49E122|esfera armilar, astrolábio
49E123|planetário
49E13|teorias cosmológicas
49E131|teoria geocêntrica (cosmologia)
49E132|teoria heliocêntrica (cosmologia)
49E133|teoria da expansão do universo (cosmologia)
49E1331|Teoria do "Big Bang" (cosmologia)
49E2|física e mecânica
49E21|física
49E210|"Fisica" (Ripa)
49E211|princípios gerais da física
49E2111|teoria da relatividade
49E212|teoria quântica
49E22|mecânica
49E220|"Mecanica" (Ripa)
49E221|dinâmica, cinética
49E2211|trabalho, fricção ~ mecânica
49E222|gravitação
49E2221|pêndulo (teoria)
49E2222|balística, trajectória dos projécteis
49E223|mecânica dos fluidos, hidráulica
49E224|dinâmica dos gases, aerodinâmica
49E2241|física do vácuo
49E23|termodinâmica
49E24|acústica
49E25|óptica
49E251|instrumentos ópticos
49E2511|lentes
49E25111|vidro fumado
49E2512|microscópio
49E2513|binóculos, luneta
49E2514|telescópio
49E252|refracção (óptica)
49E253|prisma (instrumento óptico)
49E2531|as sete cores do prisma
49E254|espelho côncavo, espelho ustório
49E26|electromagnetismo, electrodinâmica
49E27|física nuclear, atómica e molecular
49E271|partículas elementares ~ física nuclear, atómica e molecular
49E2711|modelos ~ estrutura molecular, etc.
49E272|radioactividade
49E2721|protecção contra a radioactividade
49E273|reacção nuclear
49E3|química
49E31|símbolos químicos
49E32|química inorgânica
49E33|química orgânica
49E39|alquimia
49E391|alquimista a trabalhar
49E3911|alquimista a tentar fazer ouro
49E3912|alquimista à procura da Pedra filosofal
49E392|símbolos alquímicos
49E4|cristalografia
49E5|geologia
49E51|mineralogia
49E6|meteorologia
49E61|observatório meteorológico
49E7|tecnologia
49E71|engenharia
49E8|laboratório
49E81|aparelhos e equipamentos de laboratório
49E811|dispositivo de laboratório, utilizado para demonstração
49E9|experiência, teste ~ ciência e tecnologia
49E91|invenção, descoberta ~ ciência e tecnologia
49F|biologia
49F1|botânica
49F11|jardim botânico, "hortus botanicus"
49F12|herbário
49F2|zoologia
49F21|zoologia experimental
49F22|paleontologia
49F3|antropologia física
49F31|craniologia
49G|medicina, ciência médica
49G0|"Medicina", representações alegóricas ~ medicina; "Medicina" (Ripa)
49G01|símbolo, emblema, signo ~ medicina
49G011|símbolo de Esculápio
49G012|pentagrama (símbolo médico)
49G1|médico, doutor
49G11|barbeiro; cirurgião
49G12|(barbeiro como) dentista
49G13|oftalmologista
49G2|paciente, pessoa doente
49G21|cama do doente
49G211|visitar os doentes; pessoa doente com outros
49G22|enfermagem, cuidar dos doentes
49G23|cura de pessoa doente
49G231|cura milagrosa
49G232|(cura por) imposição de mãos
49G233|cura espiritual
49G24|administrar, tomar o remédio
49G25|recuperação, convalescença de pessoa doente
49G251|deterioração de pessoa doente
49G26|pessoa que simula uma doença
49G29|hipocondríaco
49G3|exame médico, tratamento médico
49G31|exame, diagnóstico; médico a conversar com o paciente
49G311|exame de urina
49G3111|urinol (e recipiente)
49G312|medir a temperatura do paciente
49G3121|gráfico de temperatura
49G313|examinar a língua do paciente
49G314|examinar o paciente com estetoscópio
49G315|percutindo o corpo ~ exame médico
49G3151|reflexo patelar, rotular ~ exame médico
49G316|sentir o pulso ou os batimentos cardíacos
49G317|médico a escrever (receita)
49G32|anti-sépticos
49G321|aplicação de curativo ou ligadura
49G3211|curativo, ligadura
49G322|tratamento por imobilização, ligadura (elástica), tala, gesso, etc.
49G33|purga
49G331|enema, clister
49G34|sangria, e.g.: com a ajuda de recipientes de vidro
49G341|sangria com a ajuda de sanguessugas
49G342|sangrador (~ sangria)
49G35|operação, cirurgia
49G350|"Chirurgia"
49G351|sala de operações
49G352|narcose
49G353|amputação
49G3531|prótese
49G354|transplantação ~ cirurgia
49G359|instrumentos médicos
49G359(...)|instrumentos médicos (com NOME)
49G36|tratamento termal
49G361|termas, estação termal, spa
49G37|injecção ~ medicina
49G371|vacinação
49G372|infusão ~ medicina
49G373|transfusão de sangue
49G38|electroterapia, radioterapia
49G381|exame de raios-X
49G39|massagem ~ tratamento médico
49G4|hospital
49G41|enfermaria; quarto (no hospital)
49G42|visitar os doentes no hospital
49G43|enfermeira ~ hospital
49G431|enfermeiro ~ hospital
49G44|transporte de doentes
49G5|instituições especializadas
49G51|instituição para doenças contagiosas
49G511|quarentena
49G52|hospital psiquiátrico, manicómio, casa de saúde mental
49G6|investigação médica, ramos da medicina
49G61|fisiologia e anatomia
49G611|fisiologia e anatomia ~ sistema circulatório
49G612|fisiologia e anatomia ~ sistema respiratório
49G613|fisiologia e anatomia ~ trato digestivo (sistema digestivo)
49G6131|odontologia
49G614|fisiologia e anatomia ~ pele
49G615|fisiologia e anatomia ~ sistema endócrino
49G616|fisiologia e anatomia ~ sistema urogenital
49G6161|ginecologia, obstetrícia
49G617|fisiologia e anatomia ~ sistema locomotor
49G618|fisiologia e anatomia ~ órgãos dos sentidos
49G6181|oftalmologia
49G619|fisiologia e anatomia ~ sistema nervoso, neurologia
49G62|alguns aspectos da anatomia em particular
49G621|dissecação
49G6211|sala de dissecação, "theatrum anatomicum"
49G6212|lição de anatomia
49G6213|espécime anatómico
49G622|modelos anatómicos (normalmente em séries de cinco figuras)
49G6221|modelo anatómico do esqueleto
49G6222|modelo anatómico dos músculos, corpo muscular, "écorché"
49G6223|modelo anatómico das veias, corpo venoso
49G6224|modelo anatómico das artérias
49G6225|modelo anatómico dos nervos
49G63|bacteriologia
49G64|pediatria
49G65|geriatria
49G7|psicologia e psiquiatria
49G71|psicologia
49G711|teste psicológico
49G712|teste grafológico
49G72|psiquiatria
49G721|psicanálise, "no sofá"
49G8|farmácia, farmacêutica
49G81|medicamento, remédio
49G811|doutrina da prescrição
49G812|veneno ~ medicina
49G82|farmacêutico, droguista, boticário; farmácia, drogaria, ervanário
49G83|ferramentas e instrumentos do farmacêutico
49G831|almofariz e pilão
49G84|"gaper", i.e. cabeça grotesca de boca aberta como símbolo da farmácia (na Holanda)
49G9|prática não profissional ou ilegal, medicina empírica
49G91|charlatão, curandeiro, "saltimbanco"
49G911|extração de pedra, e.g.: pela bruxa de Malleghem
49G912|charlatão a extrair dentes ou molares
49G913|outras "operações"
49H|ciências sociais
49H1|sociologia
49H2|folclore, o estudo da tradição popular
49H3|etnologia, antropologia cultural
49I|geografia
49I0|"Geografia"
49I1|exploração, expedição, viagem de descoberta
49I11|explorador
49K|disciplinas históricas; filologia
49K1|história e arqueologia
49K10|Historia; "Historia" (Ripa)
49K11|escavação ~ arqueologia
49K12|livro histórico, e.g.: crónica, anais
