2|Natureza
32B352|(descendentes de) emigrantes australianos e oceânicos, pessoas que migram da Austrália ou da Oceania
32B352(...)|(descendentes de) emigrantes australianos e oceânicos (com NOME de DESTINO)
32B353|Imigrantes australianos e oceânicos, pessoas migrando para a Austrália ou Oceania
32B353(...)|Imigrantes australianos e oceânicos (com NOME de ORIGEM)
32B36|povos 'primitivos', 'pré-modernos'
32B37|Povos pigmeus (na lenda, literatura e etnografia)
32B371|Povos pigmeus africanos
32B371(...)|Povos pigmeus africanos (com NOME)
32B371(AKA)|Povos pigmeus africanos: Aka
32B3711|San
32B3712|Khoikhoi
32B372|Povos pigmeus da Nova Guiné
32B38|pessoas de raízes mistas
32B381|pessoas de ascendência negra
32B382|Eurasiático, pessoas de ascendência europeia e asiática
32B383|pessoas de ascendência espanhola e indígena sul-americana
32B39|(ainda outras) raças e povos humanos
32B39(...)|(ainda outras) raças e povos humanos (com NOME)
32C|classificação científica das raças humanas
33|relações interpessoais
33A|relações não agressivas
33A1|saudar
33A11|descobrindo a cabeça, tirando o chapéu
33A12|apertar as mãos, "dextrarum junctio"
33A13|reunião
33A131|apresentação
33A1311|cartão de visita
33A132|reconhecer
33A14|abraçar, beijar
33A15|colocar a mão no ombro de outra pessoa
33A2|despedida
33A21|pedir a alguém para não ir embora
33A3|visitar; recebendo convidados; companhia elegante
33A31|bater à porta
33A32|congratulações, felicitações
33A33|condolências
33A34|pessoa dirigindo-se a um grupo, orador
33A341|contador de histórias; ouvindo um contador de histórias
33A35|conversa, diálogo; parte de conversa
33A350|"Conversatione" (Ripa)
33A39|má companhia
33A4|trazer presentes; trocar presentes
33A41|aceitar presentes
33A49|recusar presentes
33A5|amigos
33A51|amizade unilateral
33A52|mão no ombro (amigos)
33A53|de braço dado (amigos)
33A54|"album amicorum", "Stammbuch"
33A58|reconciliação
33A59|más companhias
33A6|salvando um homem em perigo
33A61|socorrer (um homem em perigo)
33A610|"Ajuto", "Soccorso" (Ripa)
33A62|libertando (um homem em perigo)
33A7|vizinho
33A71|parceiro
33A711|parceiros desiguais
33A8|aos pares
33A81|boas relações
33B|relações de agressividade, inimizade, animosidade
33B1|desavença, discussão
33B10|"Lite" (Ripa)
33B11|ridicularizar, insultar; provocar
33B111|gesto de desdém, de desrespeito (gesto com o polegar para o nariz, dedos abertos)
33B12|acusar
33B13|difamação, calúnia
33B14|comportamento ameaçador, desafiante
33B2|duelo
33B3|luta
33B31|luta com os punhos
33B32|pontapear
33B4|sequestro
33B41|rapto
33B5|inimigo
33B51|adversário
33B6|matar, assassínio ~ relações de agressividade
33B60|"Homicidio" (Ripa)
33B9|fuga, fugir; perseguir
33B90|"Fuga", "Fuga popolare", "Persecutione" (Ripa)
33B91|esconder, escondendo-se
33C|relações entre os sexos
33C1|influência nociva das mulheres, "femmes fatales"
33C11|Aristóteles e Fílis
33C12|Virgílio numa cesta
33C121|vingança de Virgílio: homens acendem velas atrás de Fílis
33C13|Alexandre e Candace
33C2|amantes; cortejar, namoriscar
33C21|cortejar
33C211|amor à primeira vista
33C2111|observar a pessoa amada a dormir
33C212|marcar uma hora
33C2121|amante com uma carta de amor
33C213|fazer uma serenata à pessoa amada
33C214|oferecer presentes à pessoa amada
33C2141|Dia dos Namorados
33C215|amante coroado com uma coroa de flores ou grinalda
33C216|um dos amantes sozinho (e.g. ansiando pela pessoa amada)
33C2161|amante (homem) sozinho (e.g. ansiando pela pessoa amada)
33C2162|amante (mulher) sozinha (e.g. ansiando pela pessoa amada)
33C217|amor secreto
33C2171|amor secreto descoberto
33C218|o despertar do amor 
33C219|relação amorosa mal sucedida; sedução
33C22|encontro de amantes
33C221|um dos amantes esperando pelo outro
33C222|homem (amante) entrando por uma janela
33C2221|amante hasteada(o) numa cesta
33C223|amantes fechados no local de encontro
33C224|entalhar um coração e iniciais num objecto, e.g. num tronco de árvore
33C2241|somente os sinais esculpidos (dos amantes)
33C225|separação, despedida (dos amantes)
33C226|encontro interrompido, os amantes apanhados de surpresa
33C2261|"look-out" (ficar de vigia) ~ encontro de amantes
33C2262|amantes espiados
33C227|amantes unidos por uma terceira pessoa
33C229|amante afugentado; descartado, rejeitado
33C2291|penico despejado de cima ~ afugentando o amante (indesejado)
33C23|amantes
33C231|(amantes) de braço dado
33C232|(amantes) beijando-se
33C2321|beijando a mão (amantes)
33C233|(amantes) abraçando-se, "symplegma"
33C234|(amantes) acariciando-se
33C2340|"Carezze amatorie" (Ripa)
33C235|discussão entre amantes
33C236|arrufo de amantes, desavença, amuo
33C239|fim de uma relação amorosa
33C29|os amigos invejosos; pessoas criticando ~ amantes
33C3|fazer a corte; perseguição; escolha difícil
33C31|fazer a corte
33C311|mulher em fuga (fazer a corte)
33C3111|mulher em fuga, deixando algo para trás (roupas, sapatos, etc.)
33C312|amante abandonando a mulher
33C3121|mulher abandonada
33C313|homem acusado por uma mulher que tinha rejeitado
33C314|homem em fuga (fazer a corte)
33C32|perseguindo uma mulher, rondando
33C321|rivalidade entre os homens pelo amor de uma mulher; "Rivalità" (Ripa)
33C3211|rivalidade entre as mulheres pelo amor de um homem; "andouille"
33C322|sacudindo os amantes de uma árvore, com uma vara
33C3221|sacudindo os amantes de uma árvore, ao lançar coisas
33C323|trabalhos perdidos do Amor (interferência bem sucedida de uma terceira pessoa)
33C3231|a terceira sorte
33C33|a escolha (difícil) ~ corte
33C331|examinando os candidatos
33C332|escolha (do parceiro) de olhos vendados
33C333|escolha entre riqueza e juventude
33C34|lotaria de casamento
33C341|encontro através do computador (ou on-line)
33C4|coito, coabitação, relação(ões) sexual(ais)
33C41|homem e mulher coabitando
33C411|cenas escabrosas, pornografia
33C412|"fellatio", felação
33C413|"cunnilingus", cunilíngua
33C42|defloração, perda da virgindade (e símbolos)
33C421|símbolos da perda da virgindade
33C4211|"la cruche cassée" (símbolos da perda da virgindade)
33C4212|gaiola aberta (símbolos da perda da virgindade)
33C43|depois da relação sexual
33C44|mulher perdida
33C45|contacto sexual ~ criança
33C451|pedofilia, contacto sexual entre adulto e criança
33C452|contacto sexual entre crianças
33C46|masturbação, onanismo
33C47|sexo em grupo
33C48|sodomia, contacto sexual entre humanos e animais
33C49|violação, violência
33C491|a vitima ~ violação, violência
33C5|prostituição
33C51|bordel
33C511|o homem é roubado (cena de bordel)
33C512|o homem roubado é expulso (cena de bordel)
33C52|rameira, prostituta
33C521|cortesã, hetera
33C5211|"Lais Corinthiaca"
33C53|cena em que se combina um encontro
33C531|alcoviteira
33C54|madame (cena de bordel)
33C55|chulo (cena de bordel)
33C551|proxeneta
33C56|solicitando na rua ~ prostituição
33C561|solicitando à janela ~ prostituição
33C57|tráfico de escravos brancos ~ prostituição
33C571|tráfico de crianças ~ prostituição
33C6|amor homossexual
33C61|pederastia, contacto sexual entre um homem e um rapaz
33C62|sodomia, contacto sexual entre homens
33C7|potência e impotência
33C71|castração
33C711|pessoa castrada
33C72|afrodisíacos
33C721|meios para preservar a potência
33C729|anafrodisíaco
33C8|amorosidade, desejo
33C81|castidade versus sensualidade
33C811|sensualidade
33C8110|"Libidine", "Voluttà" (Ripa)
33C812|castidade
33C8120|"Castità", "Pudicitia", "Vergogna honesta" (Ripa)
33C8121|cinto de castidade
33C8122|prova de castidade
33C813|defesa da castidade
33C82|amor divino versus amor terreno (amor sagrado versus amor profano)
33C83|amor cortês versus amor
33C84|amor cortês
33C85|amor livre
33C851|promiscuidade, fantasias de um mundo de amor livre
33C86|caçador de mulheres
33C861|"Don Juan" (caçador de mulheres)
33C862|Barba Azul
33C87|espreitando, voyeur
33C89|perversidades e aberrações sexuais; representações escatológicas
33C891|sadismo
33C8911|flagelação ~ perversidades sexuais
33C892|masoquismo
33C893|fetichismo 
33C9|Amor: "Frau Minne" e outras alegorias
33C91|personificação do Amor
33C911|"Frau Minne"
33C9111|"Frau Minne" atirando flechas
33C9112|"Frau Minne" preside uma recepção na corte
33C912|dança Moura, "Mauriskentanz"
33C92|castelo do Amor
33C93|jardim do Amor, tribunal do Amor, "fête galante"
33C931|"Ars amandi"
33C94|"Ile de Cythère"
33C941|embarque para Citera
33C942|embarque de Citera
33C95|origem do Amor; "Origine d'amore" (Ripa)
33C951|fonte do Amor, "Fons Amoris"
33C96|sacrifício por amor
33C97|Amor torturando o amante
33C971|amante apaixonado
33C99|Amor conquistado; "Amor Domato"' (Ripa)
33CC312|amante abandona a mulher - CC - amante abandona o homem
33CC3121|mulher abandonada - CC - homem abandonado
33CC32|perseguindo uma mulher, rondando - CC - perseguição de um homem
33CC321|rivalidade entre os homens pelo amor de uma mulher; "Rivalità" (Ripa) - CC - perseguição de um homem
33CC3211|rivalidade entre as mulheres pelo amor de um homem; "andouille" - CC - perseguição de um homem
33CC322|sacudindo os amantes de uma árvore, com uma vara - CC - perseguição de um homem
33CC3221|sacudindo os amantes de uma árvore, ao lançar coisas - CC - perseguição de um homem
33CC323|trabalhos perdidos do Amor (interferência bem sucedida de uma terceira pessoa) - CC - perseguição de um homem
33CC3231|a terceira sorte - CC - perseguição de um homem
33CC33|a escolha (difícil) ~ corte - CC - mulheres fazendo uma escolha
33CC331|examinando os candidatos - CC - mulheres fazendo uma escolha
33CC332|escolha (do parceiro) de olhos vendados - CC - mulheres fazendo uma escolha
33CC333|escolha entre riqueza e juventude - CC - mulheres fazendo uma escolha
33CC5|prostituição - CC - prostituição masculina
33CC51|bordel - CC - prostituição masculina
33CC511|o homem é roubado (cena de bordel) - CC - prostituição masculina
33CC512|o homem roubado é expulso (cena de bordel) - CC - prostituição masculina
33CC52|rameira, prostituta - CC - prostituição masculina
33CC521|cortesã, hetera - CC - prostituição masculina
33CC5211|"Lais Corinthiaca" - CC - prostituição masculina
33CC53|cena em que se combina um encontro - CC - prostituição masculina
33CC531|alcoviteira - CC - prostituição masculina
33CC54|madame (cena de bordel) - CC - prostituição masculina
33CC55|chulo (cena de bordel) - CC - prostituição masculina
33CC551|proxeneta - CC - prostituição masculina
33CC56|solicitando na rua ~ prostituição - CC - prostituição masculina
33CC561|solicitando à janela ~ prostituição - CC - prostituição masculina
33CC57|tráfico de escravos brancos ~ prostituição - CC - prostituição masculina
33CC571|tráfico de crianças ~ prostituição - CC - prostituição masculina
33CC6|amor homossexual - CC - amor homossexual entre mulheres: lesbianismo
33CC61|pederastia, contacto sexual entre um homem e um rapaz - CC - amor homossexual entre mulheres: lesbianismo
33CC62|sodomia, contacto sexual entre homens - CC - amor homossexual entre mulheres: lesbianismo
34|homem e animal
34A|domar e treinar animais
34A1|amizade entre homem e animal; acariciando, afago, festa
34A11|domar, domesticação de animais; animal domado ou domesticado
34A2|domando cavalos selvagens
34A21|domar usando a sela, freio, etc. ~ cavalos selvagens
34A22|treino de cavalos
34A3|treino de cães
34A31|treino de cão polícia
34A32|treino de cão-guia
34A33|treino de cão de caça
34A34|/treino de cão amestrado
34A4|ganhar dinheiro com animais (amestrados)
34A41|ganhar dinheiro com urso
34A42|ganhar dinheiro com macaco
34A43|ganhar dinheiro com porquinho-da-índia
34A44|ganhar dinheiro com outros animais
34A9|homem atormentando animal(ais)
34B|animais domesticos, mantidos dentro e fora de casa
34B1|animais domésticos, mantidos dentro de casa
34B11|cão
34B11(...)|cão (com NOME da raça)
34B111|coleira (de um cão)
34B112|cão com osso
34B113|cão de guarda, cão que guarda
34B114|passear o cão
34B12|gato
34B12(...)|gato (com NOME da raça)
34B121|gato e rato
34B13|aves domésticas (dentro de casa)
34B131|ave numa gaiola
34B132|aves numa gaiola grande, aviário
34B133|ave num fio ou corda
34B2|animais domésticos mantidos fora de casa
34B21|galinheiro
34B211|lago
34B22|mamíferos domésticos mantidos fora de casa
34B23|aves domésticas mantidas fora de casa
34B231|pombas, pombos
34B2311|pombal
34B232|aves domésticas (galo, galinha, frango, etc.)
34B2321|capoeira, galinheiro
34B233|aves aquáticas domésticas
34B2331|cisnes (aves aquáticas domésticas)
34B2332|gansos (aves aquáticas domésticas)
34B2333|patos (aves aquáticas domésticas)
34B3|anfíbios como animais domésticos
34B31|terrário
34B4|peixes como animais domésticos
34B41|aquário
34B411|aquário (bola esférica de vidro para peixes)
34B42|lago para peixes (no jardim)
34C|protecção dos animais
34C1|alimentando animais selvagens
34C11|alimentando animais selvagens no Inverno
34C12|dar água aos animais selvagens em tempo de seca
34C2|dar abrigo a animais selvagens
34C21|cuidando de aves
34C211|ninho artificial
34C212|casa de pássaros
34C3|reserva natural, parque nacional
34C31|vedação (reserva natural)
34C32|cerca (reserva natural)
34C4|defendendo animais dos maus-tratos
34C41|organizações para a defesa dos animais
34C5|veterinário
34D|controle e erradicação de animais prejudiciais
34D1|erradicação de mamíferos prejudiciais
34D11|erradicação de ratos
34D111|ratoeira
34D12|desratização
34D121|vendedor de veneno para ratos
34D122|exterminador de ratos
34D123|métodos modernos de erradicação
34D2|afugentando aves
34D21|espantalho
34D3|erradicação de insectos prejudiciais
34D31|desinfestação (de moscas)
34D311|mata-moscas
34D312|papel mata-mosca
34D32|controlo de mosquitos (praga)
34D321|rede contra mosquitos, mosquiteiro
34D322|fumo, pote de fumaça ~ desinfestação (de insectos)
34D4|controlo e erradicação de outros animais prejudiciais
34D5|métodos modernos de erradicação de animais de prejudiciais
34D51|pulverização de soluções químicas (métodos modernos de erradicação de animais de prejudiciais)
34E|animais em cativeiro
34E1|animais selvagens perigosos ~ animais em cativeiro
34E11|covil dos leões
34E12|cova do urso
34E2|colecção de animais
34E21|animais de circo
34E22|jardim zoológico, zoo, visto como o lugar onde animais não domésticos são mantidos
34E23|tratadores ~ jardim zoológico
34E3|animais amarrados
34F|homem e animal (selvagem)
34F1|animais ameaçando o homem
34F11|homem lutando com animais
34F111|homem lutando com animais como variante ornamental, com animais colocados de forma antitética (sobretudo leões)
34F12|homem matando um animal
34F13|animal matando um homem
34F14|(cadáver de) um homem comido por animais
34F2|animal cuidadando de um homem
34F21|animal cuidadando de uma criança abandonada
34G|homem disfarçado de animal
35|pastorais, cenas arcadianas
36|homem e o ambiente
36A|conservação ambiental, protecção
36A1|limpeza ambiental
36B|destruição ambiental
