5|Ideias e conceitos abstractos
73D7742|soldados guardam o sepulcro de Cristo
73D78|estruturas (arquitectónicas) que representam ou simbolizam o Santo Sepulcro
73D8|os instrumentos da Paixão e as cinco feridas (chagas)
73D81|"Arma Christi"
73D811|"Arma Christi" ~ Cristo
73D82|instrumentos individuais da Paixão
73D82(...)|instrumentos individuais da Paixão (com NOME)
73D82(COCK ON COLUMN)|galo na coluna ~ instrumentos da Paixão
73D82(COLUMN)|coluna (da flagelação) ~ instrumentos da Paixão
73D82(CROSS)|cruz ~ instrumentos da Paixão
73D82(CROWN OF THORNS)|coroa de espinhos ~ instrumentos da Paixão
73D82(FOOTPRINTS OF CHRIST)|pegadas de Cristo ~ instrumentos da Paixão
73D82(HEAD OF JUDAS)|cabeça de Judas ~ instrumentos da Paixão
73D82(LANCE)|lança ~ instrumentos da Paixão
73D82(NAILS)|pregos ~ instrumentos da Paixão
73D82(REED)|cana ~ instrumentos da Paixão
73D82(SHROUD)|sudário ~ instrumentos da Paixão
73D83|as cinco chagas de Cristo: coração (ferida lateral), mãos e pés
73D831|a ferida no ombro de Cristo
73D9|Cristo no submundo, os tormentos do inferno, Cristo no Limbo, "descensus ad inferos", "Anastasis"
73D91|Cristo chega à entrada do Inferno e parte a porta
73D92|Cristo entra no inferno
73D93|Cristo vitorioso sobre os poderes disbólicos
73D931|Cristo prega no Inferno
73D932|Cristo apunhala Satanás com uma lança ou uma cruz
73D933|Cristo pisa o(s) demónio(s)
73D934|Satanás agrilhoado ~ Cristo no inferno
73D94|Cristo deixa o Inferno: liberta os patriarcas, profetas, reis e outras personagens, entre os quais Adão, Eva, Moisés, David e João Baptista
73D95|chegada triunfal de Cristo e dos que redimiu ao paraíso; são recebidos por Maria, Enoque e Elias, ou pelo bom ladrão
73D951|o bom ladrão carrega a sua cruz para o paraíso
73DD55|o erguer da cruz: Cristo é pregado na cruz, que está deitada no chão - DD - três cruzes
73DD551|a cruz na qual Cristo é pregado, é erguida - DD - três cruzes
73DD56|o erguer da cruz: elevação da cruz (sem Cristo) - DD - três cruzes
73DD561|Cristo sobe para a cruz (com a ajuda de uma escada) - DD - três cruzes
73DD562|Cristo é pregado na cruz já erguida - DD - três cruzes
73DD61|representações dos vários episódios no Gólgota durante a permanência de Cristo na cruz; nenhum episódio em especial é destacado - DD - apenas Cristo na cruz
73DD611|a(s) cruz(es) a meia distância - DD - apenas Cristo na cruz
73DD612|a(s) cruz(es) em fundo - DD - apenas Cristo na cruz
73DD62|representações da morte de Cristo na cruz, com destaque para um episódio particular ou palavra de Cristo (até à morte de Cristo) - DD - apenas Cristo na cruz
73DD621|"Pai, perdoa-lhes ..." ~ palavras de Cristo na cruz - DD - apenas Cristo na cruz
73DD622|soldados lançando os dados pela posse da túnica de Cristo ~ morte de Cristo na cruz - DD - apenas Cristo na cruz
73DD623|espectadores, normalmente incluindo sacerdotes e escribas, insultam Cristo ~ Cristo na cruz - DD - apenas Cristo na cruz
73DD624|um ou ambos os ladrões insultam Cristo - DD - apenas Cristo na cruz
73DD6241|"hoje estarás comigo no paraíso" ~ palavras de Cristo na cruz - DD - apenas Cristo na cruz
73DD625|espectadores aos pés da cruz, entre os quais Maria, Maria Madalena e João Evangelista; Maria pode ser representada desfalecida - DD - apenas Cristo na cruz
73DD6251|"mulher, eis o teu filho ..." ~ palavras de Cristo na cruz - DD - apenas Cristo na cruz
73DD626|o céu escurece a partir da sexta hora até à nona hora (representado por um eclipse solar) ~ morte de Cristo - DD - apenas Cristo na cruz
73DD6261|"meu Deus, meu Deus, por que me abandonaste?" ~ palavras de Cristo na cruz - DD - apenas Cristo na cruz
73DD6262|espectadores escarnecem de Cristo ~ palavras de Cristo na cruz - DD - apenas Cristo na cruz
73DD627|"tenho sede" ~ palavras de Cristo na cruz - DD - apenas Cristo na cruz
73DD6271|um dos soldados (Stefaton) oferece a Cristo uma esponja embebida em vinagre, na ponta de uma cana ou uma lança - DD - apenas Cristo na cruz
73DD62711|Longino trespassa o peito de Cristo; Stefaton oferece vinagre a Cristo - DD - apenas Cristo na cruz
73DD628|"tudo está consumado" ~ palavras de Cristo na cruz - DD - apenas Cristo na cruz
73DD629|"Pai, nas tuas mãos entrego o meu espírito" ~ palavras de Cristo na cruz - DD - apenas Cristo na cruz
73DD6291|Cristo, dá um grito forte e morre - DD - apenas Cristo na cruz
73DD63|morte de Cristo na cruz, em que um momento específico é destacado (logo após a morte de Cristo) - DD - apenas Cristo na cruz
73DD631|o centurião confessa a sua fé em Cristo; por vezes os soldados fazem o mesmo - DD - apenas Cristo na cruz
73DD632|os discípulos de Cristo e as mulheres deixam o Gólgota - DD - apenas Cristo na cruz
73DD633|Longino perfura o peito de Cristo com uma lança - DD - apenas Cristo na cruz
73DD634|os soldados quebram as pernas dos ladrões com paus - DD - apenas Cristo na cruz
73DD64|Cristo crucificado, com personagens específicas aos pés da cruz - DD - As três cruzes
73DD641|Cristo crucificado com Maria e João em cada um dos lados da cruz; a Santa Cruz - DD - as três cruzes
73DD6411|Maria e João juntos; por vezes Maria desfalece ~ Cristo crucificado - DD - as três cruzes
73DD642|Cristo crucificado com Maria Madalena, que normalmente chora e abraça a cruz - DD - as três cruzes
73DD643|Cristo crucificado com Maria, João e Maria Madalena - DD - as três cruzes
73DD644|Cristo crucificado com Stefaton e/ou Longino - DD - as três cruzes
73DD645|Cristo crucificado com Maria, João, Stefaton e Longino - DD - as três cruzes
73DD646|Cristo crucificado com outras personagens - DD - as três cruzes
73DD65|representações de Cristo na cruz associadas a outros episódios da Paixão - DD - as três cruzes
73DD651|Cristo na cruz; exclusivamente com cenas que precedem a crucificação - DD - as três cruzes
73DD652|Cristo na cruz; exclusivamente com cenas que sucedem à crucificação - DD - as três cruzes
73E|da Ressurreição ao Pentecostes (Mateus 28; Marcos 16; Lucas 24; João 20-21; Actos 1, 3-11); a morte de Maria e José
73E1|Ressurreição de Cristo
73E11|episódios imediatamente anteriores à Ressurreição
73E111|a mão de Deus desperta Cristo
73E112|anjo(s) abre(m) o túmulo de Cristo, e.g.: fazendo rolar a pedra
73E113|David perto do túmulo de Cristo
73E12|Cristo, normalmente com o estandarte na mão, levanta-se do sepulcro; muitas vezes são representados soldados a dormir e/ou assustados
73E121|Cristo move a tampa do sarcófago ~ Ressurreição
73E1211|a tampa do sarcófago é aberta por um anjo ~ Ressurreição de Cristo
73E122|Cristo, parcialmente visível, de pé no sarcófago aberto
73E123|Cristo sai do túmulo
73E1231|Cristo atravessa a porta fechada do templo
73E13|episódios imediatamente após a Ressurreição
73E131|Cristo de pé sobre ou perto do sepulcro ~ episódios que ocorrem após a Ressurreição
73E132|Cristo sentado (entronizado) sobre o sepulcro
73E133|Cristo suspenso no ar sobre ou perto do sepulcro
73E14|representações simbólicas da Ressurreição
73E15|Cristo ressuscitado (com feridas, mas sem a coroa de espinhos), por vezes segurando a cruz
73E16|os soldados aterrorizados e/ou a dormir junto ao sepulcro de Cristo
73E161|os anciãos subornam os soldados com dinheiro ~ Ressurreição de Cristo
73E162|os soldados a dormir junto ao sepulcro de Cristo
73E2|o sepulcro vazio ~ Ressurreição de Cristo
73E21|anjo(s) no ou junto do sepulcro de Cristo vazio 
73E22|as santas mulheres (as três Marias) a caminho ou no sepulcro, para ungir o corpo de Cristo
73E23|anjo(s) fala(m) com as santas mulheres ~ Ressurreição de Cristo
73E231|anjo(s) fala(m) com Maria Madalena ~ Ressurreição de Cristo
73E232|Maria Madalena envolta na mortalha (sudário) de Cristo
73E24|as santas mulheres contam aos apóstolos sobre o sepulcro vazio ~ Ressurreição de Cristo
73E25|João, Pedro e Maria Madalena aproximam-se do sepulcro aberto de Cristo aberto
73E251|Pedro e/ou João asseguram-se que o túmulo de Cristo está vazio
73E3|aparições de Cristo após a Ressurreição
73E31|Maria Madalena ajoelhada perante Cristo, que é normalmente representado como um jardineiro com uma enxada e/ou a pá; "Noli me tangere"
73E32|Cristo, que pode ser representado vestido de peregrino, aparece a sua mãe, que normalmente é representada a rezar
73E321|Cristo e Maria abraçados ~ após a Ressurreição
73E33|Cristo aparece às santas mulheres, normalmente as três Marias
73E34|no caminho de Emaús: dois discípulos (Cléofas e Pedro) na estrada
73E341|Cléofas e Pedro encontram Cristo (por vezes estão vestidos como peregrinos)
73E342|Cléofas e Pedro chegam à porta da cidade de Emaús, ou a uma pousada; convidam Cristo a ficar
73E3421|os discípulos Pedro e Cléofas impedem Cristo de continuar o caminho, segurando-lhe na roupa ~ viagem para Emaús
73E343|a ceia de Emaús: os discípulos reconhecem Cristo quando ele abençoa e parte o pão
73E344|Cristo desaparece ~ ceia de Emaús
73E3441|os dois discípulos, Cléofas e Pedro à mesa sem Cristo ~ ceia de Emaús
73E345|Cléofas e Pedro regressam a Jerusalém
73E3451|Cléofas e Pedro informam os apóstolos ~ regresso de Emaús para Jerusalém
73E35|Cristo aparece aos apóstolos (reunidos, de portas fechadas)
73E351|Cristo à mesa com os apóstolos ~ após a Ressurreição
73E3511|os apóstolos levam comida a Cristo
73E352|Cristo mostra as suas feridas (chagas) aos apóstolos
73E353|Cristo abençoa os apóstolos ~ após a Ressurreição
73E354|Cristo respira sobre os apóstolos (por vezes da boca de Cristo sai uma pomba)
73E355|Cristo exorta os apóstolos a permanecer em Jerusalém
73E36|a incredulidade de Tomé
73E361|os apóstolos contam a Tomé que tinham visto o Senhor; Tomé duvida
73E362|Cristo aparece novamente aos apóstolos (Tomé está presente)
73E363|Cristo mostra suas feridas (chagas) a Tomé
73E364|Tomé toca ou estende a mão para tocar a chaga lateral de Cristo, por vezes Cristo guia a mão de Tomé
73E3641|Cristo com os braços abertos ~ incredulidade de Tomé
73E3642|Cristo abraça Tomé
73E36421|Tomé coloca as mãos sobre os ombros de Cristo
73E365|Tomé toca nas feridas (chagas) das mãos de Cristo
73E366|Cristo adverte Tomé e os apóstolos
73E37|aparição de Cristo no lago de Genesaré (Mar da Galiléia, Lago de Tiberíades): pesca milagrosa (após a Ressurreição)
73E371|Cristo, na margem, ordena aos apóstolos que lancem as suas redes para o lado direito do barco
73E372|quando a rede se enche de peixes, João reconhece o Senhor ~ aparição de Cristo no lago de Genesaré
73E373|Pedro salta para o mar e nada ou dirige-se para Cristo
73E3731|Pedro caminhando sobre as águas em direção a Cristo, que está na margem
73E374|o pescado é levado para terra: Pedro arrasta a rede pesada cheia de peixes ~ lago de Genesaré
73E375|Cristo distribui peixe e pão pelos apóstolos
73E376|missão de Pedro ("Pasce oves meas"): Cristo aponta para uma ovelha, Pedro pode ser representado com as chaves na mão
73E3761|Cristo guia Pedro pela mão uma catedral
73E38|outras aparições de Cristo antes da Ascensão 
73E381|Cristo aparece a Pedro penitente numa caverna
73E4|Cristo e os apóstolos no Monte das Oliveiras
73E41|cenas que precedem a Ascensão
73E411|missão dos apóstolos após a Ressurreição
73E412|Cristo ensina ou fala aos apóstolos
73E413|Cristo abençoa os apóstolos no Monte das Oliveiras
73E42|a Ascensão (Cristo rodeado por uma luz brilhante ou numa mandorla)
73E421|Cristo sobe ao céu, segurando a mão de Deus ou com a ajuda de anjo(s)
73E422|Cristo nas alturas, no céu ~ Ascensão
73E4221|Cristo ascende ao céu suportado por anjos ~ Ascensão
73E423|Cristo envolto por uma nuvem ~ Ascensão
73E424|Cristo num carro ~ Ascensão
73E425|Cristo quase desaparece: apenas os pés ainda são visíveis ~ Ascensão
73E426|Cristo ascende ao céu, enquanto os apóstolos estão sentados a uma mesa (~ Marcos 16, 14-19)
73E427|Cristo ascende ao céu; apóstolos (e Maria) estão em baixo
73E43|anjo(s) fala(m) com os apóstolos e, possivelmente, com outras testemunhas da Ascensão
73E44|as pegadas de Cristo no Monte das Oliveiras ~ Ascensão
73E5|Pentecostes: o Espírito Santo desce sobre (Maria e) os apóstolos, por vezes Paulo e/ou representantes das nações estão presentes (Actos 2, 1-4)
73E51|o Espírito Santo emana de Deus Pai (ou Deus Pai está presente)
73E52|o Espírito Santo emana de Cristo
73E53|o Espírito Santo emana do trono vazio de Cristo
73E54|o Espírito Santo emana de Deus Pai e de Cristo
73E6|os apóstolos, inspirados pelo Espírito Santo, dirigem-se aos representantes das nações ~ Pentecostes (Actos 2, 5-41)
73E61|discurso de Pedro
73E62|Pedro e os outros apóstolos baptizam
73E63|os apóstolos despedem-se, e partem em todas as direções
73E7|morte de Maria, assunção e coroação (por vezes estão presentes algumas das "filhas dos hebreus")
73E71|o anúncio da morte de Maria por um anjo (Gabriel), com um ramo de palma (palmeira)
73E711|oração de Maria (normalmente num jardim) ~ anúncio da morte de Maria
73E712|Maria em conversa com as virgens ~ anúncio da morte de Maria
73E72|o encontro milagroso dos apóstolos: cada um deles é levado numa nuvem até ao leito de morte de Maria
73E73|Maria recebe a última comunhão de Cristo ou de João Evangelista
73E74|a dormição: Maria no leito de morte; os apóstolos estão reunidos em seu redor (João Evangelista pode ser representado a dormir ou a sonhar)
73E741|Cristo aparece e leva a alma de Maria ("assumptio animae")
73E7411|conversação entre Cristo e Maria ~ dormição
73E742|outras representações ~ morte de Maria, e.g.: Maria ajoelhada ao lado da cama
73E75|sepultura de Maria
73E751|o cortejo fúnebre ~ morte de Maria
73E7511|o sumo sacerdote Jeconias é punido por tentar derrubar o caixão; as suas mãos ficam coladas ao caixão
73E752|os apóstolos vigiam o túmulo de Maria
73E76|Cristo ressuscita Maria dos mortos
73E77|a assunção de Maria ("assumptio corporis"): Maria é levada para o céu por anjos
73E771|o sarcófago de Maria cheio de flores
73E772|Maria deixa cair o seu cinto nas mãos de Tomé ~ assunção
73E78|assunção de Maria associada à sua coroação
73E79|coroação de Maria no céu (normalmente a Trindade está presente)
73E791|coroação de Maria por Deus Pai
73E792|coroação de Maria por Cristo
73E793|coroação de Maria por Deus Pai e por Cristo
73E794|coroação de Maria por Cristo e pelo Espírito Santo
73E795|coroação de Maria por um ou mais anjos
73E8|morte e coroação de José
73E81|José no seu leito de morte; Cristo e Maria estão presentes
73E82|coroação de José no céu
73EE1|Ressurreição de Cristo - EE - o túmulo fechado (com os selos intactos)
73EE11|episódios imediatamente anteriores à Ressurreição - EE - o túmulo fechado (com os selos intactos)
73EE111|a mão de Deus desperta Cristo - EE - o túmulo fechado (com os selos intactos)
73EE112|anjo(s) abre(m) o túmulo de Cristo, e.g.: fazendo rolar a pedra - EE - o túmulo fechado (com os selos intactos)
73EE113|David perto do túmulo de Cristo - EE - o túmulo fechado (com os selos intactos)
73EE12|Cristo, normalmente com o estandarte na mão, levanta-se do sepulcro; muitas vezes são representados soldados a dormir e/ou assustados - EE - o túmulo fechado (com os selos intactos)
73EE121|Cristo move a tampa do sarcófago ~ Ressurreição - EE - o túmulo fechado (com os selos intactos)
73EE1211|a tampa do sarcófago é aberta por um anjo ~ Ressurreição de Cristo - EE - o túmulo fechado (com os selos intactos)
73EE122|Cristo, parcialmente visível, de pé no sarcófago aberto - EE - o túmulo fechado (com os selos intactos)
73EE123|Cristo sai do túmulo - EE - o túmulo fechado (com os selos intactos)
73EE1231|Cristo atravessa a porta fechada do templo - EE - o túmulo fechado (com os selos intactos)
73EE13|episódios imediatamente após a Ressurreição - EE - o túmulo fechado (com os selos intactos)
