4|Société, Civilisation, Culture
49C41|troubles, interruption de débat philosophique
49D|mathématiques
49D0|'Mathematica'; 'Mathematica' (Ripa)
49D1|arithmétique
49D11|chiffres
49D11(...)|chiffres (avec NOMBRE)
49D11(10)|chiffres : 10
49D11(1095)|chiffres : 1095
49D11(11)|chiffres : 11
49D11(12)|chiffres : 12
49D11(13)|chiffres : 13
49D11(16)|chiffres : 16
49D11(2)|chiffres : 2
49D11(3)|chiffres : 3
49D11(4)|chiffres : 4
49D11(5)|chiffres : 5
49D11(6)|chiffres : 6
49D11(666)|chiffres : 666
49D11(7)|chiffres : 7
49D11(8)|chiffres : 8
49D11(9)|chiffres : 9
49D110|symbolisme des chiffres
49D12|opérations fondamentales de l'arithmétique
49D121|addition
49D1211|série de Fibonacci (1, 2, 3, 5, 8, 13, 21, ...)
49D122|soustraction
49D123|multiplication
49D124|division
49D13|systèmes de calcul arithmétique
49D131|numérotation décimale
49D132|numérotation binaire
49D133|autres systèmes de calcul arithmétique
49D2|algèbre et statistique
49D21|formule algébrique, équation, etc.
49D22|diagramme, graphique, courbe de statistique; pictogramme, etc.
49D3|planimétrie, géométrie
49D30|'Planimetria', 'Ichonografia' (Ripa)
49D31|point (~ planimétrie, géométrie)
49D32|ligne (~ planimétrie, géométrie)
49D321|ligne droite (~ planimétrie, géométrie)
49D3211|lignes intersectées
49D3212|angle
49D3213|lignes parallèles
49D3214|Nombre d'or, section dorée, 'sectio aurea'
49D322|ligne courbe
49D3221|ligne courbe irrégulière
49D3222|ligne courbe régulière, ligne de Beauté
49D3223|spirale (planimétrie, géométrie)
49D33|triangle (planimétrie, géométrie)
49D331|tringle isocèle
49D332|triangle équilatéral
49D333|triangle à angles droits
49D34|quadrilatère (planimétrie, géométrie)
49D341|quadrilatère irrégulier
49D342|quadrilatère régulier
49D342(...)|quadrilatère régulier (avec NOM)
49D342(RHOMBUS)|quadrilatère régulier: rhombe, losange
49D342(SQUARE)|quadrilatère régulier : carré
49D35|polygone (planimétrie, géométrie)
49D351|polygone irrégulier
49D352|polygone régulier
49D352(...)|polygone régulier (avec NOMBRE de côtés)
49D352(6)|polygone régulier : hexagone
49D352(8)|polygone régulier : octogone
49D36|cercle (planimétrie, géométrie)
49D361|segment de cercle
49D362|quadrature du cercle
49D363|circonférence d'un cercle
49D364|rayon d'un cercle
49D365|centre d'un cercle
49D366|diamètre d'un cercle
49D37|section conique (planimétrie, géométrie)
49D371|ellipse
49D372|parabole
49D373|hyperbole
49D38|autres figures planimétriques non mentionnées ou impliquées ci-dessus
49D4|stéréométrie, géométrie des solides
49D40|'Sterometria'; 'Sterometria' (Ripa
49D41|les cinq solides de Platon (les uns dans les autres)
49D42|coin ~ stéréométrie
49D421|arête ~ stéréométrie
49D43|prisme ~ stéréométrie
49D431|prisme triangulaire
49D432|prisme quadrangulaire
49D433|parallélépipède
49D44|pyramide ~ stéréométrie
49D441|pyramide triangulaire
49D442|pyramide quadrangulaire
49D45|polyèdre régulier
49D451|tétraèdre
49D452|hexaèdre, cube
49D453|octaèdre
49D454|dodécaèdre
49D455|icosaèdre
49D456|autres polyèdres
49D46|cylindre ~ stéréométrie
49D461|hélice, spirale à trois dimensions
49D47|cône ~ stéréométrie
49D471|cône tronqué
49D48|sphère, globe ~ stéréométrie
49D481|ellipsoïde de révolution
49D5|tracer des figures, mesurer, calculer
49D51|figure (mathématique)
49D511|instruments pour tracer des figures
49D511(...)|instruments pour tracer des figures (avec NOM)
49D511(PROTRACTOR)|instruments pour tracer des figures : rapporteur
49D511(RULER)|instruments pour tracer des figures : règle
49D5111|compas
49D5112|équerre (instruments pour tracer des figures)
49D52|mesurer
49D521|instruments de mesure
49D521(...)|instruments de mesure (avec NOM)
49D53|compter, calculer
49D531|instruments de calcul
49D531(...)|instruments de calcul (avec NOM)
49D5311|abaque, tablette à calculer
49D5312|boulier-compteur, comptoir, table de comptoir
49D5313|tapis de comptoir
49D5314|jeton, monnaie de compte
49D54|ordinateur, calculatrice
49D541|portatif, ordinateur portable
49D542|ordinateur tablette
49D6|autres branches des mathématiques
49D61|théorie des ensembles
49D62|géométries non euclidiennes
49D63|géométrie multidimensionnelle
49D64|trigonométrie, polygonométrie
49D65|géométrie descriptive
49D7|perspective mathématique
49D70|'Perspective' (allég.); 'Prospetiva' (Ripa)
49D71|anamorphose
49E|science et technologie
49E1|astronomie (et cosmographie)
49E10|'Astronomia', 'Cosmografia'; 'Cosmografia' (Ripa)
49E11|instruments d'astronomie
49E111|observatoire (~ astronomie)
49E112|radiotélescope (~ astronomie)
49E12|carte du ciel, carte stellaire
49E121|globe céleste
49E122|sphère armillaire
49E123|planétarium
49E13|théories cosmologiques
49E131|géocentrisme (cosmologie)
49E132|héliocentrisme (cosmologie)
49E133|théorie de l'univers en expansion (cosmologie)
49E1331|théorie du Big Bang (cosmologie)
49E2|la physique et la mécanique
49E21|la physique
49E210|'Fisica' (Ripa)
49E211|principes généraux de la physique
49E2111|théorie de la relativité
49E212|théorie des quanta
49E22|la mécanique
49E220|'Mecanica' (Ripa)
49E221|dynamique, cinétique
49E2211|travail, friction ~ mécanique
49E222|gravitation
49E2221|pendule, théorie pendulaire
49E2222|balistique, mouvements des projectiles
49E223|hydraulique, mouvements des liquides
49E224|théorie cinétique des gaz, aérodynamique
49E2241|physique du vide
49E23|thermodynamique
49E24|acoustique
49E25|optique
49E251|instruments d'optique
49E2511|lentille
49E25111|lentille concave, verre ardent, qui enflamme
49E2512|microscope
49E2513|jumelles, longue-vue, etc.
49E2514|télescope
49E2515|stéréoscope
49E252|réfraction (optique)
49E253|prisme (instrument d'optique)
49E2531|les sept couleurs prismatiques
49E254|miroir concave, miroir ardent
49E255|grandissement
49E26|électromagnétisme, électrodynamique
49E27|physique nucléaire, atomique et moléculaire
49E271|particules élémentaires ~ physique nucléaire, atomique et moléculaire
49E2711|modèles ~ structure moléculaire, etc.
49E272|radioactivité
49E2721|mesures de protection contre la radioactivité
49E273|réaction nucléaire
49E3|chimie
49E31|symboles chimiques
49E32|chimie inorganique
49E33|chimie organique
49E39|alchimie
49E391|alchimiste au travail
49E3911|alchimiste essaiant de faire de l'or
49E3912|alchimiste à la recherche de la Pierre Philosophale
49E3913|alchimiste échoue au travail
49E392|symboles alchimiques
49E393|équipement alchimique
49E3931|vaisselle alchimique
49E3931(...)|
49E39311|bouteilles (ampullae)
49E39311(...)|bouteilles (ampulla) (avec NOM)
49E39311(OVUM PHILOSOPHICUM)|bouteille: oeuf philosophique (ovum philosophicum)
49E39312|fioles (cucurbitae)
49E39312(...)|fioles (cucurbitae) (avec NOM)
49E39313|pots, bocaux (ollae)

49E39313(...)|
49E3932|four alchimique
49E3932(...)|four alchimique (avec NOM)
49E3932(ASSAY FURNACE)|four pour coupellation
49E3932(ATHANOR)|athanor
49E3933|bain alchimique (balneum)
49E3939|autre équipement alchimique
49E3939(...)|autre équipement alchimique (avec NOM)
49E394|substances alchimiques
49E3941|Soufre ~ substances alchimiques
49E3942|Mercure ~ substance alchimique
49E39421|Mercure Philosophique ~ substance alchimique
49E394211|Oiseau d'Hermès
49E3943|Sal ~ substances alchimiques
49E3944|Prima Materia
49E3945|La Pierre Philosophale (Lapis philosophorum)
49E39451|Quintessence
49E39452|la Pierre Blanche
49E39453|la Pierre Rouge
49E3946|Elixir Vitae
49E39461|Panacea ~ substance alchimique
49E3949|autres substances
49E3949(...)|autres substances (avec NOM)
49E3949(ANTIMONY)|autres substances: antimoine
49E3949(SAL AMMONIAC)|autres substances: sal ammoniaque
49E3949(VITRIOL)|autres substances: vitriol
49E395|processus alchimiques
49E3951|Magnum opus: les quatre étapes originales de la transmutation
49E39511|nigredo (oeuvre au noir)
49E39512|albedo (oeuvre au blanc)
49E39513|citrinitas (oeuvre au jaune)
49E39514|rubedo (oeuvre au rouge)
49E3952|Magnum opus: étapes supplémentaires de la transmutation
49E3952(...)|Magnum opus: étapes supplémentaires de la transmutation (avec NOM)
49E3952(CALCINATION)|étapes supplémentaires: calcination
49E3952(CIBATION)|étapes supplémentaires: cibation

49E3952(COAGULATION)|étapes supplémentaires: coagulation (fixation)
49E3952(CONJUNCTION)|étapes supplémentaires: conjonction (mariage chimique)
49E3952(DISTILLATION)|étapes supplémentaires: distillation (destillatio)
49E3952(EXALTATION)|étapes supplémentaires: exaltation
49E3952(MULTIPLICATION)|étapes supplémentaires: multiplication
49E3952(PROJECTION)|étapes supplémentaires: projection
49E3952(PUTREFACTION)|étapes supplémentaires: putréfaction (fermentation)
49E3952(SEPARATION)|étapes supplémentaires: séparation ou division
49E3952(SOLUTION)|étapes supplémentaires: solution (dissolution)
49E3952(SUBLIMATION)|étapes supplémentaires: sublimation
49E3953|plusieurs procédés combinés
49E3954|interaction ou réaction entre les substances alchimiques
49E39541|inversion des propriétés chimiques (par ex. de l'humide au sec)
49E39542|l'évaporation du solvant
49E39543|interaction entre (paires de) contraires
49E395431|Mercure et Soufre ~ Lune et Sol
49E4|cristallographie
49E5|géologie
49E51|minéralogie
49E6|météorologie
49E61|observatoire de météorologie
49E7|technologie
49E71|ingénierie
49E8|laboratoire
49E81|appareils et équipement de laboratoire
49E811|appareil courant de laboratoire, utilisé pour des démonstrations
49E9|expérience, test ~ science et technologie
49E91|invention, découverte ~ science et technologie
49F|biologie
49F1|botanique
49F11|jardin botanique, 'hortus botanicus'
49F12|herbier
49F2|zoologie
49F21|zoologie expérimentale
49F22|paléontologie
49F3|anthropologie
49F31|craniologie
49G|médecine, science médicale
49G0|'Medecina', représentations allégoriques ~ médecine; 'Medecina' (Ripa)
49G01|symbole, emblème ~ médecine
49G011|bâton serpentaire ~ emblème médical
49G012|pentagone (symbole médical)
49G1|docteur en médecine, médecin
49G11|barbier, chirurgien
49G12|(barbier) dentiste
49G13|ophtalmologue
49G2|malade, patient
49G21|lit de malade
49G211|rendre visite au malade; malade en compagnie d'autres personnes
49G22|soigner les malades
49G23|guérison de malade
49G231|guérison miraculeuse
49G232|(guérir par) imposition des mains
49G233|guérison spirituelle
49G24|donner, prendre des médicaments
49G25|rétablissement, convalescence d'un malade
49G251|malade détériorant
49G26|faire semblant d'être malade
49G29|hypochondriaque
49G3|examen, traitement médical
49G31|examen, diagnose; médecin parlant à son patient
49G311|examen, analyse d'urine
49G3111|urinal (et corbeille)
49G312|prendre la température du patient
49G3121|courbe de la température
49G313|examiner la langue du patient
49G314|ausculter le patient au stéthoscope
49G315|percuter le corps ~ exploration médicale
49G3151|choc sur le genou ~ percussion médicale
49G316|prendre le pouls
49G317|médecin écrivant (ordonnance)
49G32|antiseptiques
49G321|panser, mettre un bandage
49G3211|pansement, bandage
49G322|traitement par immobilisation, écharpe, éclisse, attelle, plâtre, etc.
49G33|purger
49G331|lavement, clystère
49G34|saignement, saignée, p.ex. : à l'aide de ventouses
49G341|saignement, saignée à l'aide de sangsues
49G342|saigneur, personne qui pratique des saignées
49G35|opération, chirurgie
49G350|'Chirurgia'
49G351|salle d'opérations
49G352|narcose
49G353|amputation
49G3531|prothèse
49G359|instruments médicaux
49G359(...)|instruments médicaux (avec NOM)
49G354|transplantation ~ chirurgie
49G359|instruments médicaux
49G359(...)|instruments médicaux (avec NOM)
49G36|cure d'eau
49G361|station thermale, ville d'eau
49G37|injection ~ médecine
49G371|vaccination
49G372|infusion ~ médecine
49G373|transfusion sanguine
49G38|électrothérapie, radiothérapie
49G381|examen aux rayons X
49G39|massage ~ traitement médical
49G4|hôpital, clinique
49G41|salle d'hôpital; chambre d'hôpital
49G42|rendre visite au malade à l'hôpital
49G43|infirmière ~ hôpital
49G431|infirmier ~ hôpital
49G44|transport des malades
49G441|ambulance
49G5|institutions spécialisées
49G51|établissement hospitalier pour maladies contagieuses
49G511|quarantaine
49G52|asile d'aliénés, hôpital psychiatrique
49G6|recherche médicale, branches de la médecine
49G61|physiologie et anatomie
49G611|physiologie et anatomie ~ circulation du sang
49G612|physiologie et anatomie ~ système respiratoire
49G613|physiologie et anatomie ~ nutrition, digestion
49G6131|dentisterie
49G614|physiologie et anatomie ~ peau
49G615|physiologie et anatomie ~ système endocrinien
49G616|physiologie et anatomie ~ système urogénital
49G6161|gynécologie, obstétrique
49G617|physiologie et anatomie ~ système locomoteur
49G618|physiologie et anatomie ~ organes sensoriels
49G6181|ophtalmologie
49G619|physiologie et anatomie ~ système nerveux, neurologie
49G62|quelques aspects en particulier de l'anatomie
49G621|dissection
49G6211|local de dissection (amphithéâtre d'anatomie), 'theatrum anatomicum'
49G6212|leçon d'anatomie
49G6213|échantillon, spécimen anatomique
49G622|modèles anatomiques (généralement une série de cinq figures)
49G6221|modèle anatomique du squelette
49G6222|modèle anatomique de la musculature, un écorché
49G6223|modèle anatomique des veines
49G6224|modèle anatomique des artères
49G6225|modèle anatomique des nerfs
49G63|bactériologie
49G64|pédiatrie
49G65|gériatrie
49G7|psychologie et psychiatrie
49G71|psychologie
49G711|test psychologique
49G712|test graphologique
49G72|psychiatrie
49G721|psychanalyse, 'sur le divan'
49G8|pharmacie, pharmaceutique
49G81|médicament, remède
49G811|doctrine des signatures
49G812|poison ~ médecine
49G82|pharmacien, droguiste, apothicaire; pharmacie
