4|yhteiskunta, sivilisaatio, kulttuuri
48CC78|musiikin kuuntelu - CC - ulkoilmassa, ulkona
#48CC841|training ~ ballet - CC - female
#48CC844|ballet dress - CC - female
#48CC853|stage costume - CC - female
49|koulutus, tiede ja oppiminen
49A|koulutus
#49A0|symbolic representations, allegories and emblems ~ education; 'Ammaestramento', Dottrina', 'Educatione', 'Istitutione' (Ripa)
49A1|opiskelu ja ohjaus
#49A11|study and play considered as the two principal aspects of education
49B|opetus
#49B1|nursery school
#49B2|elementary school; class, form
#49B21|going to school
#49B211|being brought to school, first school-day
#49B22|returning home from school
#49B23|leaving school, last school-day
#49B24|teacher and pupil
#49B241|child teaching teacher, parents, or other adults
#49B25|punishment at school
#49B251|limitation of freedom (in school); standing in the corner, keeping in, etc.
#49B252|corporal punishment at school: castigating, beating, etc.
#49B2521|rod, birch ~ punishment at school
#49B2522|pupil punishing teacher
#49B253|doing lines ~ punishment at school
#49B3|further education
#49B31|secondary education
#49B32|vocational education, e.g.: junior technical school
#49B33|higher education, e.g.: teacher's college
49B4|yliopisto
#49B40|personification of university; 'Academia' (Ripa)
#49B41|university organization
#49B411|founding of a university
#49B4111|commemoration of the founding of a university
#49B412|board, dignitaries of a university
#49B413|beadle
#49B4131|beadle's mace
#49B414|insignia, seal ~ university
#49B415|faculties ~ university
#49B416|university building, college
#49B42|university education
#49B421|lecture ~ university
#49B4211|inaugural address ~ university
#49B4212|'magister cum discipulis' ~ university
#49B4213|'Accipies'-woodcut, 'accipies tanti doctoris dogmata sacra'
#49B4214|practical work ~ university
#49B422|examination ~ university
#49B423|receiving doctor's degree
#49B4231|doctoral thesis
#49B4232|university diploma
#49B4233|honorary degree
49B43|professori
#49B431|group of professors
#49B44|student
#49B441|studying ~ university
#49B4411|studying at night
#49B442|student life
#49B4421|student dress
#49B4422|student room
#49B4423|student love
#49B4424|freshman ~ university
#49B44241|matriculation
#49B4425|student vacation
#49B4426|sent-down student
#49B4427|students' riot
#49B4428|students' organization
#49B44281|club (students)
#49B44282|fraternity (students)
#49B44283|initiation (students)
#49B44284|party (students)
#49B44285|students' pageant
#49B4429|wandering student, 'Bettelstudent'
49BB43|professori - BB - naispuolinen professori
49BB431|group of professors - BB - naispuolinen professori
#49BB44|student - BB - female student
#49BB441|studying ~ university - BB - female student
#49BB4411|studying at night - BB - female student
#49BB442|student life - BB - female student
#49BB4421|student dress - BB - female student
#49BB4422|student room - BB - female student
#49BB4423|student love - BB - female student
#49BB4424|freshman ~ university - BB - female student
#49BB44241|matriculation - BB - female student
#49BB4425|student vacation - BB - female student
#49BB4426|sent-down student - BB - female student
#49BB4427|students' riot - BB - female student
#49BB4428|students' organization - BB - female student
#49BB44281|club (students) - BB - female student
#49BB44282|fraternity (students) - BB - female student
#49BB44283|initiation (students) - BB - female student
#49BB44284|party (students) - BB - female student
#49BB44285|students' pageant - BB - female student
#49BB4429|wandering student, 'Bettelstudent' - BB - female student
49C|tiede yleensä
#49C0|symbolic representations, allegories and emblems ~ science, 'Scientia'; 'Scienza', 'Studio' (Ripa)
#49C01|science versus worldly temptation
#49C011|scientist renouncing the world, 'ivory tower'
49C1|vapaat taiteet, 'Artes Liberales'
#49C11|trivium (personification of Grammatica, Dialectica and Rhetorica)
#49C111|'Grammatica' (~ trivium); 'Grammatica' (Ripa)
#49C112|'Dialectica' (~ trivium); 'Dialettica' (Ripa)
#49C113|'Rhetorica', 'Eloquentia' (~ trivium); 'Rettorica' (Ripa)
#49C12|quadrivium (personification of Arithmetica, Geometria, Astronomia, and Musica)
#49C121|'Arithmetica' (~ quadrivium); 'Aritmetica' (Ripa)
#49C122|'Geometria' (~ quadrivium); 'Geometria' (Ripa)
#49C123|'Astronomia' (~ quadrivium); 'Astronomia' (Ripa)
#49C124|'Musica' (~ quadrivium); 'Musica' (Ripa)
#49C13|the liberal arts together with other disciplines
#49C131|the liberal arts together with Philosophy or Wisdom
#49C14|the liberal arts represented otherwise, e.g. by emblems, symbols
#49C15|'Artes Liberales' versus 'Artes Vulgares'
#49C151|'Artes Vulgares'
#49C16|the Four Faculties (personifications)
#49C161|Theology (as one of the faculties)
#49C162|Jurisprudence (as one of the faculties)
#49C163|Medicine (as one of the faculties)
#49C164|Philosophy (as one of the faculties)
#49C17|the humanities
#49C2|philosophy
#49C20|'Philosophia'; 'Filosofia' (Ripa)
#49C201|'Philosophia' discussing with philosopher
#49C21|philosophical disciplines
#49C211|metaphysics, 'Metaphysica'; 'Metafisica' (Ripa)
#49C212|logic, 'Logica'; 'Logica' (Ripa)
#49C213|theory of knowledge
#49C2131|Plato's cave, 'antrum Platonicum'
#49C214|aesthetics
49C3|tutkija, filosofi
#49C31|group of scholars or philosophers
49C32|tutkija työssään
#49C33|learned society, academy of sciences
#49C34|wandering scholar
#49C4|discussion, dialogue, dispute ~ scholar, philosopher
#49C41|disturbance, interruption of philosophical discussion
49D|matematiikka
#49D0|'Mathematica'; 'Mathematica' (Ripa)
#49D1|arithmetic
49D11|luvut, numerot
#49D11(...)|numerals (with NUMBER)
#49D11(10)|numerals: 10
#49D11(1095)|numerals: 1095
#49D11(11)|numerals: 11
#49D11(12)|numerals: 12
#49D11(13)|numerals: 13
#49D11(16)|numerals: 16
#49D11(2)|numerals: 2
#49D11(3)|numerals: 3
#49D11(4)|numerals: 4
#49D11(5)|numerals: 5
#49D11(6)|numerals: 6
49D11(666)|numbers: 666
#49D11(7)|numerals: 7
#49D11(8)|numerals: 8
#49D11(9)|numerals: 9
49D110|numerosymboliikka
#49D12|fundamental arithmetical operations
#49D121|addition
#49D1211|series of Fibonacci (1, 2, 3, 5, 8, 13, 21, ...)
#49D122|subtraction
#49D123|multiplication
#49D124|division
#49D13|scales of notation (arithmetic)
#49D131|decimal scale
#49D132|binary scale
#49D133|other scales of notation
#49D2|algebra and statistics
#49D21|algebraic formula, equation, etc.
#49D22|statistic diagram, graph; pictorial chart, etc.
49D3|planimetria, tasogeometria, geometria (kuvapinnan sommittelu)
#49D30|'Planimetria', 'Ichonografia' (Ripa)
49D31|piste (~tasogeometria, geometria)
49D32|viiva, linja (~tasogeometria, geometria)
49D321|suora linja
#49D3211|intersecting lines
49D3212|kulma
49D3213|paralleelit, rinnakkaiset linjat
49D3214|kultainen leikkaus, 'sectio aurea'
49D322|kaareva, mutkitteleva linja
#49D3221|irregularly curved line
#49D3222|regularly curved line, line of Beauty
49D3223|spiraali (~tasogeometria, geometria)
49D33|kolmio (~tasogeometria, geometria)
#49D331|isosceles triangle
#49D332|equilateral triangle
#49D333|right-angled triangle
49D34|nelikulmio (~tasogeometria, geometria)
#49D341|irregular quadrilateral
#49D342|regular quadrilateral
49D342(...)|säännöllinen nelikulmio (NIMEN kanssa)
49D342(RHOMBUS)|säännöllinen nelikulmio: neljäkäs, vinoneliö
49D342(SQUARE)|säännöllinen nelikulmio: neliö
49D35|monikulmio, polygoni (~tasogeometria, geometria)
#49D351|irregular polygon
#49D352|regular polygon
#49D352(...)|regular polygon (with NUMBER of sides)
#49D352(6)|regular polygon: hexagon
#49D352(8)|regular polygon: octagon
#49D361|segment of circle
#49D362|quadrature of the circle
#49D363|circumference of a circle
#49D364|radius of a circle
#49D365|centre of a circle
#49D366|diameter of a circle
#49D37|conic section (~ planimetry, geometry)
49D371|ellipsi
#49D372|parabola
#49D373|hyperbola
49D38|muut tasogeometriset muodot
49D4|stereometria, avaruusgeometria, kolmiulotteinen geometria
#49D40|'Sterometria'; 'Sterometria' (Ripa)
#49D41|the five Platonic solids (one inside the other)
#49D42|corner ~ stereometry
#49D421|edge ~ stereometry
49D43|prisma ~ stereometria
#49D431|triangular prism
#49D432|quadrangular prism
#49D433|parallelepiped
49D44|pyramidi ~ stereometria
#49D441|triangular pyramid
#49D442|quadrangular pyramid
#49D45|regular polyhedron
#49D451|tetrahedron
#49D452|hexahedron, cube
#49D453|octahedron
#49D454|dodecahedron
#49D455|icosahedron
#49D456|other polyhedrons
49D46|sylinteri ~ stereometria
#49D461|helix, three-dimensional spiral
49D47|kartio ~ stereometria
#49D471|truncated cone
49D48|pallo ~ stereometria
#49D481|ellipsoid of revolution
#49D5|drawing, measuring, calculating
#49D51|drawing (mathematics)
#49D511|drawing-instruments
#49D511(...)|drawing-instruments (with NAME)
#49D511(PROTRACTOR)|drawing-instruments: protractor
#49D511(RULER)|drawing-instruments: ruler
#49D5111|compasses
#49D5112|square (drawing-instrument)
#49D52|measuring
#49D521|measuring-instruments
#49D521(...)|measuring-instruments (with NAME)
#49D53|counting, calculating
#49D531|calculating-instruments
#49D531(...)|calculating-instruments (with NAME)
#49D5311|abacus, counting-frame
#49D5312|counting-board, counter, counter-table
#49D5313|reckoning-cloth, carpet for the counter
#49D5314|casting-counter, jetton, money of account
49D54|tietokone, laskukone
49D541|laptop
49D542|tabletti tietokone
#49D6|some other branches of mathematics
#49D61|set theory
#49D62|non-Euclidean geometry
#49D63|multi-dimensional geometry
#49D64|trigonometry, polygonometry
#49D65|descriptive geometry
49D7|matemaattinen perspektiivi
#49D70|'Perspective' (alleg.); 'Prospetiva' (Ripa)
#49D71|anamorphosis
49E|tiede ja teknologia
49E1|astronomia, tähtitiede (ja kosmografia)
#49E10|'Astronomia', 'Cosmografia'; 'Cosmografia' (Ripa)
#49E11|astronomical instruments
#49E111|observatory (~ astronomy)
#49E112|radio-telescope (~ astronomy)
49E12|tähtikartta
#49E121|star-globe
#49E122|armillary sphere, skeleton celestial globe
#49E123|orrery, planetarium
#49E13|cosmological theories
#49E131|geocentric theory (cosmology)
#49E132|heliocentric theory (cosmology)
#49E133|theory of the expanding universe (cosmology)
49E1331|alkuräjähdysteoria (kosmologia)
#49E2|physics and mechanics
#49E21|physics
#49E210|'Fisica' (Ripa)
#49E211|general principles of physics
#49E2111|theory of relativity
#49E212|quantum theory
#49E22|mechanics
#49E220|'Mecanica' (Ripa)
#49E221|dynamics, kinetics
#49E2211|work, friction ~ mechanics
49E222|painovoima
#49E2221|pendulum (theory)
#49E2222|ballistics, motion of projectiles
#49E223|fluid mechanics, hydraulics
#49E224|gasdynamics, aerodynamics
#49E2241|vacuum physics
#49E23|thermodynamics
#49E24|acoustics
49E25|optiikka, valo-oppi
#49E251|optical instruments
49E2511|linssi
#49E25111|sun-glass, burning-glass
#49E2512|microscope
#49E2513|binoculars, spy-glass, etc.
#49E2514|telescope
49E2515|stereoscape
#49E252|refraction (optics)
#49E253|prism (optical instrument)
49E2531|seitsemän prismaattista väriä, sateenkaaren värit
#49E254|concave mirror, burning-mirror
49E255|suurennos
#49E26|electromagnetics, electrodynamics
#49E27|nuclear, atomic and molecular physics
#49E271|elementary particles ~ nuclear, atomic and molecular physics
#49E2711|models ~ molecular structure, etc.
49E272|radioaktiivisuus
#49E2721|protection against radioactivity
#49E273|nuclear reaction
49E3|kemia
#49E31|chemical symbols
#49E32|inorganic chemistry
#49E33|organic chemistry
49E39|alkemia
49E391|alkemisti työssään
49E3911|alkemisti yrittää tehdä kultaa
49E3912|alkemisti etsiminen Viisasten Kivi
#49E3913|alchemist failing at work
49E392|alkemistiset symbolit
#49E393|alchemistic equipment
#49E3931|alchemistic vessels
49E39311|bottles (ampullae)
#49E39311(...)|bottles (ampullae) (with NAME)
49E39311(OVUM PHILOSOPHICUM)|bottle: philosophical egg (ovum philosophicum)
#49E39312|flasks (cucurbitae)
#49E39312(...)|flasks (cucurbitae) (with NAME)
#49E39313|pots, jars (ollae)
49E39313(...)|pots, jars (ollae) (with NAME)
#49E3932|alchemistic furnace
#49E3932(...)|alchemistic furnace (with NAME)
49E3932(ASSAY FURNACE)|assay furnace
49E3932(ATHANOR)|athanor
#49E3933|alchemistic bath (balneum)
#49E3939|other alchemistic equipment
#49E3939(...)|other alchemistic equipment (with NAME)
49E394|
#49E3941|Sulphur ~ alchemistic substance
#49E3942|Mercury ~ alchemistic substance
#49E39421|Philosophical Mercury ~ alchemistic substance
#49E394211|Bird of Hermes
#49E3943|Sal ~ alchemistic substance
#49E3944|Prima Materia
#49E3945|Philosopher's Stone (Lapis philosophorum)
#49E39451|Quintessence
49E39452|
#49E39453|the Red Stone
#49E3946|Elixir Vitae
#49E39461|Panacea ~ alchemistic substance
#49E3949|other substances
#49E3949(...)|other substances (with NAME)
#49E3949(ANTIMONY)|other substances: antimony
#49E3949(SAL AMMONIAC)|other substances: sal ammoniac
#49E3949(VITRIOL)|other substances: vitriol
#49E395|alchemistic processes
#49E3951|Magnum opus: the four original stages of transmutation
#49E39511|nigredo (blackening)
#49E39512|albedo (whitening)
#49E39513|citrinitas (yellowing)
#49E39514|rubedo (reddening)
#49E3952|Magnum opus: additional stages of transmutation
#49E3952(...)|Magnum opus: additional stages of transmutation (with NAME)
#49E3952(CALCINATION)|additional stages: calcination
#49E3952(CIBATION)|additional stages: cibation
#49E3952(COAGULATION)|additional stages: coagulation (fixation)
49E3952(CONJUNCTION)|
#49E3952(DISTILLATION)|additional stages: distillation (destillatio)
#49E3952(EXALTATION)|additional stages: exaltation
#49E3952(MULTIPLICATION)|additional stages: multiplication
#49E3952(PROJECTION)|additional stages: projection
#49E3952(PUTREFACTION)|additional stages: putrefaction (fermentation)
#49E3952(SEPARATION)|additional stages: separation or division
#49E3952(SOLUTION)|additional stages: solution (or dissolution)
#49E3952(SUBLIMATION)|additional stages: sublimation
49E3953|
#49E3954|interaction or reaction of alchemistic substances
#49E39541|exchange of chemical properties (e.g. wet for dry)
#49E39542|evaporation of solvent
#49E39543|interaction between (pairs of) opposites
#49E395431|Mercury and Sulphur ~ Luna and Sol
#49E4|crystallography
49E5|geologia
#49E51|mineralogy
#49E6|meteorology
#49E61|meteorological observatory
49E7|teknologia
#49E71|engineering
49E8|laboratorio
#49E81|laboratory apparatus and equipment
#49E811|popular laboratory device, used for demonstration
#49E9|experiment, test ~ science and technology
#49E91|invention, discovery ~ science and technology
49F|biologia
#49F1|botany
#49F11|botanic garden, 'hortus botanicus'
#49F12|herbarium
#49F2|zoology
#49F21|experimental zoology
#49F22|palaeontology
#49F3|physical anthropology
#49F31|craniology
49G|lääketiede
#49G0|'Medicina', allegorical representations ~ medicine; 'Medicina' (Ripa)
#49G01|symbol, emblem, sign ~ medicine
#49G011|Aesculapian sign
#49G012|pentagram (medical symbol)
49G1|lääkäri, tohtori
#49G11|barber; surgeon
#49G12|(barber as) dentist
#49G13|ophthalmologist
49G2|potilas, sairas henkilö
#49G21|sick-bed
#49G211|visiting the sick; sick person together with others
#49G22|nursing, tending the sick
#49G23|healing of sick person
#49G231|miraculous healing
#49G232|(healing by) imposition of hands
#49G233|spiritual healing
#49G24|administering, taking medicine
#49G25|recovery, convalescence of sick person
#49G251|deterioration of sick person
#49G26|person feigning illness
#49G29|hypochondriac
#49G3|medical examination, medical treatment
#49G31|examination, diagnosis; physician speaking with patient
#49G311|examination of urine
#49G3111|urinal (and basket)
#49G312|taking temperature of patient
#49G3121|temperature-chart
#49G313|examining the tongue of patient
#49G314|examining patient with stethoscope
#49G315|percussing the body ~ medical examination
#49G3151|knee jerk ~ medical examination
#49G316|feeling pulse or heart-beat
#49G317|physician writing (prescription)
#49G32|antiseptics
#49G321|applying dressing or bandage
#49G3211|dressing, bandage
#49G322|treatment by immobilization, sling, splint, plaster, etc.
