2|Nature
32B341(...)|indigenous peoples of the American arctic regions (with NAME)
32B341(INUIT)|indigenous peoples of the arctic regions: Inuit
32B341(YUPIK)|indigenous peoples of the arctic regions: Yupik
32B341(INUPIAT)|indigenous peoples of the arctic regions: Inupiat
32B342|indigenous peoples of North America
32B342(...)|indigenous peoples of North America (with NAME)
32B342(SHOSHONE)|indigenous peoples of North America: Shoshone
32B342(SIOUX)|indigenous peoples of North America: Sioux
32B343|indigenous peoples of Central America
32B344|indigenous peoples of South America
32B345|indigenous peoples of the Caribbean
32B346|(descendants of) American emigrants, person migrating from America
32B346(...)|(descendants of) American emigrants (with NAME of DESTINATION)
32B346(JAPAN)|(descendants of) American emigrants to Japan
32B347|American immigrants, person migrating to America
32B347(...)|American immigrants, (with NAME of ORIGIN)
32B347(IRELAND)|American immigrants: Ireland
32B347(SOMALIA)|American immigrants: Somalia
32B35|Australian and Oceanian peoples, Australians and Oceanians
32B351|indigenous peoples of Australia and Oceania
32B351(...)|indigenous peoples of Australia and Oceania (with NAME)
32B351(PAPUANS)|indigenous peoples of Australia and Oceania: Papuans
32B351(POLYNESIANS)|indigenous peoples of Australia and Oceania: Polynesians
32B351(NARUNGGA)|indigenous peoples of Australia and Oceania: Narungga
32B352|(descendants of) Australian and Oceanian emigrants, people migrating from Australia or Oceania
32B352(...)|(descendants of) Australian and Oceanian emigrants (with NAME of DESTINATION)
32B353|Australian and Oceanian immigrants, person migrating to Australia or Oceania
32B353(...)|Australian and Oceanian immigrants (with NAME of ORIGIN)
32B36|'primitive', 'pre-modern' peoples
32B37|Pygmy peoples (in legend, literature, and ethnography)
32B371|African pygmy peoples
32B371(...)|African pygmy peoples (with NAME)
32B371(AKA)|African pygmy peoples: Aka
32B3711|San
32B3712|Khoikhoi
32B372|New-Guinean pygmy peoples
32B38|persons of mixed roots
32B381|persons of afro-caucasian ancestry
32B382|Eurasian, persons of European and Asiatic ancestry
32B383|persons of Spanish and indigenous South-American ancestry
32B39|(still other) human races and peoples
32B39(...)|(still other) human races and peoples (with NAME)
32C|scientific classification of human races
33|relations between individual persons
33A|non-aggressive relationships
33A1|saluting
33A11|baring the head, lifting one's hat
33A12|shaking hands, 'dextrarum junctio'
33A13|meeting
33A131|introducing
33A1311|visiting-card, calling-card
33A132|recognizing
33A14|embracing each other, kissing
33A15|laying the hand on another person's shoulder
33A2|taking leave
33A21|asking someone not to leave
33A3|visiting; receiving guests; elegant company
33A31|knocking at the door
33A32|congratulation, felicitation
33A33|condolence
33A34|person addressing a group, orator
33A341|story teller; listening to story teller
33A35|conversation, dialogue; conversation piece
33A350|'Conversatione' (Ripa)
33A39|loose company
33A4|bringing gifts; exchanging gifts
33A41|gifts being accepted
33A49|gifts being refused
33A5|friends
33A51|unilateral friendship
33A52|hand on shoulder (friends)
33A53|arm in arm (friends)
33A54|'album amicorum', 'Stammbuch'
33A58|reconciliation
33A59|bad companions
33A6|saving an endangered fellow man
33A61|help (to an endangered fellow man)
33A610|'Ajuto', 'Soccorso' (Ripa)
33A62|freeing (an endangered fellow man)
33A7|neighbour
33A71|partner
33A711|unequal partners
33A8|double
33A81|stand-in
33B|aggressive relationships, enmity, animosity
33B1|quarrel, argument
33B10|'Lite' (Ripa)
33B11|mocking, insulting; teasing
33B111|cocking a snook (gesture with thumb to nose, fingers spread out)
33B12|accusing
33B13|slander
33B14|threatening behaviour, challenging
33B2|duelling
33B3|fighting
33B31|fist-fight
33B32|kicking
33B33|slap in the face
33B4|abducting
33B41|kidnapping
33B5|enemy
33B51|adversary
33B6|killing ~ aggressive relationships
33B60|'Homicidio' (Ripa)
33B9|flight, running away; pursuing
33B90|'Fuga', 'Fuga popolare', 'Persecutione' (Ripa)
33B91|hiding, hiding oneself
33C|relations between the sexes
33C1|pernicious influence of women, 'femmes fatales'
33C11|Aristotle and Phyllis
33C12|Virgil in the basket
33C121|Virgil's revenge: men lighting candles at Phyllis' behind
33C13|Alexander and Candace
33C2|lovers; courting, flirting
33C21|courting
33C211|love at first sight
33C2111|watching the beloved asleep
33C212|making an appointment
33C2121|lover with love-letter
33C213|serenade to the beloved
33C214|presents offered to the beloved
33C2141|St. Valentine's day
33C215|lover crowned with a wreath
33C216|one of the lovers alone (e.g. longing for the beloved)
33C2161|lover (man) alone (e.g. longing for the beloved)
33C2162|lover (woman) alone (e.g. longing for the beloved)
33C217|hidden love
33C2171|hidden love discovered
33C218|awakening love
33C219|unsuccessful love affair; seduction
33C22|lovers' meeting
33C221|one lover waiting for the other
33C222|man (lover) entering through window
33C2221|lover hoisted up in a basket
33C223|lovers locking up meeting place
33C224|carving heart and initials in an object, e.g. a tree trunk
33C2241|the carved signs (of lovers) only
33C225|parting, leave-taking (of lovers)
33C226|interrupted meeting, lovers caught by surprise
33C2261|'look-out' ~ lovers' meeting
33C2262|lovers spied upon
33C227|lovers brought together by a third person
33C229|lover chased away; to be given the mitten
33C2291|chamber-pot is emptied from above ~ chasing away (unwanted) lover
33C23|couple of lovers
33C231|arm in arm (lovers)
33C232|(lovers) kissing each other
33C2321|kissing the hand (lovers)
33C233|(lovers) embracing each other, 'symplegma'
33C234|(lovers) caressing each other
33C2340|'Carezze amatorie' (Ripa)
33C235|lovers' tussle
33C236|lovers' tiff, quarrel, sulk
33C239|end of a love affair
33C29|the envious friends; criticizing bystanders ~ love couple
33C3|one-sided courting; pursuit; difficult choice
33C31|one-sided courting
33C311|woman in flight (one-sided courting)
33C3111|woman in flight, leaving something behind (clothing, shoe, etc.)
33C312|lover deserting woman
33C3121|deserted woman
33C313|man accused by woman he has cast off
33C314|man in flight (one-sided courting)
33C32|pursuit of a woman, prowling
33C321|rivalry of men for the love of a woman; trying to get the skirt; 'Rivalità' (Ripa)
33C3211|rivalry of women for the love of a man; fight for the hose; 'andouille'
33C322|shaking lovers out of a tree, with cudgel
33C3221|shaking lovers out of a tree, by throwing things
33C323|Love's labours lost (a third person interfering successfully)
33C3231|the succeeding third
33C33|the (difficult) choice ~ courting
33C331|sifting out the candidates
33C332|blindfolded choice (of partner)
33C333|choice between wealth and youth
33C34|marriage lottery
33C341|computerized dating
33C4|coitus, cohabiting, sexual intercourse
33C41|man and woman cohabiting
33C411|scabrous scenes, pornography
33C412|fellatio
33C413|cunnilingus
33C42|defloration, loss of virginity (and symbols)
33C421|loss of virginity symbolized
33C4211|'la cruche cassée' (loss of virginity symbolized)
33C4212|bird-cage opened (loss of virginity symbolized)
33C43|after the intercourse
33C44|fallen woman
33C45|sexual contact ~ child
33C451|paedophilia, sexual contact between adult and child
33C452|sexual contact between children
33C46|masturbation, onanism
33C47|group-sex
33C48|sodomy, sexual contact between humans and animals
33C49|rape, violation
33C491|the victim ~ rape, violation
33C5|prostitution
33C51|brothel
33C511|the man is robbed (brothel scene)
33C512|driving off the robbed man (brothel scene)
33C52|whore, prostitute
33C521|courtesan, hetaera
33C5211|'Lais Corinthiaca'
33C53|match-making scene
33C531|procuress
33C54|madam (brothel scene)
33C55|pimp (brothel scene)
33C551|fancy-man
33C56|soliciting in the street ~ prostitution
33C561|soliciting in a window ~ prostitution
33C57|white-slave trade ~ prostitution
33C571|trade in children ~ prostitution
33C6|homosexual love
33C61|pederasty, sexual contact between man and boy
33C62|sodomy, sexual contact between men
33C7|potency and impotency
33C71|castration
33C711|castrated person
33C72|aphrodisiacs
33C721|means to preserve potency
33C729|anaphrodisiacs
33C8|amorousness, desire
33C81|chastity versus sensuality
33C811|sensuality
33C8110|'Libidine', 'Voluttà' (Ripa)
33C812|chastity
33C8120|'Castità', 'Pudicitia', 'Vergogna honesta' (Ripa)
33C8121|chastity belt
33C8122|proof of chastity
33C813|defence of chastity
33C82|heavenly love versus earthly love
33C83|courtly love versus love
33C84|courtly love
33C85|free love
33C851|promiscuity, fantasies of a world of free love
33C86|woman-chaser
33C861|'Don Juan' (woman-chaser)
33C862|Bluebeard
33C87|peeping, voyeur
33C89|sexual perversities and aberrations; scatological representations
33C891|sadism
33C8911|flagellantism ~ sexual perversities
33C892|masochism
33C893|fetishism
33C9|Love: 'Frau Minne' and other allegories
33C91|Love personified
33C911|'Frau Minne'
33C9111|'Frau Minne' shooting arrows
33C9112|'Frau Minne' holding court
33C912|Morris dance, 'Mauriskentanz'
33C92|castle of Love
33C93|garden of Love, court of Love, 'fête galante'
33C931|'Ars amandi'
33C94|'Ile de Cythère'
33C941|embarkation for Cythera
33C942|embarkation from Cythera
33C95|origin of Love; 'Origine d'amore' (Ripa)
33C951|fountain of Love, 'Fons Amoris'
33C96|self-sacrificing love
33C97|Love torturing lover
33C971|lovesick lover
33C99|Love vanquished; 'Amor Domato' (Ripa)
33CC312|lover deserting woman - CC - lover deserting man
33CC3121|deserted woman - CC - deserted man
33CC32|pursuit of a woman, prowling - CC - pursuit of a man
33CC321|rivalry of men for the love of a woman; trying to get the skirt; 'Rivalità' (Ripa) - CC - pursuit of a man
33CC3211|rivalry of women for the love of a man; fight for the hose; 'andouille' - CC - pursuit of a man
33CC322|shaking lovers out of a tree, with cudgel - CC - pursuit of a man
33CC3221|shaking lovers out of a tree, by throwing things - CC - pursuit of a man
33CC323|Love's labours lost (a third person interfering successfully) - CC - pursuit of a man
33CC3231|the succeeding third - CC - pursuit of a man
33CC33|the (difficult) choice ~ courting - CC - women making choice
33CC331|sifting out the candidates - CC - women making choice
33CC332|blindfolded choice (of partner) - CC - women making choice
33CC333|choice between wealth and youth - CC - women making choice
33CC5|prostitution - CC - male prostitution
33CC51|brothel - CC - male prostitution
33CC511|the man is robbed (brothel scene) - CC - male prostitution
33CC512|driving off the robbed man (brothel scene) - CC - male prostitution
33CC52|whore, prostitute - CC - male prostitution
33CC521|courtesan, hetaera - CC - male prostitution
33CC5211|'Lais Corinthiaca' - CC - male prostitution
33CC53|match-making scene - CC - male prostitution
33CC531|procuress - CC - male prostitution
33CC54|madam (brothel scene) - CC - male prostitution
33CC55|pimp (brothel scene) - CC - male prostitution
33CC551|fancy-man - CC - male prostitution
33CC56|soliciting in the street ~ prostitution - CC - male prostitution
33CC561|soliciting in a window ~ prostitution - CC - male prostitution
33CC57|white-slave trade ~ prostitution - CC - male prostitution
