0|Abstract, Non-representational Art
11I62(OBADIAH)6|the prophet Obadiah (not in biblical context); possible attributes: book or scroll, bread and jar, prophets at his feet (because of the erroneous identification with his namesake, Ahab's governor, who hid and fed a hundred prophets) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(OBADIAH)7|the prophet Obadiah (not in biblical context); possible attributes: book or scroll, bread and jar, prophets at his feet (because of the erroneous identification with his namesake, Ahab's governor, who hid and fed a hundred prophets) - other activities, relationships, etc. of male persons from the Old Testament
11I62(REUBEN)|Reuben (not in biblical context)
11I62(REUBEN)1|Reuben (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(REUBEN)2|Reuben (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(REUBEN)3|Reuben (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(REUBEN)4|Reuben (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(REUBEN)5|Reuben (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(REUBEN)6|Reuben (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(REUBEN)7|Reuben (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(SAMSON)|Samson (not in biblical context); possible attributes: broken pillar, club, jawbone, lion's head, lion's pelt
11I62(SAMSON)1|Samson (not in biblical context); possible attributes: broken pillar, club, jawbone, lion's head, lion's pelt - founder, initiator ~ the Old Testament (not in biblical context)
11I62(SAMSON)2|Samson (not in biblical context); possible attributes: broken pillar, club, jawbone, lion's head, lion's pelt - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(SAMSON)3|Samson (not in biblical context); possible attributes: broken pillar, club, jawbone, lion's head, lion's pelt - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(SAMSON)4|Samson (not in biblical context); possible attributes: broken pillar, club, jawbone, lion's head, lion's pelt - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(SAMSON)5|Samson (not in biblical context); possible attributes: broken pillar, club, jawbone, lion's head, lion's pelt - legendary/historical addition to life-story of male persons from the Old Testament
11I62(SAMSON)6|Samson (not in biblical context); possible attributes: broken pillar, club, jawbone, lion's head, lion's pelt - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(SAMSON)7|Samson (not in biblical context); possible attributes: broken pillar, club, jawbone, lion's head, lion's pelt - other activities, relationships, etc. of male persons from the Old Testament
11I62(SOLOMON)|Solomon (not in biblical context); possible attributes of Solomon: crown, sceptre, sword
11I62(SOLOMON)1|Solomon (not in biblical context); possible attributes of Solomon: crown, sceptre, sword - founder, initiator ~ the Old Testament (not in biblical context)
11I62(SOLOMON)2|Solomon (not in biblical context); possible attributes of Solomon: crown, sceptre, sword - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(SOLOMON)3|(other) specific aspects ~ Solomon
11I62(SOLOMON)31|Solomon as author, usually with scroll
11I62(SOLOMON)32|Solomon as prophet with book or scroll
11I62(SOLOMON)33|Solomon as judge
11I62(SOLOMON)34|Solomon as teacher
11I62(SOLOMON)35|Solomon as personification of Virtue
11I62(SOLOMON)36|Solomon as magician, holding a mirror
11I62(SOLOMON)4|Solomon (not in biblical context); possible attributes of Solomon: crown, sceptre, sword - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(SOLOMON)5|Solomon (not in biblical context); possible attributes of Solomon: crown, sceptre, sword - legendary/historical addition to life-story of male persons from the Old Testament
11I62(SOLOMON)6|Solomon (not in biblical context); possible attributes of Solomon: crown, sceptre, sword - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(SOLOMON)7|other activities, relationships, etc. of Solomon
11I62(SOLOMON)71|Belial dancing before King Solomon
11I62(SOLOMON)72|King Solomon on horseback stabs a female devil to death
11I62(THREE HEBREWS)|Three Hebrews (not in biblical context)
11I62(THREE HEBREWS)1|Three Hebrews (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(THREE HEBREWS)2|the three Hebrews as patrons, intercessors
11I62(THREE HEBREWS)21|the three Babylonian youths Ananias (Shedrach), Azarias (Abed-nego), Misael (Mesach) invoked in distress, and for resurrections
11I62(THREE HEBREWS)3|Three Hebrews (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(THREE HEBREWS)4|Three Hebrews (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(THREE HEBREWS)5|Three Hebrews (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(THREE HEBREWS)6|post-mortem occurrences ~ the three Hebrews, e.g. finding and transportation of relics
11I62(THREE HEBREWS)61|the three Hebrews, after having been decapitated, carry their own heads
11I62(THREE HEBREWS)7|Three Hebrews (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(TUBALCAIN)|Tubalcain (not in biblical context)
11I62(TUBALCAIN)1|Tubalcain (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(TUBALCAIN)2|Tubalcain (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(TUBALCAIN)3|Tubalcain (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(TUBALCAIN)4|Tubalcain (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(TUBALCAIN)5|Tubalcain (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(TUBALCAIN)6|Tubalcain (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(TUBALCAIN)7|other activities, relationships, etc. of Tubalcain
11I62(TUBALCAIN)71|Tubalcain and Jubal forging nails
11I63|female persons from the Old Testament (not in biblical context)
11I63(...)|female persons from the Old Testament (with NAME) (not in biblical context)
11I63(...)1|female persons from the Old Testament (with NAME) (not in biblical context) - foundress, initiatrix ~ Old Testament
11I63(...)2|female persons from the Old Testament (with NAME) (not in biblical context) - patroness, female intercessor ~ Old Testament
11I63(...)3|female persons from the Old Testament (with NAME) (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects ~ female persons from the Old Testament
11I63(...)4|female persons from the Old Testament (with NAME) (not in biblical context) - personal devotions of female persons from the Old Testament, e.g. vision, prayer, penitence
11I63(...)5|female persons from the Old Testament (with NAME) (not in biblical context) - legendary/historical addition to life-story of female persons from the Old Testament
11I63(...)6|female persons from the Old Testament (with NAME) (not in biblical context) - post-mortem occurrences of female persons from the Old Testament, e.g. finding and transportation of relics
11I63(...)7|female persons from the Old Testament (with NAME) (not in biblical context) - relationships, etc. of female persons from the Old Testament
11I63(ASENATH)|Asenath (not in biblical context)
11I63(ASENATH)1|Asenath (not in biblical context) - foundress, initiatrix ~ Old Testament
11I63(ASENATH)2|Asenath (not in biblical context) - patroness, female intercessor ~ Old Testament
11I63(ASENATH)3|Asenath (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects ~ female persons from the Old Testament
11I63(ASENATH)4|Asenath (not in biblical context) - personal devotions of female persons from the Old Testament, e.g. vision, prayer, penitence
11I63(ASENATH)5|Asenath (not in biblical context) - legendary/historical addition to life-story of female persons from the Old Testament
11I63(ASENATH)6|Asenath (not in biblical context) - post-mortem occurrences of female persons from the Old Testament, e.g. finding and transportation of relics
11I63(ASENATH)7|Asenath (not in biblical context) - relationships, etc. of female persons from the Old Testament
11I63(BATHSHEBA)|Bathsheba (not in biblical context)
11I63(BATHSHEBA)1|Bathsheba (not in biblical context) - foundress, initiatrix ~ Old Testament
11I63(BATHSHEBA)2|Bathsheba (not in biblical context) - patroness, female intercessor ~ Old Testament
11I63(BATHSHEBA)3|Bathsheba (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects ~ female persons from the Old Testament
11I63(BATHSHEBA)4|Bathsheba (not in biblical context) - personal devotions of female persons from the Old Testament, e.g. vision, prayer, penitence
11I63(BATHSHEBA)5|Bathsheba (not in biblical context) - legendary/historical addition to life-story of female persons from the Old Testament
11I63(BATHSHEBA)6|Bathsheba (not in biblical context) - post-mortem occurrences of female persons from the Old Testament, e.g. finding and transportation of relics
11I63(BATHSHEBA)7|Bathsheba (not in biblical context) - relationships, etc. of female persons from the Old Testament
11I63(EVE)|Eve (not in biblical context)
11I63(EVE)1|Eve (not in biblical context) - foundress, initiatrix ~ Old Testament
11I63(EVE)2|Eve (not in biblical context) - patroness, female intercessor ~ Old Testament
11I63(EVE)3|(other) specific aspects ~ Eve
11I63(EVE)31|Eve as first mother
11I63(EVE)32|Eve in the shape of a cloud
11I63(EVE)33|Eve in the shape of a serpent with a woman's head
11I63(EVE)4|Eve (not in biblical context) - personal devotions of female persons from the Old Testament, e.g. vision, prayer, penitence
