5|Abstraktní myšlenky a pojmy
73F223155|Pavel je ukamenován a vyveden z města
73F2232|diskuse mezi apoštoly ~ Pavlovy misijní cesty (Sk 15)
73F22321|Spor Pavla a Petra v Antiochii (Galatským 2:11-14)
73F22322|na apoštolské konferenci v Antiochii jsou Pavel a Barnabáš posláni do Jeruzaléma
73F22323|sněm v Jeruzalémě ~ Pavlovy misijní cesty
73F2233|druhá Pavlova misijní cesta (Sk 16 - 18,21)
73F22331|odchod Pavla a Silase ~ druhá Pavlova cesta
73F22332|obrácení a obřízka Timotea (Timotea)
73F22333|Pavlova vize makedonského muže
73F22334|Pavel a Silas ve Filipech
73F223341|u řeky Pavel a Silas kážou filipským ženám
73F223342|obrácení a křest Lydie, prodavačky purpuru
73F2233421|Pavel a Silas se ubytují v Lydiině domě
73F223343|uzdravení služebnice s věšteckým duchem ~ Pavel a Silas ve Filipech
73F2233431|Pavla a Silase předvedli před soudce páni uzdravené služebnice
73F2233432|Pavel a Silas jsou zbičováni
73F223344|Pavel a Silas uvrženi do vězení
73F2233441|Pavel a Silas jsou uvrženi do žaláře
73F2233442|pavel a Silas ve vězení v noci zpívají a modlí se
73F2233443|dveře vězení se otevřou zemětřesením ~ Pavel a Silas ve vězení
73F2233444|Pavel a Silas zabrání dozorci v sebevraždě (příběh o obrácení dozorce)
73F2233445|Pavel a Silas učí dozorce, který před nimi klečí, Božímu slovu
73F2233446|dozorce omývá Pavlovi a Silasovi rány
73F2233447|pavel a Silas pokřtí dozorce a jeho rodinu
73F22335|Pavel v Athénách: na Areopagu diskutuje s filozofy (před Marsovým chrámem)
73F223351|Pavel před oltářem neznámého boha
73F223352|obrácení Dionýsia (Denise) Areopagity
73F22336|Pavel v Korintu
73F223361|Pavel v dílně Akvily a Priscilly, které mohou být zobrazeny při tkaní a předení
73F223362|Židé přivádějí Pavla před prokonzula Galia
73F223363|Sosthenes je předveden před Galia a zbit Řeky
73F2234|třetí Pavlova misijní cesta: pobyt v Efezu (Skutky 19)
73F22341|Pavel křtí bývalé Apollovy učedníky; ti přijímají Ducha svatého
73F22342|Pavel káže v Efezu
73F223421|Pavel káže v synagóze v Efezu
73F223422|Pavel káže v Tyranově škole
73F22343|Pavlovy kapesníky a zástěry léčí nemocné a posedlé
73F22344|sedm exorcistů, synů Scevových, je zbito mužem se zlým duchem a utíkají
73F223441|efezané veřejně pálí knihy exorcistů
73F22345|rozruch v Efezu
73F223451|setkání stříbrníků, které vedl Demetrius
73F223452|dav, který křičí: "Velká je Diana Efezská", uklidňuje městský úředník ~ svatý Pavel a stříbrní kováři
73F2235|třetí Pavlova misijní cesta: putování (Sk 20 - 21,16)
73F22351|Eutychus vypadne z okna, když spí během Pavlova kázání v Troadě
73F223511|Pavel vzkřísí Eutycha z mrtvých
73F22352|Pavlova řeč na rozloučenou ke starším v Efezu
73F22353|Pavel v Týru; modlitba a rozloučení na pobřeží
73F22354|Pavel navštívil Filipa a jeho čtyři dcery v Cesareji
73F223541|zatčení Pavla v Jeruzalémě předpovídá Agabus, který si Pavlovým opaskem spoutá ruce a nohy
73F2236|řízení proti Pavlovi v Jeruzalémě (Skutky 21,17-26)
73F22361|Pavel vypráví shromáždění o své cestě
73F223611|Pavel a čtyři další muži se očišťují
73F22362|Pavla vyvlečou Židé z chrámu, zachrání ho vojáci, kteří ho zatknou a odvedou
73F223621|Pavel promlouvá k lidem ze schodů
73F2236211|Pavel vypráví o svém raném vzdělání "u nohou Gamaliela"
73F223622|když má být bičován, Pavel říká, že je Říman
73F22363|Pavel před veleknězem Ananiášem a sanhedrinem
73F223631|neshody mezi farizeji a saduceji
73F22364|Pavel ve vězení
73F223641|Bůh (nebo anděl) mluví k Pavlovi v noci
73F223642|Pavlův synovec varuje před Židy
73F22365|Pavla přivádějí vojáci do Cesareje s dopisem místodržiteli Felixovi
73F22366|Paul accused before Felix by Tertullus
73F22367|Pavel před Felixem a Drusillou
73F22368|Pavel je obviněn Židy před Festem
73F22369|Pavel před Festem, králem Agrippou a královnou Berniké
73F223691|Festus exclaims: 'Paul, you are mad ...'
73F2237|Pavlova cesta do Říma (Skutky 27-28)
73F22371|odjezd z přístavu v Cesareji ~ Pavlova cesta do Říma
73F22372|bouře ~ Pavlova cesta do Říma
73F223721|Pavel promlouvá k mužům na lodi a láme chléb
73F223722|ztroskotání lodi na pobřeží Malty (Melita) ~ příběh Pavla
73F223723|po ztroskotání lodi jsou Pavel a jeho muži vlídně přijati obyvateli Malty, kteří rozdělají oheň
73F2237231|Pavel uštknut zmijí (při přikládání dříví na oheň)
73F22373|Paul heals Publius' father
73F223731|Pavel uzdravuje další nemocné na Maltě
73F22374|Pavel v Římě
73F223741|Pavel káže a vypráví svůj příběh Židům, zatímco je hlídán vojáky
73F223742|Pavel ve vězení ~ cesta do Říma
73F2237421|Pavel ve vězení, čtení a psaní
73F2237422|Lukáš navštívil Pavla ve vězení
73F2238|další scény ~ Pavlovy činy a cesty
73F22381|Pavel uzdravuje nemocné nebo křísí mrtvé
73F223811|Pavel uzdraví v Myře muže trpícího vodnatelností
73F223812|Paul healing Hieronymus' ear
73F223813|Hermippus, který se spikl proti Pavlovi, je uzdraven ze slepoty
73F223814|v Myře je Dion vzkříšen z mrtvých Pavlem
73F223815|Pavel vzkřísí Phrontina z mrtvých
73F223816|syn syrského krále Theofila je vzkříšen z mrtvých Petrem a Pavlem
73F22382|Pavel káže nebo diskutuje
73F22383|Paul baptizing
73F223831|Pavel křtí lva
73F2238311|Pavel, předhozený lvovi a dalším divokým zvířatům, zůstává nedotčen
73F22384|Paul travelling
73F22385|Paul's ecstatic vision: he is borne aloft by (three) angels (2 Corinthians 12:1-3)
73F224|pavlova mučednická smrt
73F2241|Kristus a Pavel na lodi: "Quo vadis
73F2242|Petr a Pavel se setkávají (a objímají) těsně před popravou
73F2243|stětí Pavla; možná mu z hlavy vytryskly tři prameny
73F22431|Paul prays before his beheading
73F22432|Plautilla dává Pavlovi svůj závoj jako pásku přes oči
73F2244|pavlovu hlavu se zavázanýma očima na talíři
73F225|narrations ~ Paul after his death
73F2251|po jeho smrti se Pavel zjevuje Neronovi
73F2252|Pavel se zjevuje Plautile a vrací jí závoj
73F2253|Longus a Cestus jsou obráceni na Pavlově hrobce
73F2254|Pavlova hlava, nalezená pastýři, je spojena s mrtvolou
73F22541|Pavlova hlava, položená na plot ovčince, dává světlo
73F2255|nalezené Pavlovy kosti
73F22551|přemístění Pavlových ostatků
73F2256|pavlova apoteóza
73F23|život a činy Jana Evangelisty
73F231|je namalován Johnův portrét bez jeho vědomí
73F232|John preaching
73F2321|John converts people
73F233|Jan napomíná kněze a dává mu za příklad koroptev
73F234|janovy zázraky
73F2341|Jan uzdravuje stařenu v efezském divadle
73F2342|Jan spící v hostinci přikazuje vším, aby ho nechaly na pokoji
73F2343|obrazy bohů a část Dianina chrámu v Efezu jsou zničeny Janovou modlitbou
73F2344|Jan křísí lidi z mrtvých
73F23441|Jan vzkřísí Kleopatru z mrtvých, načež Kleopatra vzkřísí svého mrtvého manžela Lykomeda
73F23442|Jan vzkřísí mrtvého Dianina kněze
73F23443|Jan vzkřísí mrtvého muže, kterého zavraždil jeho syn
73F23444|Jan zastaví pohřební průvod Drusiany a probudí ji; ona přijme Jana ve svém domě
73F23445|Jan vzkřísí Kallimacha z mrtvých, poblíž hrobu Drusiany
73F23446|Jan vzkřísí Staktea z mrtvých
73F2345|Jan mění klacky a kameny ve zlato a drahokamy pro dva mladé filozofy (Attikus, Eugenius)
73F23451|obrácení a křest filozofa Kratona
73F2346|Jan pije z otráveného kalicha, který mu dal kněz Diany z Efezu; Jan oživuje dvě ženy, které již na jed zemřely
73F235|janovo umučení a smrt
73F2351|janovo umučení před latinskou bránou: je vložen do kotle s vroucím olejem, ale zůstává nezraněn
73F2352|Jan vykope (křížový) hrob, vstoupí do něj a k úžasu učedníků zmizí
73F23521|janovi učedníci nacházejí manu v prázdném hrobě (déšť many)
73F236|narrations ~ John after his death
73F24|život a činy Jakuba Velikého (Staršího)
73F241|James preaching
73F2411|Jakub káže Indiánům
73F2412|Marie na sloupu se zjevuje Jakubovi (Jakubova misie)
73F242|příběh o obrácení čaroděje Hermogena
73F2421|Hermogenes posílá Fileta, aby Jakuba odradil od jeho víry
73F2422|Philetus is converted by James
73F2423|Hermogenes posílá ďábly k Jakubovi
73F2424|ďáblové vyslaní Hermogenem poslouchají Jakuba a spoutávají Hermogena
73F2425|setkání Jakuba a Hermogena
73F2426|Hermogenes converted
73F2427|Hermogenes hodí své kouzelnické knihy do vody
73F243|jakubovo umučení a smrt
73F2431|Jakub zatčen a předveden před Heroda
73F2432|na cestě na popravu Jakub obrátí Josiase, strážníka
73F2433|na cestě na popravu Jakub uzdravuje ochrnutého
73F2434|jakubovo stětí
73F244|vyjmutí Jakubových relikvií
73F2441|jakubova mrtvola je položena na kámen
73F2442|divocí býci přinášejí mrtvolu Jakuba Velikého na hrad královny Lupy
73F2443|pohřeb Jakuba
73F245|vyprávění ~ Jakub starší po své smrti
73F2451|Jakub se zjevuje Karlu Velikému
73F2452|Jakub jako vrah Maurů ("Matamoros"): na bitevním poli u Clavijo se objevuje na bílém koni
73F2453|Jakub a rodina poutníků
73F24531|dcera hostinského vloží mladému poutníkovi do zavazadla stříbrný pohár ~ Jakub Starší
73F24532|mladý poutník je obviněn z loupeže a oběšen ~ Jakub a rodina poutníků
73F24533|Jakub podpírá mladému poutníkovi nohy; když se jeho společníci vracejí ze Santiaga, je stále naživu
73F24534|rodiče mladého poutníka vyprávějí příběh soudci; když jim nevěří, pečená kuřata na stole ožijí a odletí
73F25|život a činy Andreje
73F251|poslání Andreje
73F2511|Andrew preaching
73F2512|Ondřej se modlí za starého hříšníka Mikuláše
73F2513|Andrew baptizing
73F252|ondřejovy zázraky
73F2521|ondřejova uzdravení
73F25211|Ondřej uzdravuje slepého Matouše (nebo Matěje)
73F252111|zázračná cesta Ondřeje a jeho učedníků do země kanibalů
73F252112|Andrew prevents human sacrifices
73F252113|Andrew vězněn a týrán kanibaly
73F252114|město kanibalů je zaplaveno a vypáleno ~ Andrew
73F252115|někteří z kanibalů se obrátí, ostatní zemřou ~ Andrew
73F252116|Ondřej zakládá ve městě kostel
73F252117|Andrew zachrání Matthiase před kanibaly
73F25212|Ondřej vyhání démona z mladého muže, který se poté obrátí
73F25213|Ondřej uzdraví Maximillu a obrátí ji na víru
73F25214|Ondřej vyhání z Nikáje sedm démonů ve tvaru psa
73F252141|mladík, kterého zabili démoni, je navrácen k životu Ondřejem
73F2522|Ondřej a Petr v Oresiforu projdou s velbloudem uchem jehly
73F2523|nespokojení rodiče mladého Ondřejova učedníka zapálí dům, kde se shromáždil apoštol a ostatní
73F25231|rodiče mladého Ondřejova učedníka se pokusí vylézt do domu po žebřících; oslepnou a zemřou
73F2524|mladíka, který obviní Andreje, zasáhne blesk
73F253|ondřejovo umučení a smrt
73F2531|Maximilla odmítá přístup svého manžela Egease (Aegeates)
73F25311|Maximilla navštíví Andreje ve vězení
73F2532|Ondřej a Egeův bratr Stratoklés ve vězení
73F2533|ondřejovo bičování
73F2534|Ondřej na cestě na popravu (někdy vedený vojáky)
73F25341|Stratoklés bojuje s Ondřejovými katy
73F25342|Ondřej zbožňuje kříž ("O bona crux")
73F253421|ondřejovo vidění: vidí Marii v nebi
73F2535|ukřižování Ondřeje: je svlečen a přivázán ke kříži
73F25351|egeovi vojáci se pokoušejí sundat Ondřeje z kříže, ale mají ochrnuté ruce
73F2536|Maximilla a Stratoklés sundávají Ondřeje z kříže
73F25361|pohřeb Andreje
73F25362|sebevražda Egeas
73F254|post-mortem narrations ~ Andrew
73F2541|přemístění relikvií Andreje
73F2542|Ondřej jako poutník zachraňující biskupa, který je pokoušen ďáblem v podobě krásné ženy
73F26|filipův život a činy
73F261|příběh o vyhnání draka z Marsova chrámu
73F2611|drak zabije knězova syna a dva tribuny; kolemjdoucím se udělá špatně z výparů
73F2612|Filip vyhání draka pomocí kříže
73F26121|Filip křísí mrtvé a uzdravuje nemocné
73F262|Filipovo kázání (v Samařsku) (Skutky 8,4-25)
73F263|příběh etiopského eunucha (obvykle představovaného jako černocha) (Skutky 8,26-40)
73F2631|anděl přikáže Filipovi, aby šel na jih
73F2632|Filip se setkává s eunuchem, který jede na voze
73F2633|Filip vysvětluje eunuchovi Písmo
73F2634|Filip křtí eunucha
73F2635|přenesení Filipa (andělem)
73F264|filipovo umučení a smrt
73F2641|Philip is crucified (sometimes upside down)
73F2642|když visí na kříži, je Filip ukamenován
73F2643|pohřeb Filipa
73F265|narrations ~ Philip after his death
73F27|život a činy Bartoloměje (Natanaela)
73F271|mládež z Bartholomew
73F2711|narození Bartoloměje
73F2712|ďábel vymění novorozeně za jiné dítě ~ narození Bartoloměje
73F2713|Bartolomějova matka uzavře smlouvu s ďáblem
73F272|bartolomějské činy
73F2721|Bartoloměj káže (a křtí)
73F2722|bartolomějovy zázraky
73F27221|Bartholomew healing his mother's hand
73F27222|Bartoloměj vyhání démona z ženy
73F27223|uzdravení šílené dcery krále Polimiose
73F27224|Bartoloměj se baví s králem Polimiosem, který je pokřtěn spolu s královnou
73F273|další scény ze života Bartoloměje
73F274|bartolomějovo umučení a smrt
73F2741|Bartoloměj je pohanskými kněžími odvlečen před krále Astyaga a zbičován
73F2742|Bartholomew flayed alive
73F27421|Bartholomew preaching as muscle-man
73F2743|další scény ~ mučednictví a smrt Bartoloměje
73F27431|ukřižování Bartoloměje (hlavou dolů)
73F27432|stětí Bartoloměje
73F274321|hlava Bartoloměje
73F27433|ukamenování Bartoloměje
73F27434|upálení Bartoloměje zaživa
73F2744|Král Astyages a jeho kněží jsou postiženi šílenstvím a umírají
73F275|narrations ~ Bartholomew after his death
73F2751|Bartoloměj korunovaný Kristem a Marií
73F2752|objev Bartolomějových ostatků
73F2753|olejový zázrak s lampou na Bartolomějově hrobě
73F2754|vystoupení Bartholomew
73F2755|odstranění Bartolomějových ostatků
73F28|život a činy Matouše (Leviho)
73F281|Matouš káže (a křtí)
73F282|Matoušovo vítězství nad dvěma draky ve Vadabaru
73F283|Matouš vychovává syna krále Egypta ve Vadabaru
73F2831|Matouš odmítá být uctíván
73F2832|Matthew baptizes King Egippus
73F284|pod Matoušovým vlivem se Egypova dcera Efigenie a další dívky odmítají vdát
73F285|matoušovo umučení a smrt
73F2851|Matouš je zabit před oltářem Hirtakovými vojáky a sťat
73F2852|Matthew's burial
73F286|narrations ~ Matthew after his death
73F2861|Matouš se zjevuje Efigenii
73F28611|oheň, který měl zabít dívky, jež se odmítly vdát, zapálí Hirtakův hrad zásahem Matouše
73F28612|hirtakova sebevražda
73F2862|přenesení Matoušových relikvií
73F29|život a činy Tomáše (Didymose)
73F291|události předcházející Tomášově misii
73F2911|Kristus se zjevuje Tomášovi, aby ho povzbudil pro jeho misii do Indie
73F2912|Abbanes, posel krále Gundofora, hledá architekta; Kristus mu představuje Tomáše
73F2913|Tomášova cesta lodí do Indie
73F292|tomášovy zázraky
73F2921|příběh o svatbě královské dcery v Andrapolisu
73F29211|Tomáš na svatební hostině královy dcery nejí a nepije
73F29212|žena hrající na flétnu poznává v Thomasovi svého krajana
73F29213|králův nosič poháru udeří Tomáše do obličeje, protože nepije
73F29214|nosič poháru je zabit lvem u studny ~ svatba královy dcery v Andrapolisu
73F29215|rozřezanou ruku nosiče pohárů přinese do jídelny pes
73F29216|obrácení flétnisty ~ svatba královské dcery v Andrapolisu
73F29217|obrácení novomanželů ~ svatba královské dcery v Andrapolisu
73F2922|příběh Tomáše a krále Gundofora
73F29221|Král Gundoforus dává Tomášovi zlato a stříbro, aby mu postavil palác
73F29222|Tomáš rozděluje peníze darované králem Gundoforem mezi chudé
73F29223|když se král Gundofor vrací na prohlídku svého paláce, jsou Tomáš a Abbanes uvězněni, protože Tomáš postavil "nebeský" palác
73F29224|oživený Gundoforův bratr mu vypráví o nebeském paláci
73F29225|Král Gundoforus a jeho bratr prosí Tomáše o odpuštění a nechávají se pokřtít
73F2923|Tomáš uzdravuje lidi nebo je křísí z mrtvých
