0|Abstract, Non-representational Art
11HH(MARY MAGDALENE)4|nezázračné aktivity a události ~ Svatá Máří Magdaléna
11HH(MARY MAGDALENE)41|Máří Magdaléna, Marta a Lazar jsou spolu s dalšími společníky posazeni na loď bez plachet, vesel a kormidla (vyhnání z Judska)
11HH(MARY MAGDALENE)411|Marie Magdaléna, Marta a Lazar přistáli v Marseille
11HH(MARY MAGDALENE)42|Svatá Marie Magdaléna káže a křtí v Marseille
11HH(MARY MAGDALENE)5|zázračné činnosti a události ~ Svatá Marie Magdaléna
11HH(MARY MAGDALENE)51|Svatá Máří Magdaléna a provensálský princ, guvernér Provence
11HH(MARY MAGDALENE)511|Svatá Máří Magdaléna vzkřísí manželku provensálského prince z mrtvých
11HH(MARY MAGDALENE)512|na své cestě z Jeruzaléma domů provensálský princ zázračně nalezne svou ženu a jejich dítě na ostrově
11HH(MARY MAGDALENE)513|další epizody legendy o svaté Máří Magdaléně a provensálském princi
11HH(MARY MAGDALENE)5131|obrácení provensálského prince a jeho manželky
11HH(MARY MAGDALENE)51311|provensálský princ a jeho žena obětují modlám, aby se jim narodilo dítě
11HH(MARY MAGDALENE)51312|Zjevení svaté Máří Magdalény ve snu ~ legenda o svaté Máří Magdaléně a provensálském princi
11HH(MARY MAGDALENE)513121|Svatá Máří Magdaléna se zjevuje ve snu manželce provensálského prince
11HH(MARY MAGDALENE)513122|Svatá Máří Magdaléna se zjevuje ve snu provensálskému princi a jeho ženě
11HH(MARY MAGDALENE)5132|pouť provensálského prince a jeho manželky na lodi
11HH(MARY MAGDALENE)51321|manželka provensálského prince umírá během bouře na moři poté, co porodila syna
11HH(MARY MAGDALENE)51322|tělo manželky provensálského prince (které má být) vhozeno do moře
11HH(MARY MAGDALENE)51323|tělo manželky provensálského prince a jejího živého dítěte je položeno na břeh skalnatého ostrova
11HH(MARY MAGDALENE)51324|manželka provensálského prince a její dítě na ostrově
11HH(MARY MAGDALENE)5133|provensálský princ pokračuje ve své pouti; možná princova manželka a svatá Máří Magdaléna, která se dívá na prince
11HH(MARY MAGDALENE)51331|provensálský princ před svatým Petrem v Římě
11HH(MARY MAGDALENE)51332|provensálský princ navštěvující svatá místa v Jeruzalémě (např. Boží hrob), pravděpodobně v doprovodu sv. Petra
11HH(MARY MAGDALENE)51333|provensálský princ opouští Jeruzalém a vrací se lodí do Marseille
11HH(MARY MAGDALENE)5134|provensálský princ a jeho žena v Marseille
11HH(MARY MAGDALENE)51341|příjezd provensálského prince a jeho manželky do Marseille
11HH(MARY MAGDALENE)51342|provensálský princ a jeho žena pokřtěni svatým Maximinem
11HH(MARY MAGDALENE)51343|provensálský kníže ničí pohanské chrámy
11HH(MARY MAGDALENE)51344|provensálský princ staví křesťanské kostely
11HH(MARY MAGDALENE)59|zázračné činnosti a události ~ svatá Máří Magdaléna - stigmatizace ženské světice
11HH(MARY MAGDALENE)6|mučednictví, utrpení, neštěstí, smrt svaté Marie Magdalény
11HH(MARY MAGDALENE)68|smrt svaté Máří Magdalény
11HH(MARY MAGDALENE)681|poslední přijímání svaté Máří Magdalény, které podává svatý Maximin, biskup z Aix, ve své kapli; klečí před ním, podpírána anděly
11HH(MARY MAGDALENE)682|Svatá Máří Magdaléna umírá na poušti, podporována anděly
11HH(MARY MAGDALENE)69|mučednictví, utrpení, neštěstí, smrt svaté Máří Magdalény - špatné zacházení s tělem svaté ženy
11HH(MARY MAGDALENE)7|kající nevěstka Marie Magdaléna; možné atributy: kniha (nebo svitek), koruna, trnová koruna, krucifix, nádoba s mastí, zrcadlo, hudební nástroj, palmová ratolest, růženec, bič - apoteóza, sláva, triumf světice
11HH(MARY MAGDALENE)8|kající nevěstka Marie Magdaléna; možné atributy: kniha (nebo svitek), koruna, trnová koruna, krucifix, nádoba s mastí, zrcadlo, hudební nástroj, palmová ratolest, růženec, bič - posmrtné výskyty ženské světice
11HH(MARY MAGDALENE)81|kající nevěstka Marie Magdaléna; možné atributy: kniha (nebo svitek), koruna, trnová koruna, krucifix, nádoba s mastí, zrcadlo, hudební nástroj, palmová ratolest, růženec, bič - nález, převoz relikvií svaté ženy
11HH(MARY MAGDALENE)82|kající nevěstka Marie Magdaléna; možné atributy: kniha (nebo svitek), koruna, trnová koruna, krucifix, nádoba s mastí, zrcadlo, hudební nástroj, palmová ratolest, růženec, bič - zázraky se dějí při zacházení s relikviemi světice
11HH(MARY MAGDALENE)83|kající nevěstka Máří Magdaléna; možné atributy: kniha (nebo svitek), koruna, trnová koruna, krucifix, nádoba s mastí, zrcadlo, hudební nástroj, palmová ratolest, růženec, bič - posmrtné skutky, zjevení světic
11HH(MARY MAGDALENE)84|kající nevěstka Marie Magdaléna; možné atributy: kniha (nebo svitek), koruna, trnová koruna, krucifix, nádoba s mastí, zrcadlo, hudební nástroj, palmová ratolest, růženec, bič - blahořečení, kanonizace svaté ženy
11HH(MARY MAGDALENE)9|kající nevěstka Marie Magdaléna; možné atributy: kniha (nebo svitek), koruna, trnová koruna, krucifix, nádoba s mastí, zrcadlo, hudební nástroj, palmová ratolest, růženec, bič - portrét svaté ženy
11HH(MARY OF EGYPT)|kajícná nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby
11HH(MARY OF EGYPT)0|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - ženská světice zobrazená ve skupině
11HH(MARY OF EGYPT)1|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - specifické aspekty ~ ženská světice
11HH(MARY OF EGYPT)11|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - ženská světice jako patronka, ochránkyně, přímluvkyně
11HH(MARY OF EGYPT)119|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - ženská světice chránící věřící pláštěm, "Schutzmantel"
11HH(MARY OF EGYPT)12|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - ženská světice píšící, studující, učící, diktující
11HH(MARY OF EGYPT)13|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - ženská světice jako zakladatelka řádu
11HH(MARY OF EGYPT)131|kajícná nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - ženská světice ~ potvrzení řádu, schválení reguly (regulí)
11HH(MARY OF EGYPT)2|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - raný život ženské světice
11HH(MARY OF EGYPT)3|osobní úcta svaté Marie Egyptské
11HH(MARY OF EGYPT)31|Svatá Marie Egyptská se obrací na prahu kostela Božího hrobu v Jeruzalémě; anděl s mečem jí brání ve vstupu do kostela
11HH(MARY OF EGYPT)32|osobní úcta k Panně Marii Egyptské - křest, zasvěcení, složení slibů svaté ženy
11HH(MARY OF EGYPT)33|osobní zbožnost svaté Marie Egyptské - zřeknutí se světských statků, asketický život svaté ženy
11HH(MARY OF EGYPT)34|osobní zbožnost svaté Marie Egyptské - vize, mystický sňatek svaté ženy
11HH(MARY OF EGYPT)35|osobní úcta svaté Marie Egyptské - pokušení ženské světice
11HH(MARY OF EGYPT)36|Svatá Marie Egyptská kajícnice na poušti; její dlouhé vlasy zakrývají nahé tělo
11HH(MARY OF EGYPT)361|poustevník Zosimus najde na poušti svatou Marii Egyptskou a dá jí svůj plášť
11HH(MARY OF EGYPT)362|kajícná svatá Marie Egyptská přijímá od poustevníka Zosima
11HH(MARY OF EGYPT)363|Svatá Marie Egyptská je anděly přenesena přes řeku Jordán, aby přijala přijímání od Zosima
11HH(MARY OF EGYPT)37|osobní úcta svaté Marie Egyptské - svatá žena medituje, je v extázi
11HH(MARY OF EGYPT)4|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - nezázračné činnosti a události ~ ženská světice
11HH(MARY OF EGYPT)5|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - zázračné činnosti a události ~ ženská světice
11HH(MARY OF EGYPT)59|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - stigmatizace ženské světice
11HH(MARY OF EGYPT)6|mučednictví, utrpení, neštěstí, smrt svaté Marie Egyptské
11HH(MARY OF EGYPT)68|smrt svaté Marie Egyptské: její tělo najde v poušti Zosimus; lev mu pomáhá vykopat její hrob
11HH(MARY OF EGYPT)69|mučednictví, utrpení, neštěstí, smrt svaté Marie Egyptské - špatné zacházení s tělem svaté ženy
11HH(MARY OF EGYPT)7|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - apoteóza, sláva, triumf ženské světice
11HH(MARY OF EGYPT)8|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - posmrtný výskyt ženské světice
11HH(MARY OF EGYPT)81|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - nález, převoz relikvií ženské světice
11HH(MARY OF EGYPT)82|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - zázraky se dějí při manipulaci s relikviemi svaté ženy
11HH(MARY OF EGYPT)83|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - posmrtné skutky, zjevení ženských světic
11HH(MARY OF EGYPT)84|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - blahořečení, kanonizace ženské světice
11HH(MARY OF EGYPT)9|kající nevěstka Marie Egyptská (Maria Aegyptiaca); možné atributy: dlouhé vlasy, tři chleby - portrét ženské světice
11HH(MARY SALOME)|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí
11HH(MARY SALOME)0|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - ženská světice zobrazená ve skupině
11HH(MARY SALOME)1|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - specifické aspekty ~ ženská světice
11HH(MARY SALOME)11|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - ženská světice jako patronka, ochránkyně, přímluvkyně
11HH(MARY SALOME)119|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - svatá žena chránící věřící pláštěm, "Schutzmantel"
11HH(MARY SALOME)12|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - ženská světice, která píše, studuje, učí, diktuje
11HH(MARY SALOME)13|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - svatá žena jako zakladatelka řádu
11HH(MARY SALOME)131|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - ženská světice ~ potvrzení řádu, schválení pravidla (pravidel)
11HH(MARY SALOME)2|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - raný život svaté ženy
11HH(MARY SALOME)3|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - osobní oddanost svaté ženy
11HH(MARY SALOME)31|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - povolání, obrácení světice
11HH(MARY SALOME)32|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - křest, zasvěcení, složení slibu světice
11HH(MARY SALOME)33|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - zřeknutí se světských statků, asketický život světice
11HH(MARY SALOME)34|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - vidění, mystický sňatek svaté ženy
11HH(MARY SALOME)35|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - pokušení svaté ženy
11HH(MARY SALOME)36|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - kajícnost svaté ženy
11HH(MARY SALOME)37|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - svatá žena medituje, je v extázi
11HH(MARY SALOME)4|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - nezázračné činnosti a události ~ ženská světice
11HH(MARY SALOME)5|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - zázračné činnosti a události ~ ženská světice
11HH(MARY SALOME)59|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - stigmatizace ženské světice
11HH(MARY SALOME)6|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - mučednictví, utrpení, neštěstí, smrt svaté ženy
11HH(MARY SALOME)68|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - smrt, smrtelné lože svaté ženy
11HH(MARY SALOME)69|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - špatné zacházení s tělem světice
11HH(MARY SALOME)7|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - apoteóza, sláva, triumf světice
11HH(MARY SALOME)8|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - posmrtné výskyty ženské světice
11HH(MARY SALOME)81|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - nález, převoz relikvií svaté ženy
11HH(MARY SALOME)82|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - zázraky se dějí při manipulaci s relikviemi světice
11HH(MARY SALOME)83|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - posmrtné skutky, zjevení světců ženského pohlaví
11HH(MARY SALOME)84|Marie Salome, sestra Panny Marie a matka Jakuba Velikého a Jana Evangelisty, také jedna z porodních báb; možné atributy: nádoba s mastí - blahořečení, kanonizace ženské světice
