4|Society, Civilization, Culture
48CC51121|malíř vytváří předběžné návrhy, skicování - CC - venku
48CC51122|malíř studující klasické pozůstatky - CC - out of doors
48CC51123|malíř pracující s živým modelem - CC - venku
48CC511231|malíř pracující s oblečeným modelem - CC - mimo budovu
48CC511232|malíř pracující s nahým modelem - CC - venku
48CC5113|model, sitter ~ malba - CC - venku
48CC5114|malíř připravující barvy - CC - venku
48CC5115|školení žáků malířů - CC - mimo budovu
48CC51151|malíř při práci s asistenty nebo žáky - CC - mimo budovu
48CC5119|malíř ničící své vlastní dílo - CC - venku za dveřmi
48CC521|kreslič při práci - CC - venku přede dveřmi
48CC5211|kreslíř studující klasické pozůstatky - CC - venku
48CC5212|výuka kreslení - CC - venku
48CC611|fotograf při práci - CC - mimo domov
48CC6111|ateliér ~ fotograf - CC - out of doors
48CC61111|studio requisites ~ photographer - CC - out of doors
48CC6112|fotografování - CC - venku
48CC61121|fotografování modelu, fotografované osoby - CC - mimo budovu
48CC6113|tmavá místnost - CC - venku
48CC6114|zpracování filmu - CC - venku
48CC61141|vyvolávání ~ film - CC - venku
48CC61142|tisk ~ film - CC - out of doors
48CC621|kameraman při práci - CC - mimo domov
48CC6211|studio ~ cinematographer - CC - out of doors
48CC6212|natáčení, kameraman při práci - CC - mimo domov
48CC62121|natáčení celovečerního filmu - CC - out of doors
48CC62122|tvorba animovaného filmu - CC - out of doors
48CC6213|montáž, střih ~ film - CC - out of doors
48CC7|hudba - CC - venku
48CC70|"Musica", symbolická zobrazení, alegorie a emblémy ~ hudba; "Musica"(Ripa) - CC - out of doors
48CC701|vznik hudby - CC - out of doors
48CC702|kouzelná síla hudby - CC - out of doors
48CC71|skladatel - CC - venku
48CC711|skladatel při práci - CC - mimo domov
48CC7110|inspirace skladatele - CC - out of door
48CC71101|skladatel a jeho múza - CC - out of doors
48CC712|skladatel v mimopracovní situaci - CC - mimo domov
48CC713|portrét skladatele - CC - mimo domov
48CC72|hudebník - CC - venku
48CC721|hudebník při práci - CC - mimo domov
48CC7210|inspirace hudebníka - CC - out of door
48CC72101|hudebník a jeho múza - CC - out of doors
48CC7211|hudební výchova žáků, hudební lekce - CC - venku
48CC722|hudebník v mimopracovní situaci - CC - mimo domov
48CC723|portrét hudebníka - CC - out of doors
48CC723(...)|portrét hudebníka (se jménem profese) - CC - mimo domov
48CC73|hudební nástroje; skupina hudebních nástrojů - CC - out of doors
48CC731|smyčcové nástroje (smyčcové) - CC - venkovní
48CC7311|housle, akordeon - CC - mimo domov
48CC7312|viola, violoncello; kontrabas - CC - out of doors
48CC7313|viol, rebec (nástroje podobné houslím) - CC - mimo domov
48CC7314|hurdy-gurdy - CC - mimo domov
48CC7315|ostatní strunné nástroje hrané smyčcem - CC - mimo domov
48CC7315(...)|ostatní strunné nástroje hrané smyčcem (s NAME) - CC - mimo budovu
48CC732|smyčcové nástroje (drnkací) - CC - venkovní
48CC7321|lyra, cithara, psalterium - CC - mimo domov
48CC7322|harfa - CC - venku
48CC7323|loutna a speciální formy loutny, např.: theorba - CC - out of doors
48CC7324|citerna, mandolína, kytara, balalajka - CC - out of doors
48CC7325|cimbál, citera - CC - mimo domov
48CC7326|ostatní smyčcové nástroje (drnkací) - CC - mimo domov
48CC7326(...)|ostatní smyčcové nástroje (drnkací) (s NAME) - CC - mimo budovu
48CC733|klávesové nástroje - CC - out of doors
48CC7331|spinet, virginal - CC - out of doors
48CC7332|klavichord, cembalo - CC - mimo budovu
48CC7333|pianoforte - CC - venku
48CC73331|klavír - CC - venkovní
48CC7334|varhany - CC - venku
48CC73341|kostelní varhany - CC - venku
48CC7335|akordeon - CC - venku
48CC7336|ostatní klávesové nástroje - CC - out of doors
48CC7336(...)|ostatní klávesové nástroje (s NAME) - CC - mimo budovu
48CC734|bicí nástroje - CC - mimo budovu
48CC7341|buben (hudební nástroj) - CC - venku
48CC73411|tamburína - CC - venku
48CC7342|klapačky, kastaněty - CC - mimo domov
48CC7343|zvonkohra, zvonkohra - CC - mimo domov
48CC73431|zvonek ~ hudební nástroje - CC - out of doors
48CC7344|ostatní bicí nástroje - CC - out of doors
48CC7344(...)|ostatní bicí nástroje (s NAME) - CC - mimo budovu
48CC735|dechové nástroje - CC - out of doors
48CC7351|flétna, aulos, tibia - CC - mimo domov
48CC73511|zobcová flétna (hudební nástroj) - CC - out of doors
48CC73512|klarinet, fagot, hoboj, šalmaj - CC - mimo domov
48CC73513|příčná flétna - CC - out of doors
48CC7352|lesní roh, trubka, kornet, trombon, tuba - CC - mimo budovu
48CC73521|saxofon - CC - mimo domov
48CC7353|dudy - CC - mimo domov
48CC7354|dudy, muzika - CC - mimo domov
48CC7355|ústní varhany - CC - mimo domov
48CC7356|ostatní dechové nástroje - CC - venkovní
48CC7356(...)|ostatní dechové nástroje (s NAME) - CC - out of doors
48CC7356(CONCH)|ostatní dechové nástroje: koncha - CC - venkovní
48CC736|nástroje ~ populární hudba - CC - out of doors
48CC737|improvizované hudební nástroje (kuchyňské náčiní atd.) - CC - venku
48CC738|příslušenství ~ noty: metronom, notový stojan, ladička atd. - CC - venku
48CC74|notový zápis hudby - CC - out of doors
48CC741|tištěné vydání partitury - CC - out of doors
48CC742|rukopis hudební partitury - CC - out of doors
48CC7421|autogram ~ notový zápis hudby - CC - out of doors
48CC743|hudební teorie - CC - out of doors
48CC75|muzicírování; hudebník s nástrojem - CC - mimo domov
48CC751|jedna osoba s hudebním nástrojem, nehraje - CC - mimo domov
48CC7511|ladění nástroje - CC - out of doors
48CC75111|ladění loutny - CC - out of doors
48CC7512|osoba s hudebním nástrojem, přemýšlí, rozjímá - CC - venku
48CC752|jedna osoba hrající na nástroj - CC - mimo domov
48CC7521|jedna osoba hrající na strunný nástroj (smyčcový) - CC - mimo budovu
48CC7522|jedna osoba hrající na strunný nástroj (drnkací) - CC - mimo budovu
48CC7523|jedna osoba hrající na klávesový nástroj - CC - mimo budovu
48CC7524|jedna osoba hrající na bicí nástroj - CC - mimo budovu
48CC7525|jedna osoba hrající na dechový nástroj - CC - venku
48CC753|více než jeden hudebník s nástrojem - CC - "concert champêtre
48CC7531|velká skupina hudebníků, orchestr - CC - "concert champêtre
48CC7532|malá skupina hudebníků, komorní orchestr, jazzová kapela - CC - "concert champêtre
48CC754|společná instrumentální a vokální hudba - CC - out of doors
48CC7541|zpěvák, který se doprovází - CC - mimo domov
48CC75411|minstrel, 'jongleur' - CC - mimo domov
48CC75412|bard, lyrický básník - CC - mimo domov
48CC7542|hudebník(ci) doprovázející zpěváka(y) - CC - mimo budovu
48CC755|vokální hudba, zpěv - CC - mimo domov
48CC7551|zpěvák bez doprovodu - CC - mimo domov
48CC75511|zpěvák - CC - mimo domov
48CC75512|zpěvačka - CC - mimo domov
48CC7552|sbor - CC - mimo domov
48CC756|populární hudba, pouliční hudba - CC - mimo domov
48CC7561|instrumentální populární hudba - CC - mimo domov
48CC75611|hráč na hurdy-gurdy - CC - mimo domov
48CC75612|hráč na sudové varhany - CC - mimo domov
48CC75613|jedna osoba hrající na několik nástrojů, jednočlenná kapela - CC - mimo domov
48CC75614|dechovka, pouliční kapela - CC - mimo domov
48CC7562|vokální populární hudba - CC - mimo domov
48CC75621|zpěvák balad, prodejce balad - CC - mimo domov
48CC76|"automatická" hudba - CC - mimo domov
48CC761|hudební box - CC - venku
48CC762|pouliční varhany, "pierement" - CC - mimo domov
48CC763|pianola; orchestrion - CC - mimo budovu
48CC77|dirigent ~ hudba - CC - out of doors
48CC771|baton ~ conductor - CC - out of doors
48CC78|poslech hudby - CC - venku
48CC841|training ~ ballet - CC - female
48CC844|ballet dress - CC - female
48CC853|stage costume - CC - female
49|vzdělávání, věda a učení
49A|education
49A0|symbolická zobrazení, alegorie a emblémy ~ vzdělávání; "Ammaestramento", "Dottrina", "Educatione", "Istitutione" (Ripa)
49A1|studium a odklon
49A11|studium a hra jsou považovány za dva hlavní aspekty vzdělávání
49B|scholastic education, tuition
49B1|nursery school
49B2|elementary school; class, form
49B21|chodit do školy
49B211|přivedení do školy, první školní den
49B22|návrat domů ze školy
49B23|leaving school, last school-day
49B24|učitel a žák
49B241|výuka dítěte učitelem, rodiči nebo jinými dospělými
49B25|tresty ve škole
49B251|omezování svobody (ve škole); stání v koutě, držení se uvnitř apod.
49B252|tělesné tresty ve škole: kádrování, bití atd.
49B2521|rod, birch ~ trest ve škole
49B2522|pupil punishing teacher
49B253|dělání čárek ~ trest ve škole
49B3|further education
49B31|secondary education
49B32|vocational education, e.g.: junior technical school
49B33|higher education, e.g.: teacher's college
49B4|university
49B40|personifikace univerzity; "Academia" (Ripa)
49B41|university organization
49B411|založení univerzity
49B4111|připomínka založení univerzity
49B412|představenstvo, hodnostáři univerzity
49B413|beadle
49B4131|beadle's mace
49B414|insignia, seal ~ university
49B415|faculties ~ university
49B416|university building, college
49B42|university education
49B421|lecture ~ university
49B4211|inaugural address ~ university
49B4212|'magister cum discipulis' ~ university
49B4213|'Accipies'-woodcut, 'accipies tanti doctoris dogmata sacra'
49B4214|practical work ~ university
49B422|examination ~ university
49B423|receiving doctor's degree
49B4231|doctoral thesis
49B4232|university diploma
49B4233|honorary degree
49B43|professor
49B431|skupina profesorů
49B44|student
49B441|studying ~ university
49B4411|noční studium
49B442|student life
49B4421|student dress
49B4422|student room
49B4423|student love
49B4424|freshman ~ university
49B44241|matriculation
49B4425|student vacation
49B4426|sent-down student
49B4427|students' riot
49B4428|students' organization
49B44281|club (students)
49B44282|fraternity (students)
49B44283|initiation (students)
49B44284|party (students)
49B44285|students' pageant
49B4429|wandering student, 'Bettelstudent'
49BB43|professor - BB - female professor
49BB431|skupina profesorů - BB - profesorka
49BB44|student - BB - female student
49BB441|studying ~ university - BB - female student
49BB4411|noční studium - BB - studentka
49BB442|student life - BB - female student
49BB4421|student dress - BB - female student
49BB4422|student room - BB - female student
49BB4423|student love - BB - female student
49BB4424|freshman ~ university - BB - female student
49BB44241|matriculation - BB - female student
49BB4425|student vacation - BB - female student
49BB4426|sent-down student - BB - female student
49BB4427|students' riot - BB - female student
49BB4428|students' organization - BB - female student
49BB44281|club (students) - BB - female student
49BB44282|fraternity (students) - BB - female student
49BB44283|initiation (students) - BB - female student
49BB44284|party (students) - BB - female student
49BB44285|students' pageant - BB - female student
49BB4429|wandering student, 'Bettelstudent' - BB - female student
49C|aspekty vědy obecně
49C0|symbolická zobrazení, alegorie a emblémy ~ věda, "Scientia"; "Scienza", "Studio" (Ripa)
49C01|science versus worldly temptation
49C011|vědec se zříká světa, "věže ze slonoviny
49C1|svobodná umění, "Artes Liberales"
49C11|trivium (personifikace Grammatica, Dialectica a Rhetorica)
49C111|'Grammatica' (~ trivium); 'Grammatica' (Ripa)
49C112|'Dialectica' (~ trivium); 'Dialettica' (Ripa)
49C113|'Rhetorica', 'Eloquentia' (~ trivium); 'Rettorica' (Ripa)
49C12|quadrivium (personifikace Arithmetica, Geometria, Astronomia a Musica)
49C121|'Arithmetica' (~ quadrivium); 'Aritmetica' (Ripa)
49C122|'Geometria' (~ quadrivium); 'Geometria' (Ripa)
49C123|'Astronomia' (~ quadrivium); 'Astronomia' (Ripa)
49C124|'Musica' (~ quadrivium); 'Musica' (Ripa)
49C13|svobodná umění spolu s dalšími obory
49C131|svobodná umění spolu s filozofií nebo moudrostí
49C14|svobodná umění reprezentovaná jinak, např. emblémy, symboly
49C15|'Artes Liberales' versus 'Artes Vulgares'
49C151|'Artes Vulgares'
49C16|čtyři schopnosti (personifikace)
49C161|Teologie (jako jedna z fakult)
49C162|Jurisprudence (jako jedna z fakult)
49C163|Lékařství (jako jedna z fakult)
49C164|Filozofie (jako jedna z fakult)
49C17|humanitní vědy
49C2|philosophy
49C20|'Philosophia'; 'Filosofia' (Ripa)
49C201|"Philosophia" diskutuje s filozofem
49C21|philosophical disciplines
49C211|metaphysics, 'Metaphysica'; 'Metafisica' (Ripa)
49C212|logic, 'Logica'; 'Logica' (Ripa)
49C213|teorie poznání
49C2131|Plato's cave, 'antrum Platonicum'
49C214|aesthetics
49C3|scholar, philosopher
49C31|skupina učenců nebo filozofů
49C32|učenec ve své pracovně
49C33|učená společnost, akademie věd
49C34|wandering scholar
49C4|discussion, dialogue, dispute ~ scholar, philosopher
49C41|vyrušení, přerušení filozofické diskuse
49D|mathematics
49D0|'Mathematica'; 'Mathematica' (Ripa)
49D1|arithmetic
49D11|numerals
49D11(...)|číslice (s ČÍSLICÍ)
49D11(10)|numerals: 10
49D11(1095)|numerals: 1095
49D11(11)|numerals: 11
49D11(12)|numerals: 12
49D11(13)|numerals: 13
49D11(16)|numerals: 16
49D11(2)|numerals: 2
49D11(3)|numerals: 3
49D11(4)|numerals: 4
49D11(5)|numerals: 5
49D11(6)|numerals: 6
49D11(666)|numerals: 666
49D11(7)|numerals: 7
49D11(8)|numerals: 8
49D11(9)|numerals: 9
49D110|number symbolism
49D12|fundamental arithmetical operations
49D121|addition
49D1211|fibonacciho řady (1, 2, 3, 5, 8, 13, 21, ...)
49D122|subtraction
49D123|multiplication
49D124|division
49D13|stupnice notového zápisu (aritmetika)
49D131|decimal scale
49D132|binary scale
49D133|další notační stupnice
49D2|algebra a statistika
49D21|algebraic formula, equation, etc.
49D22|statistic diagram, graph; pictorial chart, etc.
49D3|planimetry, geometry
49D30|'Planimetria', 'Ichonografia' (Ripa)
49D31|point (~ planimetry, geometry)
49D32|line (~ planimetry, geometry)
49D321|straight line
49D3211|intersecting lines
49D3212|angle
49D3213|parallel lines
49D3214|golden section, 'sectio aurea'
49D322|curved line
49D3221|irregularly curved line
49D3222|pravidelně zakřivená linie, linie krásy
49D3223|spiral (~ planimetry, geometry)
49D33|triangle (~ planimetry, geometry)
49D331|isosceles triangle
49D332|equilateral triangle
49D333|right-angled triangle
49D34|quadrilateral (~ planimetry, geometry)
49D341|irregular quadrilateral
49D342|regular quadrilateral
49D342(...)|pravidelný čtyřúhelník (s NAME)
49D342(RHOMBUS)|regular quadrilateral: rhombus, lozenge
49D342(SQUARE)|regular quadrilateral: square
49D35|polygon (~ planimetry, geometry)
49D351|irregular polygon
