4|Społeczeństwo, Cywilizacja, Kultura
#48CC7532|small group of musicians, chamber orchestra, jazz band - CC - 'concert champêtre'
#48CC754|instrumental and vocal music together - CC - out of doors
#48CC7541|singer accompanying himself - CC - out of doors
#48CC75411|minstrel, 'jongleur' - CC - out of doors
#48CC75412|bard, lyric poet - CC - out of doors
#48CC7542|musician(s) accompanying singer(s) - CC - out of doors
#48CC755|vocal music, singing - CC - out of doors
#48CC7551|singer without accompaniment - CC - out of doors
#48CC75511|male singer - CC - out of doors
#48CC75512|female singer - CC - out of doors
#48CC7552|choir - CC - out of doors
#48CC756|popular music, street music - CC - out of doors
#48CC7561|instrumental popular music - CC - out of doors
#48CC75611|hurdy-gurdy player - CC - out of doors
#48CC75612|barrel-organ player - CC - out of doors
#48CC75613|one person playing several instruments, one-man band - CC - out of doors
#48CC75614|brass band, street band - CC - out of doors
#48CC7562|vocal popular music - CC - out of doors
#48CC75621|ballad singer, ballad seller - CC - out of doors
#48CC76|'automatic' music - CC - out of doors
#48CC761|musical box - CC - out of doors
#48CC762|street-organ, 'pierement' - CC - out of doors
#48CC763|pianola; orchestrion - CC - out of doors
#48CC77|conductor ~ music - CC - out of doors
#48CC771|baton ~ conductor - CC - out of doors
#48CC78|listening to music - CC - out of doors
#48CC841|training ~ ballet - CC - female
#48CC844|ballet dress - CC - female
#48CC853|stage costume - CC - female
49|wykształcenie, wiedza i nauczanie
49A|wykształcenie
#49A0|symbolic representations, allegories and emblems ~ education; 'Ammaestramento', Dottrina', 'Educatione', 'Istitutione' (Ripa)
#49A1|study and diversion
#49A11|study and play considered as the two principal aspects of education
49B|szkolnictwo, nauczanie
#49B1|nursery school
#49B2|elementary school; class, form
#49B21|going to school
#49B211|being brought to school, first school-day
#49B22|returning home from school
#49B23|leaving school, last school-day
#49B24|teacher and pupil
#49B241|child teaching teacher, parents, or other adults
#49B25|punishment at school
#49B251|limitation of freedom (in school); standing in the corner, keeping in, etc.
#49B252|corporal punishment at school: castigating, beating, etc.
#49B2521|rod, birch ~ punishment at school
#49B2522|pupil punishing teacher
#49B253|doing lines ~ punishment at school
#49B3|further education
#49B31|secondary education
#49B32|vocational education, e.g.: junior technical school
#49B33|higher education, e.g.: teacher's college
#49B4|university
#49B40|personification of university; 'Academia' (Ripa)
#49B41|university organization
#49B411|founding of a university
#49B4111|commemoration of the founding of a university
#49B412|board, dignitaries of a university
#49B413|beadle
#49B4131|beadle's mace
#49B414|insignia, seal ~ university
#49B415|faculties ~ university
#49B416|university building, college
#49B42|university education
#49B421|lecture ~ university
#49B4211|inaugural address ~ university
#49B4212|'magister cum discipulis' ~ university
#49B4213|'Accipies'-woodcut, 'accipies tanti doctoris dogmata sacra'
#49B4214|practical work ~ university
#49B422|examination ~ university
#49B423|receiving doctor's degree
#49B4231|doctoral thesis
#49B4232|university diploma
#49B4233|honorary degree
#49B43|professor
#49B431|group of professors
#49B44|student
#49B441|studying ~ university
#49B4411|studying at night
#49B442|student life
#49B4421|student dress
#49B4422|student room
#49B4423|student love
#49B4424|freshman ~ university
#49B44241|matriculation
#49B4425|student vacation
#49B4426|sent-down student
#49B4427|students' riot
#49B4428|students' organization
#49B44281|club (students)
#49B44282|fraternity (students)
#49B44283|initiation (students)
#49B44284|party (students)
#49B44285|students' pageant
#49B4429|wandering student, 'Bettelstudent'
#49BB43|professor - BB - female professor
#49BB431|group of professors - BB - female professor
#49BB44|student - BB - female student
#49BB441|studying ~ university - BB - female student
#49BB4411|studying at night - BB - female student
#49BB442|student life - BB - female student
#49BB4421|student dress - BB - female student
#49BB4422|student room - BB - female student
#49BB4423|student love - BB - female student
#49BB4424|freshman ~ university - BB - female student
#49BB44241|matriculation - BB - female student
#49BB4425|student vacation - BB - female student
#49BB4426|sent-down student - BB - female student
#49BB4427|students' riot - BB - female student
#49BB4428|students' organization - BB - female student
#49BB44281|club (students) - BB - female student
#49BB44282|fraternity (students) - BB - female student
#49BB44283|initiation (students) - BB - female student
#49BB44284|party (students) - BB - female student
#49BB44285|students' pageant - BB - female student
#49BB4429|wandering student, 'Bettelstudent' - BB - female student
49C|aspekty nauki w ogólności
#49C0|symbolic representations, allegories and emblems ~ science, 'Scientia'; 'Scienza', 'Studio' (Ripa)
#49C01|science versus worldly temptation
#49C011|scientist renouncing the world, 'ivory tower'
#49C1|the liberal arts, 'Artes Liberales'
#49C11|trivium (personification of Grammatica, Dialectica and Rhetorica)
#49C111|'Grammatica' (~ trivium); 'Grammatica' (Ripa)
#49C112|'Dialectica' (~ trivium); 'Dialettica' (Ripa)
#49C113|'Rhetorica', 'Eloquentia' (~ trivium); 'Rettorica' (Ripa)
#49C12|quadrivium (personification of Arithmetica, Geometria, Astronomia, and Musica)
#49C121|'Arithmetica' (~ quadrivium); 'Aritmetica' (Ripa)
#49C122|'Geometria' (~ quadrivium); 'Geometria' (Ripa)
#49C123|'Astronomia' (~ quadrivium); 'Astronomia' (Ripa)
#49C124|'Musica' (~ quadrivium); 'Musica' (Ripa)
#49C13|the liberal arts together with other disciplines
#49C131|the liberal arts together with Philosophy or Wisdom
#49C14|the liberal arts represented otherwise, e.g. by emblems, symbols
#49C15|'Artes Liberales' versus 'Artes Vulgares'
#49C151|'Artes Vulgares'
#49C16|the Four Faculties (personifications)
#49C161|Theology (as one of the faculties)
#49C162|Jurisprudence (as one of the faculties)
#49C163|Medicine (as one of the faculties)
#49C164|Philosophy (as one of the faculties)
#49C17|the humanities
#49C2|philosophy
#49C20|'Philosophia'; 'Filosofia' (Ripa)
#49C201|'Philosophia' discussing with philosopher
#49C21|philosophical disciplines
#49C211|metaphysics, 'Metaphysica'; 'Metafisica' (Ripa)
#49C212|logic, 'Logica'; 'Logica' (Ripa)
#49C213|theory of knowledge
#49C2131|Plato's cave, 'antrum Platonicum'
#49C214|aesthetics
#49C3|scholar, philosopher
#49C31|group of scholars or philosophers
#49C32|scholar in his study
#49C33|learned society, academy of sciences
#49C34|wandering scholar
#49C4|discussion, dialogue, dispute ~ scholar, philosopher
#49C41|disturbance, interruption of philosophical discussion
49D|matematyka
#49D0|'Mathematica'; 'Mathematica' (Ripa)
#49D1|arithmetic
#49D11|numerals
#49D11(...)|numerals (with NUMBER)
#49D11(10)|numerals: 10
#49D11(1095)|numerals: 1095
#49D11(11)|numerals: 11
#49D11(12)|numerals: 12
#49D11(13)|numerals: 13
#49D11(16)|numerals: 16
#49D11(2)|numerals: 2
#49D11(3)|numerals: 3
#49D11(4)|numerals: 4
#49D11(5)|numerals: 5
#49D11(6)|numerals: 6
#49D11(666)|numerals: 666
#49D11(7)|numerals: 7
#49D11(8)|numerals: 8
#49D11(9)|numerals: 9
#49D110|number symbolism
#49D12|fundamental arithmetical operations
#49D121|addition
#49D1211|series of Fibonacci (1, 2, 3, 5, 8, 13, 21, ...)
#49D122|subtraction
#49D123|multiplication
#49D124|division
#49D13|scales of notation (arithmetic)
#49D131|decimal scale
#49D132|binary scale
#49D133|other scales of notation
#49D2|algebra and statistics
#49D21|algebraic formula, equation, etc.
#49D22|statistic diagram, graph; pictorial chart, etc.
#49D3|planimetry, geometry
#49D30|'Planimetria', 'Ichonografia' (Ripa)
#49D31|point (~ planimetry, geometry)
#49D32|line (~ planimetry, geometry)
#49D321|straight line
#49D3211|intersecting lines
#49D3212|angle
#49D3213|parallel lines
#49D3214|golden section, 'sectio aurea'
#49D322|curved line
#49D3221|irregularly curved line
#49D3222|regularly curved line, line of Beauty
#49D3223|spiral (~ planimetry, geometry)
#49D33|triangle (~ planimetry, geometry)
#49D331|isosceles triangle
#49D332|equilateral triangle
#49D333|right-angled triangle
#49D34|quadrilateral (~ planimetry, geometry)
#49D341|irregular quadrilateral
#49D342|regular quadrilateral
#49D342(...)|regular quadrilateral (with NAME)
#49D342(RHOMBUS)|regular quadrilateral: rhombus, lozenge
#49D342(SQUARE)|regular quadrilateral: square
#49D35|polygon (~ planimetry, geometry)
#49D351|irregular polygon
#49D352|regular polygon
#49D352(...)|regular polygon (with NUMBER of sides)
#49D352(6)|regular polygon: hexagon
#49D352(8)|regular polygon: octagon
#49D36|circle (~ planimetry, geometry)
#49D361|segment of circle
#49D362|quadrature of the circle
#49D363|circumference of a circle
#49D364|radius of a circle
#49D365|centre of a circle
#49D366|diameter of a circle
#49D37|conic section (~ planimetry, geometry)
#49D371|ellipse
#49D372|parabola
#49D373|hyperbola
#49D38|other planimetric figures not meant or mentioned above
#49D4|stereometry, solid geometry
#49D40|'Sterometria'; 'Sterometria' (Ripa)
#49D41|the five Platonic solids (one inside the other)
#49D42|corner ~ stereometry
#49D421|edge ~ stereometry
#49D43|prism ~ stereometry
#49D431|triangular prism
#49D432|quadrangular prism
#49D433|parallelepiped
#49D44|pyramid ~ stereometry
#49D441|triangular pyramid
#49D442|quadrangular pyramid
#49D45|regular polyhedron
#49D451|tetrahedron
#49D452|hexahedron, cube
#49D453|octahedron
#49D454|dodecahedron
#49D455|icosahedron
#49D456|other polyhedrons
#49D46|cylinder ~ stereometry
#49D461|helix, three-dimensional spiral
#49D47|cone ~ stereometry
#49D471|truncated cone
#49D48|sphere, globe ~ stereometry
#49D481|ellipsoid of revolution
#49D5|drawing, measuring, calculating
#49D51|drawing (mathematics)
#49D511|drawing-instruments
#49D511(...)|drawing-instruments (with NAME)
#49D511(PROTRACTOR)|drawing-instruments: protractor
#49D511(RULER)|drawing-instruments: ruler
#49D5111|compasses
#49D5112|square (drawing-instrument)
#49D52|measuring
#49D521|measuring-instruments
#49D521(...)|measuring-instruments (with NAME)
#49D53|counting, calculating
#49D531|calculating-instruments
#49D531(...)|calculating-instruments (with NAME)
#49D5311|abacus, counting-frame
#49D5312|counting-board, counter, counter-table
#49D5313|reckoning-cloth, carpet for the counter
#49D5314|casting-counter, jetton, money of account
#49D54|computer, equation-solving machine
#49D541|laptop, notebook
#49D542|tablet computer
#49D6|some other branches of mathematics
#49D61|set theory
#49D62|non-Euclidean geometry
#49D63|multi-dimensional geometry
#49D64|trigonometry, polygonometry
#49D65|descriptive geometry
#49D7|mathematical perspective
#49D70|'Perspective' (alleg.); 'Prospetiva' (Ripa)
#49D71|anamorphosis
49E|nauki ścisłe i technologia
#49E1|astronomy (and cosmography)
#49E10|'Astronomia', 'Cosmografia'; 'Cosmografia' (Ripa)
#49E11|astronomical instruments
#49E111|observatory (~ astronomy)
#49E112|radio-telescope (~ astronomy)
#49E12|star-chart, star map
#49E121|star-globe
#49E122|armillary sphere, skeleton celestial globe
#49E123|orrery, planetarium
#49E13|cosmological theories
#49E131|geocentric theory (cosmology)
#49E132|heliocentric theory (cosmology)
#49E133|theory of the expanding universe (cosmology)
#49E1331|Big Bang theory (cosmology)
#49E2|physics and mechanics
#49E21|physics
#49E210|'Fisica' (Ripa)
#49E211|general principles of physics
#49E2111|theory of relativity
#49E212|quantum theory
#49E22|mechanics
#49E220|'Mecanica' (Ripa)
#49E221|dynamics, kinetics
#49E2211|work, friction ~ mechanics
#49E222|gravitation
#49E2221|pendulum (theory)
#49E2222|ballistics, motion of projectiles
#49E223|fluid mechanics, hydraulics
#49E224|gasdynamics, aerodynamics
#49E2241|vacuum physics
#49E23|thermodynamics
#49E24|acoustics
#49E25|optics
#49E251|optical instruments
#49E2511|lens
#49E25111|sun-glass, burning-glass
#49E2512|microscope
#49E2513|binoculars, spy-glass, etc.
#49E2514|telescope
#49E2515|stereoscope
#49E252|refraction (optics)
#49E253|prism (optical instrument)
#49E2531|the seven prismatic colours
#49E254|concave mirror, burning-mirror
#49E255|magnification
#49E26|electromagnetics, electrodynamics
#49E27|nuclear, atomic and molecular physics
#49E271|elementary particles ~ nuclear, atomic and molecular physics
#49E2711|models ~ molecular structure, etc.
#49E272|radioactivity
#49E2721|protection against radioactivity
#49E273|nuclear reaction
#49E3|chemistry
#49E31|chemical symbols
#49E32|inorganic chemistry
#49E33|organic chemistry
#49E39|alchemy
#49E391|alchemist at work
#49E3911|alchemist trying to make gold
#49E3912|alchemist looking for the Philosopher's Stone
#49E3913|alchemist failing at work
#49E392|alchemistic symbols
#49E393|alchemistic equipment
#49E3931|alchemistic vessels
#49E3931(...)|alchemist's vessels (with NAME)
