4|Maatschappij, Beschaving, Cultuur
48CC62122|Het maken van een geanimeerde tekenfilm - CC - buiten
48CC6213|montage, knippen ~ film - CC - buiten
48CC7|muziek - CC - buiten
48CC70|'Musica', symbolische voorstellingen, allegorieën en emblemen ~ muziek; 'Musica'(Ripa) - CC - buiten
48CC701|Oorsprong van muziek - CC - buiten
48CC702|magische kracht van muziek - CC - buiten
48CC71|componist - CC - buiten
48CC711|componist aan het werk - CC - buiten
48CC7110|inspiratie van de componist - CC - buiten de deur
48CC71101|De componist en zijn muze - CC - buiten de deur
48CC712|componist in niet-werk situatie - CC - buiten
48CC713|Portret van componist - CC - buiten de deur
48CC72|muzikant - CC - buiten
48CC721|Muzikant aan het werk - CC - buiten
48CC7210|inspiratie van de muzikant - CC - buiten de deur
48CC72101|De muzikant en zijn muze - CC - buiten
48CC7211|Muzikant traint leerlingen, muziekles - CC - buiten
48CC722|Muzikant in niet-werksituatie - CC - buiten
48CC723|Portret van een muzikant - CC - buiten
48CC723(...)|Portret van een muzikant (met NAAM van beroep) - CC - buiten
48CC73|Muziekinstrumenten; groep muziekinstrumenten - CC - buiten
48CC731|Snaarinstrumenten (gestreken) - CC - buiten
48CC7311|Viool, viool - CC - buiten
48CC7312|Altviool, cello; contrabas - CC - buiten
48CC7313|viool, rebec (viool-achtige instrumenten) - CC - buiten
48CC7314|draailier - CC - buiten
48CC7315|andere snaarinstrumenten bespeeld met strijkstok - CC - buiten
48CC7315(...)|andere snaarinstrumenten bespeeld met strijkstok (met NAAM) - CC - buiten
48CC732|Snaarinstrumenten (getokkeld) - CC - buiten
48CC7321|lier, citer, psalter - CC - buiten
48CC7322|harp - CC - buiten
48CC7323|luit, en speciale vormen van luit, bijv.: theorbe - CC - buiten
48CC7324|citer, mandoline, gitaar, balalaika - CC - buiten
48CC7325|dulcimer, citer - CC - buiten
48CC7326|Andere snaarinstrumenten (getokkeld) - CC - buiten
48CC7326(...)|Andere snaarinstrumenten (getokkeld) (met NAAM) - CC - buiten
48CC733|Toetsinstrumenten - CC - buiten
48CC7331|Spinet, virginaal - CC - buiten
48CC7332|Clavichord, klavecimbel - CC - buiten
48CC7333|pianoforte - CC - buiten
48CC73331|grote piano - CC - buiten
48CC7334|orgel - CC - buiten
48CC73341|kerkorgel - CC - buiten
48CC7335|accordeon - CC - buiten
48CC7336|andere toetsinstrumenten - CC - buiten
48CC7336(...)|Andere toetsinstrumenten (met NAAM) - CC - buiten
48CC734|slaginstrumenten - CC - buiten
48CC7341|Trommel (muziekinstrument) - CC - buiten
48CC73411|tamboerijn - CC - buiten
48CC7342|klappers, castagnetten - CC - buiten
48CC7343|Carillon, klokkenspel - CC - buiten
48CC73431|bel ~ muziekinstrumenten - CC - buiten
48CC7344|andere percussie-instrumenten - CC - buiten
48CC7344(...)|Andere percussie-instrumenten (met NAAM) - CC - buiten
48CC735|blaasinstrumenten - CC - buiten
48CC7351|fluit, aulos, tibia - CC - buiten
48CC73511|fluit (muziekinstrument) - CC - buiten
48CC73512|klarinet, fagot, hobo, schalmei - CC - buiten
48CC73513|dwarsfluit - CC - buiten
48CC7352|hoorn, trompet, cornet, trombone, tuba - CC - buiten
48CC73521|Saxofoon - CC - buiten
48CC7353|panfluit - CC - buiten
48CC7354|Dudelsack, musette - CC - buiten
48CC7355|mondharmonica - CC - buiten
48CC7356|andere blaasinstrumenten - CC - buiten
48CC7356(...)|andere blaasinstrumenten (met NAAM) - CC - buiten
48CC7356(CONCH)|Andere blaasinstrumenten: conch - CC - buiten
48CC736|Instrumenten ~ populaire muziek - CC - buiten
48CC737|geïmproviseerde muziekinstrumenten (keukengerei, enz.) - CC - buiten
48CC738|Accessoires ~ muziek: metronoom, muziekstandaard, stemvork, enz. - CC - buiten
48CC74|notatie van muziek - CC - buiten
48CC741|Gedrukte editie van muzikale partituur - CC - buiten de deur
48CC742|handschrift van muzikale partituur - CC - buiten
48CC7421|Handtekening ~ notatie van muziek - CC - buiten de deur
48CC743|Muziektheorie - CC - buiten
48CC75|Muziek maken; muzikant met instrument - CC - buiten
48CC751|Een persoon met muziekinstrument, niet spelend - CC - buiten
48CC7511|Het stemmen van een instrument - CC - buiten
48CC75111|Het stemmen van de luit - CC - buiten
48CC7512|Persoon met muziekinstrument, mijmerend, nadenkend - CC - buiten
48CC752|Een persoon die een instrument bespeelt - CC - buiten
48CC7521|Een persoon die een snaarinstrument (gestreken) bespeelt - CC - buiten
48CC7522|Een persoon die een snaarinstrument (getokkeld) speelt - CC - buiten
48CC7523|Een persoon die een toetsinstrument bespeelt - CC - buiten
48CC7524|Een persoon die percussie-instrument speelt - CC - buiten
48CC7525|Een persoon die een blaasinstrument bespeelt - CC - buiten
48CC753|meer dan één muzikant met instrument - CC - 'concert champêtre'
48CC7531|grote groep muzikanten, orkest - CC - 'concert champêtre'
48CC7532|kleine groep muzikanten, kamerorkest, jazzband - CC - 'concert champêtre'
48CC754|Instrumentale en vocale muziek samen - CC - buiten
48CC7541|Zanger die zichzelf begeleidt - CC - buiten
48CC75411|minstreel, 'jongleur' - CC - buiten
48CC75412|Bard, lyrische dichter - CC - buiten
48CC7542|Muzikant(en) die zanger(es)(s) begeleiden - CC - buiten
48CC755|Vocale muziek, zang - CC - buiten
48CC7551|zanger zonder begeleiding - CC - buiten
48CC75511|Mannelijke zanger - CC - buiten
48CC75512|Vrouwelijke zangeres - CC - buiten
48CC7552|koor - CC - buiten
48CC756|Populaire muziek, straatmuziek - CC - buiten
48CC7561|instrumentale populaire muziek - CC - buiten
48CC75611|draailier speler - CC - buiten
48CC75612|draaiorgelspeler - CC - buiten
48CC75613|Een persoon die meerdere instrumenten bespeelt, eenmansband - CC - buiten
48CC75614|koperen band, straatband - CC - buiten
48CC7562|Vocale populaire muziek - CC - buiten
48CC75621|balladezanger, balladeverkoper - CC - buiten
48CC76|'Automatische' muziek - CC - buiten
48CC761|muziekdoos - CC - buiten
48CC762|straatorgel, 'pierement' - CC - buiten
48CC763|Pianola; orchestrion - CC - buiten
48CC77|dirigent ~ muziek - CC - buiten
48CC771|Baton ~ dirigent - CC - buiten
48CC78|luisteren naar muziek - CC - buiten
48CC841|training ~ ballet - CC - vrouwelijk
48CC844|ballet jurk - CC - vrouwelijk
48CC853|podiumkostuum - CC - vrouwelijk
49|onderwijs, wetenschap en leren
49A|onderwijs
49A0|Symbolische voorstellingen, allegorieën en emblemen ~ onderwijs; 'Ammaestramento', 'Dottrina', 'Educatione', 'Istitutione' (Ripa)
49A1|studie en ontspanning
49A11|Studie en spel worden beschouwd als de twee belangrijkste aspecten van onderwijs
49B|scholastiek onderwijs, collegegeld
49B1|kleuterschool
49B2|lagere school; klas, groep
49B21|naar school gaan
49B211|wordt naar school gebracht, eerste schooldag
49B22|terugkeren naar huis van school
49B23|vertrek van school, laatste schooldag
49B24|leraar en leerling
49B241|kind dat een leraar, ouders of andere volwassenen onderwijst
49B25|straf op school
49B251|Beperking van vrijheid (op school); in de hoek staan, binnenblijven, enz.
49B252|lijfstraffen op school: berisping, slaan, enz.
49B2521|Stok, berk ~ straf op school
49B2522|leerling straft leraar
49B253|Het schrijven van regels ~ straf op school
49B3|verdere educatie
49B31|secundair onderwijs
49B32|beroepsonderwijs, bijv.: technische school voor jongeren
49B33|hoger onderwijs, bijv.: lerarenopleiding
49B4|universiteit
49B40|Personificatie van universiteit; 'Academia' (Ripa)
49B41|universitaire organisatie
49B411|Oprichting van een universiteit
49B4111|herdenking van de oprichting van een universiteit
49B412|bestuur, hoogwaardigheidsbekleders van een universiteit
49B413|bode
49B4131|staf van de pedel
49B414|insigne, zegel ~ universiteit
49B415|faculteiten ~ universiteit
49B416|universiteitsgebouw, hogeschool
49B42|universitaire opleiding
49B421|college ~ universiteit
49B4211|inaugurele redevoering ~ universiteit
49B4212|'magister cum discipulis' ~ universiteit
49B4213|'Accipies'-houtsnede, 'accipies tanti doctoris dogmata sacra'
49B4214|praktisch werk ~ universiteit
49B422|examen ~ universiteit
49B423|ontvangen doctorstitel
49B4231|doctoraatsthesis
49B4232|universitair diploma
49B4233|eredoctoraat
49B43|professor
49B431|groep professoren
49B44|student
49B441|studeren ~ universiteit
49B4411|studeren 's nachts
49B442|studentenleven
49B4421|studentenkleding
49B4422|studentenkamer
49B4423|student liefde
49B4424|eerstejaars ~ universiteit
49B44241|inschrijving
49B4425|student vakantie
49B4426|afgestudeerde student
49B4427|studentenoproer
49B4428|studentenorganisatie
49B44281|club (studenten)
49B44282|studentenvereniging
49B44283|initiatie (studenten)
49B44284|feest (studenten)
49B44285|studentenverkiezing
49B4429|zwervende student, 'Bettelstudent'
49BB43|professor - BB - vrouwelijke professor
49BB431|groep professoren - BB - vrouwelijke professor
49BB44|student - BB - vrouwelijke student
49BB441|studeren ~ universiteit - BB - vrouwelijke student
49BB4411|studeren 's nachts - BB - vrouwelijke student
49BB442|studentenleven - BB - vrouwelijke student
49BB4421|studentenjurk - BB - vrouwelijke student
49BB4422|studentenkamer - BB - vrouwelijke student
49BB4423|student liefde - BB - vrouwelijke student
49BB4424|eerstejaars ~ universiteit - BB - vrouwelijke student
49BB44241|inschrijving - BB - vrouwelijke student
49BB4425|studenten vakantie - BB - vrouwelijke student
49BB4426|afgestudeerde student - BB - vrouwelijke student
49BB4427|studentenopstand - BB - vrouwelijke student
49BB4428|studentenorganisatie - BB - vrouwelijke student
49BB44281|club (studenten) - BB - vrouwelijke student
49BB44282|studentenvereniging - BB - vrouwelijke student
49BB44283|initiatie (studenten) - BB - vrouwelijke student
49BB44284|feest (studenten) - BB - vrouwelijke student
49BB44285|studentenverkiezing - BB - vrouwelijke student
49BB4429|zwervende student, 'Bettelstudent' - BB - vrouwelijke student
49C|Aspecten van wetenschap in het algemeen
49C0|Symbolische representaties, allegorieën en emblemen ~ wetenschap, 'Scientia'; 'Scienza', 'Studio' (Ripa)
49C01|wetenschap versus wereldse verleiding
49C011|wetenschapper die de wereld afzweert, 'ivoren toren'
49C1|de vrije kunsten, 'Artes Liberales'
49C11|trivium (personificatie van Grammatica, Dialectica en Rhetorica)
49C111|'Grammatica' (~ trivium); 'Grammatica' (Ripa)
49C112|'Dialectica' (~ trivium); 'Dialettica' (Ripa)
49C113|'Rhetorica', 'Eloquentia' (~ trivium); 'Rettorica' (Ripa)
49C12|quadrivium (personificatie van Arithmetica, Geometria, Astronomia en Musica)
49C121|'Arithmetica' (~ quadrivium); 'Aritmetica' (Ripa)
49C122|'Geometrie' (~ quadrivium); 'Geometrie' (Ripa)
49C123|'Astronomie' (~ quadrivium); 'Astronomie' (Ripa)
49C124|'Musica' (~ quadrivium); 'Musica' (Ripa)
49C13|de vrije kunsten samen met andere disciplines
49C131|de vrije kunsten samen met Filosofie of Wijsheid
49C14|de vrije kunsten anders voorgesteld, bijv. door emblemen, symbolen
49C15|'Artes Liberales' versus 'Artes Vulgares'
49C151|'Artes Vulgares'
49C16|de Vier Faculteiten (personificaties)
49C161|theologie (als een van de faculteiten)
49C162|Rechtsgeleerdheid (als een van de faculteiten)
49C163|Geneeskunde (als een van de faculteiten)
49C164|Filosofie (als een van de faculteiten)
49C17|de geesteswetenschappen
49C2|filosofie
49C20|'Filosofie'; 'Filosofie' (Ripa)
49C201|'Philosophia' in gesprek met filosoof
49C21|filosofische disciplines
49C211|metafysica, 'Metaphysica'; 'Metafisica' (Ripa)
49C212|logica, 'Logica'; 'Logica' (Ripa)
49C213|theorie van kennis
49C2131|grot van Plato, 'antrum Platonicum'
49C214|esthetiek
49C3|geleerde, filosoof
49C31|groep van geleerden of filosofen
49C32|geleerde in zijn studie
49C33|geleerd genootschap, academie van wetenschappen
49C34|zwervende geleerde
49C4|discussie, dialoog, geschil ~ geleerde, filosoof
49C41|verstoring, onderbreking van filosofische discussie
49D|wiskunde
49D0|'Mathematica'; 'Mathematica' (Ripa)
49D1|rekenkunde
49D11|cijfers
49D11(...)|cijfers (met NUMMER)
49D11(10)|cijfers: 10
49D11(1095)|cijfers: 1095
49D11(11)|numerals: 11
49D11(12)|numerals: 12
49D11(13)|numerals: 13
49D11(16)|numerals: 16
49D11(2)|cijfers: 2
49D11(3)|cijfers: 3
49D11(4)|cijfers: 4
49D11(5)|cijfers: 5
49D11(6)|cijfers: 6
49D11(666)|numerals: 666
49D11(7)|cijfers: 7
49D11(8)|cijfers: 8
49D11(9)|cijfers: 9
49D110|getallensymboliek
49D12|fundamentele rekenkundige bewerkingen
49D121|toevoeging
49D1211|reeks van Fibonacci (1, 2, 3, 5, 8, 13, 21, ...)
49D122|aftrekking
49D123|vermenigvuldiging
49D124|afdeling
49D13|schaalnotaties (rekenkunde)
49D131|decimale schaal
49D132|binaire schaal
49D133|andere schalen van notatie
49D2|Algebra en statistiek
49D21|Algebraïsche formule, vergelijking, enz.
49D22|statistisch diagram, grafiek; schematische kaart, enz.
49D3|planimetrie, meetkunde
49D30|'Planimetrie', 'Ichonografie' (Ripa)
49D31|punt (~ planimetrie, meetkunde)
49D32|lijn (~ planimetrie, meetkunde)
49D321|rechte lijn
49D3211|snijdende lijnen
49D3212|hoek
49D3213|evenwijdige lijnen
49D3214|gouden sectie, sectio aurea
49D322|gebogen lijn
49D3221|onregelmatig gebogen lijn
49D3222|regelmatig gebogen lijn, lijn van Schoonheid
49D3223|spiraal (~ planimetrie, geometrie)
49D33|driehoek (~ planimetrie, meetkunde)
49D331|gelijkbenige driehoek
49D332|gelijkzijdige driehoek
49D333|Rechthoekige driehoek
49D34|vierhoek (~ planimetrie, meetkunde)
49D341|ongelijke vierhoek
49D342|regelmatig vierhoek
49D342(...)|regelmatige vierhoek (met NAAM)
49D342(RHOMBUS)|regelmatige vierhoek: ruit, ruitvorm
49D342(SQUARE)|regelmatige vierhoek: vierkant
49D35|veelhoek (~ planimetrie, meetkunde)
49D351|onregelmatige veelhoek
49D352|regelmatige veelhoek
49D352(...)|regelmatige veelhoek (met AANTAL zijden)
49D352(6)|regelmatige veelhoek: zeshoek
49D352(8)|regelmatige veelhoek: octagon
49D36|cirkel (~ planimetrie, geometrie)
49D361|segment van cirkel
49D362|kwadratuur van de cirkel
49D363|omtrek van een cirkel
49D364|straal van een cirkel
49D365|midden van een cirkel
49D366|diameter van een cirkel
49D37|kegelsnede (~ planimetrie, meetkunde)
49D371|ellips
49D372|parabool
49D373|hyperbool
49D38|andere planimetrische figuren die niet bedoeld zijn of hierboven genoemd
49D4|stereometrie, ruimtemeetkunde
49D40|'Sterometrie'; 'Sterometrie' (Ripa)
49D41|de vijf Platonische lichamen (één binnen de ander)
49D42|hoek ~ stereometrie
49D421|rand ~ stereometrie
49D43|prisma ~ stereometrie
49D431|driehoekig prisma
49D432|vierzijdige prisma
49D433|parallellepiped
49D44|piramide ~ stereometrie
49D441|driehoekige piramide
49D442|vierzijdige piramide
49D45|regelmatig veelvlak
49D451|tetraëder
49D452|hexahedron, kubus
49D453|octaëder
49D454|dodecahedron
49D455|icosahedron
49D456|andere veelvlakken
49D46|cilinder ~ stereometrie
49D461|helix, driedimensionale spiraal
49D47|kegel ~ stereometrie
49D471|afgeknotte kegel
49D48|bol, globe ~ stereometrie
49D481|ellipsoïde van revolutie
49D5|tekenen, meten, berekenen
49D51|tekening (wiskunde)
49D511|tekeninstrumenten
49D511(...)|tekeninstrumenten (met NAAM)
49D511(PROTRACTOR)|tekeninstrumenten: gradenboog
49D511(RULER)|tekeninstrumenten: liniaal
49D5111|kompassen
49D5112|vierkant (tekeninstrument)
49D52|meten
49D521|meetinstrumenten
49D521(...)|meetinstrumenten (met NAAM)
49D53|tellen, berekenen
49D531|berekeningsinstrumenten
49D531(...)|berekeningsinstrumenten (met NAAM)
49D5311|abacus, telraam
49D5312|telraam, toonbank, balie-tafel
49D5313|afrekeningsdoek, tapijt voor de toonbank
49D5314|gietteller, jeton, rekeninggeld
49D54|computer, vergelijking-oplossende machine
49D541|laptop, notebook
49D542|tablet computer
49D6|Enkele andere takken van de wiskunde
49D61|verzamelingenleer
49D62|niet-Euclidische meetkunde
49D63|multi-dimensionale meetkunde
49D64|trigonometrie, polygonometrie
49D65|beschrijvende meetkunde
49D7|wiskundig perspectief
49D70|'Perspectief' (alleg.); 'Prospetiva' (Ripa)
49D71|anamorfose
49E|wetenschap en technologie
49E1|astronomie (en kosmografie)
49E10|'Astronomie', 'Cosmografie'; 'Cosmografie' (Ripa)
49E11|astronomische instrumenten
49E111|observatorium (~ astronomie)
49E112|radiotelescoop (~ astronomie)
49E12|sterrenkaart, sterrenkaart
49E121|sterrenbol
49E122|armillaire bol, skelet hemelbol
49E123|orrery, planetarium
49E13|kosmologische theorieën
49E131|geocentrische theorie (kosmologie)
49E132|heliocentrische theorie (kosmologie)
49E133|theorie van het uitdijende heelal (kosmologie)
49E1331|grote knal theorie (kosmologie)
49E2|natuurkunde en mechanica
49E21|natuurkunde
49E210|'Fysica' (Ripa)
49E211|Algemene principes van de natuurkunde
49E2111|theorie van relativiteit
49E212|kwantumtheorie
49E22|mechanica
49E220|'Mecanica' (Ripa)
49E221|dynamica, kinetica
49E2211|werk, wrijving ~ mechanica
49E222|zwaartekracht
49E2221|slinger (theorie)
49E2222|ballistiek, beweging van projectielen
49E223|vloeistofmechanica, hydraulica
49E224|gasdynamica, aerodynamica
49E2241|vacuüm fysica
49E23|thermodynamica
49E24|akoestiek
49E25|optica
49E251|optische instrumenten
49E2511|lens
49E25111|zonnebril, brandglas
49E2512|microscoop
49E2513|verrekijker, spionnenbril, enz.
49E2514|telescoop
49E2515|stereoscoop
49E252|breking (optica)
49E253|prisma (optisch instrument)
49E2531|de zeven prisma kleuren
49E254|holle spiegel, brandspiegel
49E255|vergroting
49E26|elektromagnetica, elektrodynamica
49E27|Kern-, atoom- en moleculaire fysica
