2|Natuur
32B3212(ISRAEL)|(nakomelingen van) Afrikaanse emigranten naar Israël
32B3213|Afrikaanse immigranten, persoon die naar Afrika migreert
32B3213(...)|Afrikaanse immigranten (met NAAM van OORSPRONG)
32B3213(GREAT BRITAIN)|Afrikaanse immigranten uit Groot-Brittannië
32B3213(INDIA)|Afrikaanse immigranten uit India
32B3213(THE NETHERLANDS)|Afrikaanse immigranten uit Nederland
32B33|Aziatische volkeren, Aziaten
32B33(...)|Aziatische volkeren, Aziaten (met NAAM)
32B33(ARABS)|Aziatische volkeren, Aziaten: Arabieren
32B33(INDIANS)|Aziatische volkeren, Aziaten: Indiërs
32B33(PERSIANS)|Aziatische volkeren, Aziaten: Perzen
32B33(TURKS)|Aziatische volkeren, Aziaten: Turken
32B331|inheemse volkeren van Centraal en Oost-Azië
32B3311|Chinees
32B3312|Japans
32B3313|Mongoliërs
32B3314|Koreanen
32B332|(nakomelingen van) Aziatische emigranten, persoon die migreert vanuit Azië
32B332(...)|(nakomelingen van) Aziatische emigranten (met NAAM van BESTEMMING)
32B332(AUSTRALIA)|(nakomelingen van) Aziatische emigranten naar Australië
32B333|Aziatische immigranten, persoon die migreert naar Azië
32B333(...)|Aziatische immigranten (met NAAM van OORSPRONG)
32B333(EUROPE)|Aziatische immigranten uit Europa
32B34|Amerikaanse mensen, Amerikanen
32B341|inheemse volkeren van de Amerikaanse Arctische regio's
32B341(...)|inheemse volkeren van de Amerikaanse Arctische regio's (met NAAM)
32B341(INUIT)|inheemse volkeren van de Arctische regio's: Inuit
32B341(YUPIK)|inheemse volkeren van de Arctische regio's: Yupik
32B341(INUPIAT)|inheemse volkeren van de Arctische regio's: Inupiat
32B342|inheemse volkeren van Noord-Amerika
32B342(...)|inheemse volkeren van Noord-Amerika (met NAAM)
32B342(SHOSHONE)|inheemse volkeren van Noord-Amerika: Shoshone
32B342(SIOUX)|inheemse volkeren van Noord-Amerika: Sioux
32B343|inheemse volkeren van Midden-Amerika
32B344|inheemse volkeren van Zuid-Amerika
32B345|inheemse volkeren van het Caribisch gebied
32B346|(nakomelingen van) Amerikaanse emigranten, persoon die migreert vanuit Amerika
32B346(...)|(nakomelingen van) Amerikaanse emigranten (met NAAM van BESTEMMING)
32B346(JAPAN)|(nakomelingen van) Amerikaanse emigranten naar Japan
32B347|Amerikaanse immigranten, persoon die naar Amerika migreert
32B347(...)|Amerikaanse immigranten, (met NAAM van OORSPRONG)
32B347(IRELAND)|Amerikaanse immigranten: Ierland
32B347(SOMALIA)|Amerikaanse immigranten: Somalië
32B35|Australische en Oceanische volkeren, Australiërs en Oceaniers
32B351|inheemse volkeren van Australië en Oceanië
32B351(...)|inheemse volkeren van Australië en Oceanië (met NAAM)
32B351(PAPUANS)|inheemse volkeren van Australië en Oceanië: Papoea's
32B351(POLYNESIANS)|inheemse volkeren van Australië en Oceanië: Polynesiërs
32B351(NARUNGGA)|inheemse volkeren van Australië en Oceanië: Narungga
32B352|(nakomelingen van) Australische en Oceanische emigranten, mensen die migreren vanuit Australië of Oceanië
32B352(...)|(nakomelingen van) Australische en Oceanische emigranten (met NAAM van BESTEMMING)
32B353|Australische en Oceanische immigranten, persoon die migreert naar Australië of Oceanië
32B353(...)|Australische en Oceanische immigranten (met NAAM van OORSPRONG)
32B36|'primitive', 'pre-modern' volkeren
32B37|Pygmeeën (in legende, literatuur en etnografie)
32B371|Afrikaanse pygmeeën
32B371(...)|Afrikaanse pygmeeën (met NAAM)
32B371(AKA)|Afrikaanse pygmeeën: Aka
32B3711|San
32B3712|Khoikhoi
32B372|Nieuw-Guinese pygmeeën
32B38|personen van gemengde afkomst
32B381|personen van Europese en Sub-Saharaanse Afrikaanse afkomst
32B382|Euraziër, personen van Europese en Aziatische afkomst
32B383|personen van Spaanse en inheemse Zuid-Amerikaanse afkomst
32B39|(nog andere) menselijke rassen en volkeren
32B39(...)|(nog andere) menselijke rassen en volkeren (met NAAM)
32C|classificatie van etnische groepen
33|relaties tussen individuele personen
33A|niet-agressieve relaties
33A1|groeten
33A11|het ontbloten van het hoofd, het lichten van de hoed
33A12|handen schudden, 'dextrarum junctio'
33A13|vergadering
33A131|introduceren
33A1311|visitekaartje, naamkaartje
33A132|herkennen
33A14|elkaar omarmend, kussend
33A15|de hand op de schouder van een andere persoon leggen
33A2|verlof nemen
33A21|vragen aan iemand om niet weg te gaan
33A3|bezoeken; gasten ontvangen; elegante gezelschap
33A31|kloppen op de deur
33A32|felicitatie
33A33|condoleance
33A34|persoon die een groep toespreekt, redenaar
33A341|verhalenverteller; luisteren naar verhalenverteller
33A35|gesprek, dialoog; gespreksstuk
33A350|'Conversatione' (Ripa)
33A39|los bedrijf
33A4|cadeaus brengen; cadeaus uitwisselen
33A41|geschenken worden geaccepteerd
33A49|geschenken worden geweigerd
33A5|vrienden
33A51|eenzijdige vriendschap
33A52|hand op schouder (vrienden)
33A53|arm in arm (vrienden)
33A54|'album amicorum', 'Stammbuch'
33A58|verzoening
33A59|slechte metgezellen
33A6|het redden van een bedreigde medemens
33A61|help (aan een bedreigde medemens)
33A610|'Ajuto', 'Soccorso' (Ripa)
33A62|het bevrijden (een bedreigde medemens)
33A7|buurman
33A71|partner
33A711|ongelijke partners
33A8|dubbel
33A81|plaatsvervanger
33B|agressieve relaties, vijandschap, vijandigheid
33B1|ruzie, argument
33B10|'Lite' (Ripa)
33B11|spotten, beledigen; plagen
33B111|een neus optrekken (gebaar met duim naar neus, vingers gespreid)
33B12|beschuldigen
33B13|laster
33B14|bedreigend gedrag, uitdagend
33B2|duelleren
33B3|vechten
33B31|vuistgevecht
33B32|schoppen
33B33|klap in het gezicht
33B4|ontvoeren
33B41|ontvoering
33B5|vijand
33B51|tegenstander
33B6|doden ~ agressieve relaties
33B60|'Homicidio' (Ripa)
33B9|vlucht, wegrennen; achtervolgen
33B90|'Fuga', 'Fuga popolare', 'Persecutione' (Ripa)
33B91|verstoppen, zich verstoppen
33C|relaties tussen de seksen
33C1|schadelijke invloed van vrouwen, 'femmes fatales'
33C11|Aristoteles en Phyllis
33C12|Virgil in de mand
33C121|Wraak van Virgil: mannen die kaarsen aansteken bij Phyllis' achterwerk
33C13|Alexander en Candace
33C2|geliefden; het hof maken, flirten
33C21|het hof maken
33C211|liefde op het eerste gezicht
33C2111|het kijken naar de geliefde die slaapt
33C212|een afspraak maken
33C2121|minnaar met liefdesbrief
33C213|serenade aan de geliefde
33C214|cadeaus aangeboden aan de geliefde
33C2141|Valentijnsdag
33C215|geliefde gekroond met een krans
33C216|een van de geliefden alleen (bijvoorbeeld verlangend naar de geliefde)
33C2161|minnaar (man) alleen (bijvoorbeeld verlangend naar de geliefde)
33C2162|minnares (vrouw) alleen (bijvoorbeeld verlangend naar de geliefde)
33C217|verborgen liefde
33C2171|verborgen liefde ontdekt
33C218|ontwakende liefde
33C219|onsuccesvolle liefdesaffaire; verleiding
33C22|ontmoeting van geliefden
33C221|één geliefde wachtend op de ander
33C222|man (geliefde) die door het raam naar binnen gaat
33C2221|geliefde omhoog gehesen in een mandje
33C223|geliefden sluiten ontmoetingsplaats af
33C224|het uithakken van een hart en initialen in een object, bijvoorbeeld een boomstam
33C2241|de uitgesneden tekens (van geliefden) alleen
33C225|afscheid (van geliefden)
33C226|onderbroken vergadering, geliefden verrast
33C2261|'look-out' ~ ontmoeting van geliefden
33C2262|geliefden bespiedden
33C227|geliefden bij elkaar gebracht door een derde persoon
33C229|geliefde weggejaagd; afgewezen worden
33C2291|po is geleegd van bovenaf ~ het wegjagen van (ongewenste) minnaar
33C23|paar geliefden
33C231|arm in arm (geliefden)
33C232|(minnaars) die elkaar kussen
33C2321|het kussen van de hand (geliefden)
33C233|(minnaars) die elkaar omhelzen, 'symplegma'
33C234|(minnaars) strelen elkaar
33C2340|'Carezze amatorie' (Ripa)
33C235|geliefden' twist
33C236|geliefdenruzie, ruzie, mokken
33C239|einde van een liefdesaffaire
33C29|de jaloerse vrienden; kritische toeschouwers ~ verliefd stel
33C3|eenzijdige hofmakerij; achtervolging; moeilijke keuze
33C31|eenzijdig hofmaken
33C311|vrouw in vlucht (eenzijdige hofmakerij)
33C3111|vrouw in vlucht, iets achterlatend (kleding, schoen, enz.)
33C312|minnaar die vrouw in de steek laat
33C3121|verlaten vrouw
33C313|man beschuldigd door vrouw die hij heeft verstoten
33C314|man in vlucht (eenzijdig hofmaken)
33C32|achtervolging van een vrouw, sluipend
33C321|rivaliteit van mannen voor de liefde van een vrouw; proberen de rok te krijgen; 'Rivalità' (Ripa)
33C3211|rivaliteit van vrouwen voor de liefde van een man; gevecht om de aandacht; 'andouille'
33C322|schuddend geliefden uit een boom, met knuppel
33C3221|schuddend geliefden uit een boom, door dingen te gooien
33C323|Liefdes arbeid verloren (een derde persoon die succesvol ingrijpt)
33C3231|de daaropvolgende derde
33C33|de (moeilijke) keuze ~ hofmakerij
33C331|het filteren van de kandidaten
33C332|geblinddoekte keuze (van partner)
33C333|keuze tussen rijkdom en jeugd
33C34|huwelijksloterij
33C341|geautomatiseerde dating
33C4|coïtus, samenwonen, geslachtsgemeenschap
33C41|man en vrouw samenwonen
33C411|schunnige scènes, pornografie
33C412|fellatio
33C413|cunnilingus
33C42|ontmaagding, verlies van maagdelijkheid (en symbolen)
33C421|verlies van maagdelijkheid gesymboliseerd
33C4211|'la cruche cassée' (verlies van maagdelijkheid gesymboliseerd)
33C4212|vogelkooi geopend (verlies van maagdelijkheid gesymboliseerd)
33C43|na de geslachtsgemeenschap
33C44|gevallen vrouw
33C45|seksueel contact ~ kind
33C451|pedofilie, seksueel contact tussen volwassene en kind
33C452|seksueel contact tussen kinderen
33C46|masturbatie, onanie
33C47|groepsseks
33C48|sodomie, seksueel contact tussen mensen en dieren
33C49|verkrachting, schending
33C491|het slachtoffer ~ verkrachting, schending
33C5|prostitutie
33C51|bordeel
33C511|de man wordt beroofd (bordeelscène)
33C512|wegrijden van de beroofde man (bordeelscène)
33C52|hoer, prostituee
33C521|courtisane, hetaere
33C5211|'Lais Corinthiaca'
33C53|match-making scène
33C531|koppelaarster
33C54|madam (bordeelscène)
33C55|pooier (bordeelscène)
33C551|heertje
33C56|soliciteren op straat ~ prostitutie
33C561|soliciteren achter een raam ~ prostitutie
33C57|witte-slavenhandel ~ prostitutie
33C571|handel in kinderen ~ prostitutie
33C6|homoseksuele liefde
33C61|pederastie, seksueel contact tussen man en jongen
33C62|sodomie, seksueel contact tussen mannen
33C7|potentie en impotentie
33C71|castratie
33C711|gecastreerde persoon
33C72|afrodisiaca
33C721|betekent het behouden van potentie
33C729|anafrodisiaca
33C8|verliefdheid, verlangen
33C81|kuisheid versus sensualiteit
33C811|sensualiteit
33C8110|'Libidine', 'Voluttà' (Ripa)
33C812|kuisheid
33C8120|'Castità', 'Pudicitia', 'Vergogna honesta' (Ripa)
33C8121|kuisheidsgordel
33C8122|bewijs van kuisheid
33C813|verdediging van kuisheid
33C82|hemelse liefde versus aardse liefde
33C83|hoofs liefde versus liefde
33C84|hoofsche liefde
33C85|vrije liefde
33C851|promiscuïteit, fantasieën van een wereld van vrije liefde
33C86|vrouwenjager
33C861|'Don Juan' (vrouwenversierder)
33C862|Blauwbaard
33C87|gluren, voyeur
33C89|seksuele perversiteiten en aberraties; scatologische voorstellingen
33C891|sadisme
33C8911|flagellantisme ~ seksuele perversiteiten
33C892|masochisme
33C893|fetisjisme
33C9|Liefde: 'Frau Minne' en andere allegorieën
33C91|Liefde gepersonifieerd
33C911|'Frau Minne'
33C9111|'Frau Minne' schiet pijlen
33C9112|'Frau Minne' houdt zitting
33C912|Morris dance, 'Mauriskentanz'
33C92|kasteel van Liefde
33C93|tuin van liefde, hof van liefde, 'fête galante'
33C931|'Ars amandi'
33C94|'Ile de Cythère'
33C941|inscheping voor Cythera
33C942|inscheping vanaf Cythera
33C95|oorsprong van liefde; 'Origine d'amore' (Ripa)
33C951|fontein van liefde, 'Fons Amoris'
33C96|zelfopofferende liefde
33C97|Liefde martelt minnaar
33C971|verliefde minnaar
33C99|Liefde overwon; 'Amor Domato' (Ripa)
33CC312|minnaar die vrouw in de steek laat - CC - minnaar die man in de steek laat
33CC3121|verlaten vrouw - CC - verlaten man
33CC32|achtervolging van een vrouw, sluipend - CC - achtervolging van een man
33CC321|rivaliteit van mannen voor de liefde van een vrouw; proberen de rok te krijgen; 'Rivalità' (Ripa) - CC - achtervolging van een man
33CC3211|vrouwelijke rivaliteit voor de liefde van een man; gevecht om de aandacht; 'andouille' - CC - achtervolging van een man
33CC322|schuddend geliefden uit een boom, met knuppel - CC - achtervolging van een man
33CC3221|het schudden van geliefden uit een boom, door dingen te gooien - CC - achtervolging van een man
33CC323|De verloren arbeid van de liefde (een derde persoon die succesvol ingrijpt) - CC - achtervolging van een man
33CC3231|de daaropvolgende derde - CC - achtervolging van een man
33CC33|de (moeilijke) keuze ~ hofmakerij - CC - vrouwen die een keuze maken
33CC331|het selecteren van de kandidaten - CC - vrouwen die een keuze maken
33CC332|geblinddoekte keuze (van partner) - CC - vrouwen die een keuze maken
33CC333|keuze tussen rijkdom en jeugd - CC - vrouwen die een keuze maken
33CC5|prostitutie - CC - mannelijke prostitutie
33CC51|bordeel - CC - mannelijke prostitutie
33CC511|de man wordt beroofd (bordeelscène) - CC - mannelijke prostitutie
33CC512|wegrijden van de beroofde man (bordeelscène) - CC - mannelijke prostitutie
33CC52|hoer, prostituee - CC - mannelijke prostitutie
33CC521|courtisane, hetaere - CC - mannelijke prostitutie
33CC5211|'Lais Corinthiaca' - CC - mannelijke prostitutie
33CC53|match-making scene - CC - mannelijke prostitutie
33CC531|procuress - CC - mannelijke prostitutie
33CC54|madam (bordeelscène) - CC - mannelijke prostitutie
33CC55|pooier (bordeelscène) - CC - mannelijke prostitutie
33CC551|fancy-man - CC - mannelijke prostitutie
33CC56|soliciting in the street ~ prostitutie - CC - mannelijke prostitutie
33CC561|soliciteren achter een raam ~ prostitutie - CC - mannelijke prostitutie
33CC57|witte-slavenhandel ~ prostitutie - CC - mannelijke prostitutie
33CC571|handel in kinderen ~ prostitutie - CC - mannelijke prostitutie
33CC6|homoseksuele liefde - CC - homoseksuele liefde tussen vrouwen: lesbianisme
33CC61|pederastie, seksueel contact tussen man en jongen - CC - homoseksuele liefde tussen vrouwen: lesbianisme
33CC62|sodomie, seksueel contact tussen mannen - CC - homoseksuele liefde tussen vrouwen: lesbianisme
34|mens en dier
34A|temmen en trainen van dieren
34A1|vriendschap tussen mens en dier; strelen, aaien
34A11|temmen, domesticatie van dieren; getemd of gedomesticeerd dier
34A111|het knippen van de vleugels van een vogel
34A2|temmen van wilde paarden
34A21|breken om te zadelen, te beleren, enz. ~ wilde paarden
34A22|training van paarden
34A3|training van honden
34A31|training van politiehond
34A32|training van geleidehond
34A33|training van jachthond
34A34|training van uitvoerende hond
34A4|geld verdienen met het (optreden) van dieren
34A41|geld verdienen met beer
34A42|geld verdienen met aap
34A43|geld verdienen met cavia's
34A44|geld verdienen met andere dieren
34A5|slangenbezweerder
34A9|man dieren kwellen
34B|huisdieren, gehouden binnen en buiten het huis
34B1|huisdieren, gehouden in huis
34B11|hond
34B11(...)|hond (met NAAM van soort)
34B111|halsband (van een hond)
34B112|hond met bot
34B113|waakhond, hond aan het kijken
34B114|de hond uitlaten
34B12|kat
34B12(...)|kat (met NAAM van soort)
34B121|kat en muis
34B13|huiskippen (binnen in huis)
34B131|vogel in een kooi
34B1311|lege vogelkooi
34B132|vogels in een grote kooi, volière
34B133|vogel aan een koord of touw
34B2|een huisdier dat buiten het huis wordt gehouden
34B21|pluimveestal
34B211|vijver
34B22|huiskatten die buiten worden gehouden
34B23|huishoudelijke vogels die buiten het huis worden gehouden
34B231|duiven
34B2311|duiventil
34B232|gevogelte (haan, hen, kip, enz.)
34B2321|kippenhok
34B233|huishoudelijke watervogels
34B2331|zwanen (huiselijke watervogels)
34B2332|ganzen (tamme watervogels)
34B2333|eenden (huiselijke watervogels)
34B3|amfibieën als huisdieren
34B31|terrarium
34B4|vissen als huisdieren
34B41|aquarium
34B411|vissenkom
34B42|visvijver (in tuin)
34C|bescherming van dieren
34C1|het voeren van wilde dieren
34C11|het voeren van wilde dieren in de winter
34C12|het verschaffen van water voor wilde dieren tijdens droogte
34C2|het bieden van onderdak aan wilde dieren
34C21|zorgen voor vogels
34C211|nestkastje
34C212|spreeuwenhuis
34C3|natuurreservaat, nationaal park
34C31|omheining (natuurreservaat)
34C32|grating (natuurreservaat)
34C4|verdedigen van dieren tegen mishandeling
34C41|organisaties voor de verdediging van dieren
34C5|dierenarts
34D|beheersing en uitroeiing van schadelijke dieren
34D1|uitroeiing van schadelijke zoogdieren
34D11|uitroeiing van muizen
34D111|muizenval
34D12|uitroeiing van ratten
34D121|verkoper van rattengif
34D122|rattenbestrijder
34D123|moderne methoden van uitroeiing
34D2|verjagen van vogels
34D21|vogelverschrikker
34D3|uitroeiing van schadelijke insecten
34D31|vliegenbestrijding
34D311|vliegenmepper
34D312|vliegenpapier
34D32|muggenbestrijding
34D321|muggengaas, schermen
34D322|brandende rookmaker, rookpot ~ uitroeiing van insecten
