5|Abstracte Ideeën en Concepten
73E36|de ongelovigheid van Thomas
73E361|Apostelen vertellen Thomas dat ze de Heer hebben gezien; de twijfel van Thomas
73E362|Christus verschijnt opnieuw aan de apostelen (Thomas aanwezig)
73E363|Christus toont Thomas zijn wonden
73E364|Thomas raakt de wond in de zijde van Christus aan of strekt zijn handen uit om deze aan te raken, soms leidt Christus de hand van Thomas.
73E3641|Christus met uitgestrekte armen ~ ongeloof van Thomas
73E3642|Christus omarmt Thomas
73E36421|Thomas legt zijn handen op de schouders van Christus.
73E365|Thomas reikt uit om de wonden in de handen van Christus aan te raken
73E366|Christus berispt Thomas en de apostelen
73E37|Verschijning van Christus bij het Meer van Gennesaret (Meer van Galilea, Meer van Tiberias): wonderbaarlijke vangst van vissen (na de Opstanding)
73E371|Christus aan de oever, beveelt de apostelen om hun net aan de rechterkant van de boot te werpen
73E372|Wanneer het net vol vis zit, herkent John de Heer ~ verschijning van Christus bij het Meer van Galilea
73E373|Peter werpt zichzelf in de zee en zwemt of waadt naar Christus.
73E3731|Peter loopt op het water naar Christus op de oever.
73E374|De vangst wordt aan land gebracht: Peter draagt het zware net met vissen ~ Meer van Gennesaret
73E375|Christus geeft vis en brood aan de apostelen
73E376|missie van Peter ('Pasce oves meas'): Christus wijst naar een lam, Peter misschien met sleutels in zijn handen
73E3761|Christus leidt Petrus bij de hand naar een kathedraal
73E38|andere verschijningen van Christus voor de Hemelvaart
73E381|Christus verschijnt aan de berouwvolle Petrus in een grot
73E4|Christus en zijn apostelen op de Olijfberg
73E41|scènes voor Hemelvaart
73E411|missie van de apostelen na de Opstanding
73E412|Christus die lesgeeft of praat met de apostelen
73E413|Christus zegent de apostelen op de Olijfberg
73E42|de Hemelvaart (Christus omringd door stralend licht of in een mandorla)
73E421|Christus stapt de hemel in, terwijl Hij Gods hand vasthoudt of geholpen wordt door engel(en)
73E422|Christus omhoog in de lucht ~ Hemelvaart
73E4221|Christus gedragen door engelen ~ Hemelvaart
73E423|Christus opgenomen door een wolk ~ Hemelvaart
73E424|Christus die in een wagen rijdt ~ Hemelvaart
73E425|Christus verdween bijna volledig: alleen zijn voeten zijn zichtbaar ~ Hemelvaart
73E426|Christus stijgt op naar de hemel terwijl de apostelen aan tafel zitten (~ Marcus 16:14-19)
73E427|Christus stijgt op naar de hemel; apostelen (en Maria) eronder
73E43|engelen die met de apostelen en misschien met andere getuigen van de Hemelvaart spreken
73E44|De voetafdrukken van Christus op de Olijfberg ~ de Hemelvaart
73E5|Pinksteren: de Heilige Geest daalt neer op (Maria en) de apostelen, soms Paulus en/of vertegenwoordigers van de aanwezige volken (Handelingen 2:1-4)
73E51|de Heilige Geest die uit God de Vader voortkomt (of God de Vader aanwezig)
73E52|de Heilige Geest die uit Christus voortkomt
73E53|de Heilige Geest die uitgaat vanaf de lege troon van Christus
73E54|de Heilige Geest die uit God de Vader en Christus voortkomt
73E6|De apostelen, geïnspireerd door de Heilige Geest, richten zich tot de vertegenwoordigers van de volken ~ Pinksteren (Handelingen 2:5-41)
73E61|Peter geeft een preek.
73E62|Peter en de andere apostelen dopen.
73E63|De apostelen nemen afscheid en vertrekken in alle richtingen.
73E7|Dood, hemelvaart en kroning van Maria (soms zijn enkele van de 'dochters van de Hebreeën' aanwezig)
73E71|de aankondiging van Maria's dood door een engel (Gabriël) met een palmtak
73E711|Gebed van Maria (meestal in een tuin) ~ aankondiging van Maria's dood
73E712|Maria in gesprek met haar dienstmaagden ~ aankondiging van Maria's dood
73E72|De wonderbaarlijke bijeenkomst van de apostelen: elk van hen wordt op een wolk naar Maria op haar sterfbed gebracht
73E73|Mary ontvangt haar laatste communie van Johannes de Evangelist of van Christus.
73E74|de Ontslaping: Maria op haar sterfbed; de apostelen zijn om haar heen verzameld (Johannes de Evangelist kan slapend of dromend worden afgebeeld)
73E741|Christus verschijnt en neemt de ziel van Maria ('assumptio animae')
73E7411|Gesprek tussen Maria en Christus ~ de Ontslaping
73E742|andere voorstellingen ~ de dood van Maria, bijv.: Maria die knielt voor haar bed
73E75|de graflegging van Maria
73E751|de begrafenisstoet ~ de dood van Mary
73E7511|de hogepriester Jechonias wordt gestraft omdat hij probeert de baar van Maria om te keren: zijn handen blijven eraan plakken
73E752|De apostelen houden de wacht bij het graf van Maria
73E76|Christus wekt Maria op uit de dood
73E77|de veronderstelling van Maria ('assumptio corporis'): ze wordt door engelen ten hemel gedragen
73E771|Het graf van Maria gevuld met bloemen
73E772|Mary laat haar gordel vallen in de handen van Thomas ~ aanname
73E78|aanneming van Maria gecombineerd met haar kroning
73E79|kroning van Maria in de hemel (meestal is de Heilige Drie-eenheid aanwezig)
73E791|kroning van Maria door God de Vader
73E792|kroning van Maria door Christus
73E793|kroning van Maria door God de Vader en Christus
73E794|kroning door Christus en de Heilige Geest
73E795|kroning van Maria door één of meer engelen
73E8|Dood en kroning van Jozef
73E81|Joseph op zijn sterfbed; Christus en Maria aanwezig
73E82|kroning van Joseph in de hemel
73EE1|Opstanding van Christus - EE - het graf gesloten (met ongebroken zegels)
73EE11|gebeurtenissen vlak voor de Opstanding - EE - het graf sloot (met ongebroken zegels)
73EE111|De hand van God wekt Christus - EE - het graf gesloten (met ongebroken zegels)
73EE112|Engelen die het graf van Christus openen, bijvoorbeeld door de steen opzij te rollen - EE - het graf sloot (met ongebroken zegels)
73EE113|David bij het graf van Christus - EE - het graf gesloten (met ongebroken zegels)
73EE12|Christus, meestal met een banier in de hand, verrijst uit het graf; vaak gecombineerd met slapende en/of angstige soldaten - EE - het graf gesloten (met ongebroken zegels)
73EE121|Christus duwt het deksel van de sarcofaag weg ~ Opstanding - EE - het graf gesloten (met ongebroken zegels)
73EE1211|het deksel van de sarcofaag werd geopend door een engel ~ Opstanding van Christus - EE - het graf werd gesloten (met ongebroken zegels)
73EE122|Christus, deels zichtbaar, staand in de geopende sarcofaag - EE - het graf gesloten (met ongebroken zegels)
73EE123|Christus die uit het graf stapt - EE - het graf sloot (met ongebroken zegels)
73EE1231|Christus die door de gesloten tempeldeur stapt - EE - het graf gesloten (met ongebroken zegels)
73EE13|Gebeurtenissen direct na de Opstanding - EE - het graf sloot (met ongebroken zegels)
73EE131|Christus staat op of nabij het graf ~ gebeurtenissen na de Opstanding - EE - het graf gesloten (met ongebroken zegels)
73EE132|Christus zittend (verheven) op het graf - EE - het graf gesloten (met ongebroken zegels)
73EE133|Christus zwevend boven of in de buurt van het graf - EE - het graf gesloten (met ongebroken zegels)
73EE14|Symbolische voorstellingen van de Opstanding - EE - het graf gesloten (met ongebroken zegels)
73EE15|de verrezen Christus (met wonden, maar zonder doornenkroon), soms het kruis vasthoudend - EE - het gesloten graf (met ongebroken zegels)
73EE16|Bange en/of slapende soldaten bij het graf van Christus - EE - het graf gesloten (met ongebroken zegels)
73EE161|de ouderen omkopen de soldaten met geld ~ Opstanding van Christus - EE - het graf gesloten (met ongebroken zegels)
73EE162|Slapende soldaten bij het graf van Christus - EE - het graf gesloten (met ongebroken zegels)
73EE35|Christus verschijnt aan de apostelen (verzameld achter gesloten deuren) - EE - Thomas niet aanwezig
73EE351|Christus aan tafel met de apostelen ~ na de Opstanding - EE - Thomas niet aanwezig
73EE3511|De apostelen brengen voedsel naar Christus - EE - Thomas niet aanwezig
73EE352|Christus toont zijn wonden aan de apostelen - EE - Thomas niet aanwezig
73EE353|Christus zegent de apostelen ~ na de Opstanding - EE - Thomas niet aanwezig
73EE354|Christus ademt op de apostelen (soms komt er een duif uit de mond van Christus) - EE - Thomas niet aanwezig
73EE355|Christus die de apostelen aanspoort om in Jeruzalem te blijven - EE - Thomas niet aanwezig
73F|Levens en daden van de apostelen van Christus; brieven
73F1|gemeenschap van discipelen (prediking, genezing, enz. in het algemeen) (Handelingen 2:42-47, 4:32 - 5:11)
73F11|discipelen in afwachting van de terugkeer van Christus
73F12|Discipelen prediken en dopen (in het algemeen)
73F13|Discipelen genezen de zieken (in het algemeen)
73F14|discipelen vervolgd
73F141|discipelen vervolgd door Saulus (Paulus)
73F1411|de gemeente wordt verstrooid door de vervolging van Saulus
73F142|Leerlingen bespot (of geslagen)
73F143|Discipelen gearresteerd
73F15|Discipelen leven door hun goederen gemeenschappelijk te delen.
73F151|Discipelen verkopen land, huizen, enz.
73F1511|Joseph (Barnabas) verkoopt land en geeft het geld aan de apostelen.
73F152|discipelen ontvangen geschenken
73F153|verdeling van geschenken door Christus' discipelen aan ieder mens volgens zijn behoeften
73F154|Verhaal van Ananias en Sapphira
73F1541|Ananias verkoopt een stuk grond en brengt een deel van de prijs naar de apostelen.
73F1542|Ananias, berispt door Petrus, valt neer en sterft tussen zijn gaven
73F1543|Ananias werd weggedragen en begraven door jonge mannen
73F1544|Peter ondervraagt Sapphira, die dan ook sterft
73F1545|Sapphira werd weggedragen en begraven door jonge mannen
73F16|zeven diakenen gekozen, onder hen Stefanus, die mogelijk knielend voor Petrus wordt getoond ~ gemeenschap van discipelen (Handelingen 6:1-6)
73F17|Na Agabs voorspelling van een grote hongersnood brengen Saulus (Paulus) en Barnabas geschenken die verzameld zijn in Antiochië naar de gemeente in Jeruzalem (Handelingen 11:27-30)
73F2|Levens en daden van de apostelen (deel I)
73F21|Leven en daden van Peter
73F211|Peter, in het midden van de discipelen, stelt voor om een apostel te kiezen om de plaats van Judas in te nemen (Handelingen 1:15-26)
73F2111|Twee discipelen worden aangesteld: Jozef genaamd Barnabas (Barsabas, Justus) en Matthias
73F2112|De discipelen bidden voor een juiste beslissing ~ vervanging van Judas
73F2113|het lot valt op Matthias ~ vervanging van Judas
73F2114|Matthias verkozen door de inspiratie van de Heilige Geest
73F212|Wonderen van Peter (soms in samenwerking met anderen)
73F2121|genezing van een verlamde bedelaar bij de Schone Poort van de tempel door Petrus en Johannes (Handelingen 3 - 4:31)
73F21211|Peter, John en de genezen man betreden de tempel, waar Peter een preek houdt
73F21212|Peter en John gearresteerd
73F21213|Peter en John worden ondervraagd door de hogepriester en de Sanhedrin.
73F21214|Wanneer vrijgelaten Peter en John relateren de gebeurtenissen aan de discipelen.
73F21215|De discipelen prijzen de Heer; de plaats van samenkomst wordt geschud
73F2122|Een menigte van de zieken genezen door Petrus en andere discipelen (Handelingen 5:12-16)
73F21221|zieke mensen werden de straat op gebracht, zodat de schaduw van Peter op hen zou vallen
73F2123|De hogepriester en sadduceeën laten Petrus en de apostelen in de gevangenis zetten (Handelingen 5:17-42)
73F21231|'s Nachts opent een engel de deur van de gevangenis ~ Het leven en de daden van Peter
73F21232|In de ochtend vinden de officieren de deuren van de gevangenis gesloten en de apostelen weg; ze prediken opnieuw in de tempel.
73F21233|Peter en de apostelen werden voor de Sanhedrin gebracht
73F212331|de waarschuwing van Gamaliël
73F21234|De apostelen worden geslagen en worden daarna vrijgelaten ~ Petrus en de apostelen in de gevangenis
73F2124|Peter en John leggen handen op gelovigen in Samaria, zodat zij de Heilige Geest kunnen ontvangen (Handelingen 8:14-17)
73F21241|Simon Magus biedt geld aan Petrus aan om de geheimen van zijn kracht te kopen (Handelingen 8:18-24)
73F212411|Peter weigert het geld dat aangeboden wordt door Simon Magus.
73F2125|Peter geneest Aeneas in Lydda, die al acht jaar aan zijn bed gekluisterd was (Handelingen 9:32-35)
73F2126|Peter en Tabitha (Dorcas) (Handelingen 9:36-42)
73F21261|Werken van liefdadigheid van Tabitha: ze maakt kleding voor de armen
73F21262|Tabitha op haar sterfbed
73F21263|Twee boodschappers vragen Petrus om naar Joppe te komen
73F21264|Peter krijgt de kledingstukken te zien die door Tabitha zijn gemaakt
73F21265|Tabitha wordt opgewekt uit de dood door het gebed van Petrus.
73F2127|De staf van Peter verhoogt Gregorius Presbyter
73F2128|Peter en zijn 'dochter' Petronilla
73F21281|Petronilla wordt tijdelijk weer gezond gemaakt door Peter.
73F21282|Peter legt de nut van Petronilla's ziekte uit aan de menigte.
73F21283|Ptolemaeus (of Flaccus) ziet de schoonheid van Petronilla en wordt verliefd op haar
73F212831|De rouw van Ptolemaeus wanneer de ziekte van Petronilla opnieuw de kop opsteekt
73F212832|Ptolemy gaat naar Peter en wordt een gelovige
73F2129|Peter en de dochter van de tuinman
73F21291|een tuinman vraagt Peter om te bidden voor zijn dochter, die vervolgens dood neervalt
73F21292|Peter die de dochter van de tuinman grootbrengt
73F21293|De dochter van de tuinman wordt verkracht door een vreemdeling
73F213|Peter en Cornelius de Centurion (Handelingen 10)
73F2131|Cornelius de Centurion en de engel
73F2132|Cornelius stuurt twee dienaren en een soldaat naar Peter in Joppe.
73F2133|Peter's visie van de onreine beesten op het dak van het huis van Simon de Leerlooier: een laken daalt neer vanuit de hemel vol met viervoetige beesten, kruipende dieren en vogels van de lucht
73F2134|Peter ontvangt de drie dienaren van Cornelius
73F2135|Peter in het huis van Cornelius: de Heilige Geest daalt neer op Cornelius en zijn familie, die gedoopt worden door Peter
73F21351|de Heilige Geest daalt neer op de heidenen na het gebed van Petrus
73F2136|Discipelen bespreken de heidenen met Petrus (Handelingen 11:1-18)
73F21361|Na Peter het verhaal van de bekering van Cornelius heeft verteld, verheerlijken ze God.
73F214|Peter vervolgd in Jeruzalem (Handelingen 12:1-23)
73F2141|Koning Herodes Agrippa laat Petrus arresteren en gevangenzetten
73F2142|Peter slaapt tussen twee soldaten
73F2143|Een engel verschijnt, roept Peter op om wakker te worden ~ Peter in de gevangenis
73F2144|de engel leidt Peter voorbij de slapende bewakers
73F2145|De engel verdwijnt: Peter blijft alleen achter op straat
73F2146|Peter gaat naar 'het huis van Maria de moeder van Johannes', waar veel discipelen bijeen zijn (en klopt op de deur)
73F21461|Rhoda, de dienstmeid, herkent Peter
73F21462|Rhoda vertelt de discipelen dat Petrus bij de poort is; ze openen de deur.
73F21463|Peter vertelt het verhaal van zijn bevrijding.
73F2147|Na de ontdekking van de ontsnapping van Peter, veroordeelt Herodes Agrippa de gevangenbewaarders.
73F2148|Koning Herodes Agrippa spreekt tot het volk; hij wordt getroffen door een engel en sterft
73F215|Peter in Rome
73F2151|De reis van Peter naar Rome
73F21511|Peter begint aan een reis naar Rome
73F21512|Peter geeft les aan Theon, de kapitein van het schip, die een visioen had over de apostel.
73F21513|Peter doopt Theon in de zee: ze zien Christus
73F2152|Simon Magus arriveert in Rome in een wolk
73F21521|Simon Magus misleidt christenen in Rome met zijn magie.
73F2153|Peter in Rome; zijn wedstrijd met Simon Magus
73F21531|Peter predikt in Rome.
73F21532|Peter voor het huis van Marcellus de Senator, waar Simon verblijft
73F215321|Peter stuurt een hond het huis in om Simon te roepen om naar buiten te komen.
73F215322|Marcellus werpt zich berouwvol aan de voeten van Peter.
73F215323|Peter drijft een demon uit een jonge man.
73F2153231|de demon die uit een jonge man wordt uitgedreven door Peter beschadigt een standbeeld van Caesar
