0|Abstracte, non-representatieve kunst
12A7314|Joodse bruiloftsfeest (zonder bruid en bruidegom)
12A732|leviraat huwelijk ~ Joodse gebruiken
12A7321|'Halizah', een weduwe trekt een schoen uit de voet van haar zwager (waardoor ze zichzelf bevrijden van het leviraat huwelijk)
12A733|scheiding ~ Joodse gebruiken
12A7331|overhandigen van een scheidingsakte ~ Joodse gebruiken
12A74|dood en begrafenis ~ Joodse gebruiken
12A741|Plaatsen van aarde van Palestina in de kist ~ Joodse begrafenis
12A742|handen wassen voor het verlaten van begraafplaats ~ Joodse begrafenis
12A743|Joodse rouwgebruiken
12A7431|scheuren of knippen van de kleding ~ Joodse rouwgebruiken
12A7432|dragen van een zak ~ Joodse rouwgebruiken
12A744|herdenking van de doden ~ Joodse gebruiken
12A7441|'Yahrzeit' (herdenkingsdag van de dag van overlijden van ouders en andere naaste familieleden) ~ Joodse gebruiken
12A75|Persoonlijke verplichtingen ~ Joods leven
12A751|gaan naar de synagoge ~ persoonlijke verplichtingen in het Joodse leven
12A752|het bieden van gastvrijheid ~ persoonlijke verplichtingen in het Joodse leven
12A753|bestuderen van de Torah, de Talmoed, enz. ~ persoonlijke verplichtingen in het Joodse leven
12A754|ceremoniële objecten die worden gebruikt bij privé- en persoonlijke taken in het Joodse leven
12A7541|gebedssjaals ~ Joodse ceremoniële objecten
12A75411|'tallit', gebedssjaal gedragen over het hoofd en de schouders ~ Joodse ceremoniële objecten
12A754111|'zizit', de showthreads aan elk van de vier hoeken van de 'tallit' ~ Joodse ceremoniële objecten
12A75412|'arba kanfot', schouderkleed met franjes aan elk van de vier hoeken ~ Joodse ceremoniële objecten
12A7542|'tefillin', phylacteries ~ Joodse ceremoniële objecten
12A75421|het ombinden van de gebedsriemen ~ Joodse gebruiken
12A7543|'mezuzah', perkamentrol geplaatst op de deurpost van een huis ~ Joodse gebruiken
12A7544|'mizrah', tekening, print of borduurwerk bevestigd aan de oostelijke muur van de kamer ~ Joodse gebruiken
12A755|sociale diensten ~ persoonlijke verplichtingen in Joods leven
12A7551|'zedakah', vrijgevigheid, het geven van aalmoezen ~ Joodse gebruiken
12A7552|immigratiehulp ~ persoonlijke verplichtingen in Joods leven
12A76|Joodse gemeenschapsfunctionarissen, regering van de congregatie
12A761|'parnas', president ~ Joodse functionarissen
12A762|'gabbai', penningmeester van de synagoge ~ Joodse functionarissen
12A7621|'meshullah' (Joodse functionaris aangesteld voor het innen van gelden)
12A77|Joodse broederlijke genootschappen
12A771|bijeenkomst van de B'nai B'rith vereniging
12A78|Joodse gemeenschappen
12A78(...)|Joodse gemeenschappen (met NAAM)
12A781|Sephardim ~ Joodse gemeenschappen
12A782|Ashkenazim ~ Joodse gemeenschappen
12A789|'Marranos' ~ Joodse gemeenschappen
12A79|Excommunicatie ~ Joodse gemeenschap
12A791|anathema, 'herem' ~ excommunicatie uit Joodse gemeenschap
12A8|symbolen, religieuze en magische concepten, beroepen, mode, realiteiten, algemene ideeën ~ het Jodendom en het Jodendom
12A81|symbolen ~ het jodendom en het jodendom
12A82|religieuze en magische concepten, beroepen, mode, realiteiten, algemene ideeën ~ Jodendom en Jodendom
12A9|antisemitisme
12A91|antisemitische insinuaties
12A911|bloedsbeschuldiging, rituele moord ~ antisemitisme
12A912|ontwijding van de Hostie ~ antisemitische insinuaties
12A913|schending van relieken ~ antisemitische insinuaties
12A92|bekering van Joden met geweld ~ antisemitisme
12A921|verplichte doop van Joden ~ antisemitisme
12A93|economische en sociale maatregelen ~ antisemitisme
12A931|eed 'meer Judaico' (Jood voor de rechtbank, een vernederende eed zweren) ~ antisemitisme
12A932|kledingvoorschriften ~ antisemitisme
12A9321|Jodenster ~ antisemitisme
12A9322|Jodenhaat ~ antisemitisme
12A933|getto ~ antisemitisme
12A94|uitbraken van geweld ~ antisemitisme
12A941|schending van begraafplaatsen ~ antisemitisme
12A942|vernieling en verbranding van synagogen ~ antisemitisme
12A943|inbeslagname, verbranding en ontheiliging van 'Torah' en andere boeken ~ antisemitisme
12A944|massacre, 'pogrom' ~ antisemitisme
12A945|andere straffen ~ antisemitisme
12A9451|Slachtoffer van de Inquisitie op weg naar de brandstapel, draagt een 'sanbenito' (kledingstuk en mijter waarop demonen of het kruis van Andreas zijn geschilderd)
12A949|Joodse verdediging tegen daden van geweld
12A95|antisemitische organisaties
12A96|antisemitische symbolen
12B|niet-christelijke religies en sekten (in het algemeen)
12B1|Concepties en ideeën gevisualiseerd ~ niet-christelijke religies
12B10|niet-christelijke religie gepersonifieerd of gesymboliseerd
12B11|Algemene ideeën ~ niet-christelijke religies
12B12|opperwezen, schepper, enz. ~ niet-christelijke religies
12B13|representaties ~ goden, halfgoden, helden, enz. (niet-christelijke religies)
12B13(...)|representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies)
12B13(...)1|representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies) - vroege leven, jeugd van niet-christelijke god of godin
12B13(...)11|Representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies) - geboorte van een niet-christelijke god of godin
12B13(...)12|representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies) - kindertijd, opvoeding van niet-christelijke god of godin
12B13(...)2|representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies) - liefdesaffaires van niet-christelijke god of godin
12B13(...)3|representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies) - belangrijkste daden van een niet-christelijke god of godin
12B13(...)4|representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies) - agressieve, onvriendelijke activiteiten en relaties van niet-christelijke god of godin
12B13(...)5|representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies) - niet-agressieve, vriendelijke of neutrale activiteiten en relaties van niet-christelijke god of godin
12B13(...)6|Representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies) - lijden, ongeluk van niet-christelijke god of godin
12B13(...)68|representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies) - dood van niet-christelijke god of godin
12B13(...)69|representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies) - apotheose, vergoddelijking van een niet-christelijke god of godin
12B13(...)7|representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies) - specifieke aspecten, allegorische aspecten van een niet-christelijke god of godin
12B13(...)78|representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies) - triomf van niet-christelijke god of godin
12B13(...)79|representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies) - verering, eren van niet-christelijke god of godin
12B13(...)8|representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies) - attributen van een niet-christelijke god of godin
12B13(...)9|representaties ~ goden, halfgoden, helden, enz. (met NAAM) (niet-christelijke religies) - nakomeling, metgezel(s), trein, enz. van een niet-christelijke god of godin
12B14|representaties ~ natuurlijke fenomenen (niet-christelijke religies)
12B15|representaties ~ man en zijn aard (niet-christelijke religies)
12B151|ideeën over het ontstaan van de menselijke cultuur in oertijden ~ niet-christelijke religies
12B16|Ideeën over het dierenrijk, de plantenwereld, realia ~ niet-christelijke religies
12B17|symbolische representaties ~ niet-christelijke religies
12B18|hiernamaals, het hiernamaals, de onderwereld ~ niet-christelijke religies
12B181|(afdaling in) de onderwereld ~ niet-christelijke religies
12B182|(hemelvaart naar) de hemel
12B19|demonen ~ niet-christelijke religies
12B2|rituele praktijken ~ niet-christelijke religies
12B21|aanbidding en toewijding ~ niet-christelijke religies
12B211|gebed ~ niet-christelijke religies
12B212|opoffering ~ niet-christelijke religies
12B2121|dierlijke offer ~ niet-christelijke religies
12B2122|menselijke opoffering ~ niet-christelijke religies
12B2123|offerfeest ~ niet-christelijke religies
12B213|rituele muziek en dansen ~ niet-christelijke religies
12B214|orgie ~ niet-christelijke religies
12B215|meditatie ~ niet-christelijke religies
12B216|processie ~ niet-christelijke religies
12B217|ritueel maal ~ niet-christelijke religies
12B218|wijding ~ niet-christelijke religies
12B2181|toewijding, bijv. van een heiligdom ~ niet-christelijke religies
12B219|andere niet-christelijke rituele praktijken, bijv. sacrale prostitutie 'ver sacrum'
12B22|Rituele observaties in het dagelijks leven ~ niet-christelijke religies
12B23|ascese ~ niet-christelijke religies
12B231|vasten ~ niet-christelijke religies
12B24|de gelovige ~ niet-christelijke religies
12B25|oracle ~ niet-christelijke religies
12B29|godslastering ~ niet-christelijke religies
12B3|rituele praktijken met specifieke doelen ~ niet-christelijke religies
12B31|vruchtbaarheidsriten ~ de bodem, mens, vee (niet-christelijke religies)
12B311|Regenmakerij ~ vruchtbaarheidsrituelen (niet-christelijke religies)
12B32|exorcisme ~ niet-christelijke religies
12B33|hoofdjagen ~ niet-christelijke religies
12B34|kannibalisme ~ niet-christelijke religies
12B4|Rituele praktijken ~ stadia van het menselijk leven (niet-christelijke religies)
12B41|Rituele praktijken ~ kindertijd (niet-christelijke religies)
12B411|Besnijdenis als rituele praktijk ~ zuigeling (niet-christelijke religies)
12B412|Clitoridectomie als rituele praktijk ~ zuigelingentijd (niet-christelijke religies)
12B413|vijlen van tanden als rituele praktijk ~ kindertijd (niet-christelijke religies)
12B42|Rituele praktijken ~ puberteit en initiatie ('rites of passage') (niet-christelijke religies)
12B43|Rituele praktijken ~ zuivering, zegening (niet-christelijke religies)
12B44|Rituele praktijken ~ dood en begrafenis (niet-christelijke religies)
12B441|begrafenisritueel, voorouderverering ~ niet-christelijke religies
12B442|vergoddelijking van stervelingen ~ niet-christelijke religies
12B5|religieuze functionarissen ~ niet-christelijke religies
12B51|priester ~ niet-christelijke religies
12B511|benoeming van een nieuwe priester ~ niet-christelijke religies
12B512|zwervende bedelende priester ~ niet-christelijke religies
12B513|tempeldienaren ~ niet-christelijke religies
12B5131|tempelwacht ~ niet-christelijke religies
12B52|ziener, profeet ~ niet-christelijke religies
12B53|andere religieuze functionarissen ~ niet-christelijke religies
12B531|wonderwerkers, uitvoerders van wonderen ~ niet-christelijke religies
12B6|Plaatsen en objecten van verering ~ niet-christelijke religies
12B61|tempel, heiligdom ~ niet-christelijke religies
12B62|altaar ~ niet-christelijke religies
12B621|huisaltaar ~ niet-christelijke religies
12B63|beelden, schilderijen, enz. ~ objecten van verering (niet-christelijke religies)
12B64|andere heilige plaatsen ~ niet-christelijke religies
12B7|Rituele objecten en rituele middelen ~ niet-christelijke religies
12B71|masker, masker-kostuum ~ niet-christelijke rituele objecten
12B72|lichaamsschildering ~ niet-christelijke rituele middelen
12B73|hulpmiddelen voor gebed ~ niet-christelijke rituele objecten
12B74|Objecten en middelen ~ meditatie (niet-christelijke religies)
12B741|symbolen gebruikt in meditatie ~ niet-christelijke religies
12B75|andere rituele objecten of middelen ~ niet-christelijke religies
12B8|religieuze gemeenschappen ~ niet-christelijke religies
12B81|geheime genootschappen ~ niet-christelijke religies
12B82|studentenverenigingen ~ niet-christelijke religies
12B83|Leeftijdsgroepen ~ niet-christelijke religies
12B84|mysterieculten ~ niet-christelijke religies
12B9|andere sociale activiteiten ~ niet-christelijke religies
12B91|Feesten en festivals ter ere van de goden ~ niet-christelijke religies
12B92|spelen en spellen ~ niet-christelijke religies
12BB13|representaties ~ godinnen, halfgodinnen, heldinnen, enz. (niet-Christelijke religies)
12BB13(...)|representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies)
12BB13(...)1|representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies) - vroege leven, jeugd van niet-christelijke god of godin
12BB13(...)11|representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies) - geboorte van een niet-christelijke god of godin
12BB13(...)12|representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies) - kindertijd, opvoeding van niet-christelijke god of godin
12BB13(...)2|representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies) - liefdesaffaires van niet-christelijke god of godin
12BB13(...)3|representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies) - belangrijkste daden van niet-christelijke god of godin
12BB13(...)4|representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies) - agressieve, onvriendelijke activiteiten en relaties van niet-christelijke god of godin
12BB13(...)5|Representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies) - niet-agressieve, vriendelijke of neutrale activiteiten en relaties van niet-christelijke god of godin
12BB13(...)6|representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies) - lijden, ongeluk van niet-christelijke god of godin
12BB13(...)68|representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies) - dood van niet-christelijke god of godin
12BB13(...)69|representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies) - apotheose, vergoddelijking van niet-christelijke god of godin
12BB13(...)7|representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies) - specifieke aspecten, allegorische aspecten van een niet-christelijke god of godin
12BB13(...)78|representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies) - triomf van niet-christelijke god of godin
12BB13(...)79|Representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies) - verering, eren van niet-christelijke god of godin
12BB13(...)8|Representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies) - attributen van niet-christelijke god of godin
12BB13(...)9|representaties ~ godinnen, halfgodinnen, heldinnen, enz. (met NAAM) (niet-christelijke religies) - nakomeling, metgezel(s), trein, enz. van niet-christelijke god of godin
12BB42|Rituele praktijken ~ puberteit en initiatie ('rites of passage') (niet-christelijke religies) - BB - meisjes
12BB51|priester ~ niet-christelijke religies - BB - priesteres
12BB511|Aanstelling van een nieuwe priester ~ niet-christelijke religies - BB - priesteres
12BB512|zwervende bedelende priester ~ niet-christelijke religies - BB - priesteres
12BB513|tempeldienaren ~ niet-christelijke religies - BB - priesteres
12BB5131|tempelwacht ~ niet-christelijke religies - BB - priesteres
12BB52|ziener, profeet ~ niet-christelijke religies - BB - zieneres, profetes
12BB62|altaar ~ niet-christelijke religies - BB - in de open lucht
12BB621|huisaltaar ~ niet-christelijke religies - BB - in de open lucht
12BB63|beelden, schilderijen, enz. ~ objecten van verering (niet-christelijke religies) - BB - in de open lucht
12BB84|mysterieculten ~ niet-christelijke religies - BB - alleen vrouwen
12BB91|feesten en festivals ter ere van de goden ~ niet-christelijke religies - BB - alleen vrouwen
12C|Egyptische religie
12C1|Concepties en ideeën gevisualiseerd ~ Egyptische religie
12C13|representaties ~ Egyptische goden, halfgoden, helden, enz.
12C13(...)|representaties ~ Egyptische goden, halfgoden, helden, enz. (met NAAM)
12C13(...)1|representaties ~ Egyptische goden, halfgoden, helden, enz. (met NAAM) - vroege leven, jeugd van niet-christelijke god of godin
12C13(...)11|representaties ~ Egyptische goden, halfgoden, helden, enz. (met NAAM) - geboorte van een niet-christelijke god of godin
12C13(...)12|representaties ~ Egyptische goden, halfgoden, helden, enz. (met NAAM) - kindertijd, opvoeding van niet-christelijke god of godin
12C13(...)2|representaties ~ Egyptische goden, halfgoden, helden, enz. (met NAAM) - liefdesaffaires van niet-christelijke god of godin
12C13(...)3|representaties ~ Egyptische goden, halfgoden, helden, enz. (met NAAM) - belangrijkste daden van een niet-christelijke god of godin
12C13(...)4|representaties ~ Egyptische goden, halfgoden, helden, enz. (met NAAM) - agressieve, onvriendelijke activiteiten en relaties van niet-christelijke god of godin
12C13(...)5|Representaties ~ Egyptische goden, halfgoden, helden, enz. (met NAAM) - niet-agressieve, vriendelijke of neutrale activiteiten en relaties van niet-christelijke god of godin
12C13(...)6|representaties ~ Egyptische goden, halfgoden, helden, enz. (met NAAM) - lijden, ongeluk van niet-christelijke god of godin
12C13(...)68|representaties ~ Egyptische goden, halfgoden, helden, enz. (met NAAM) - dood van niet-christelijke god of godin
12C13(...)69|Representaties ~ Egyptische goden, halfgoden, helden, enz. (met NAAM) - apotheose, vergoddelijking van een niet-christelijke god of godin
12C13(...)7|representaties ~ Egyptische goden, halfgoden, helden, enz. (met NAAM) - specifieke aspecten, allegorische aspecten van een niet-christelijke god of godin
12C13(...)78|Representaties ~ Egyptische goden, halfgoden, helden, enz. (met NAAM) - triomf van een niet-christelijke god of godin
12C13(...)79|representaties ~ Egyptische goden, halfgoden, helden, enz. (met NAAM) - verering, eren van niet-christelijke god of godin
